id,key,proc_summary,target_Security,target_Performance
12312413,GERONIMO-781,  TomcatModuleBuilderTest bust tomcat modul builder test bust,0,0
12312482,AXIS2-89,  NPE AxisServlet NPE axi servlet,0,0
12312526,MYFACES-354,  styleClass attribut dataList no effect style class attribut data list no effect,0,0
12312576,FELIX-1,  resolv OSGi licens concern prior incub graduat resolv OS Gi licens concern prior incub graduat,0,0
12312737,TAPESTRY-452,  tapestri exclud annot not sourc compat JDK tapestri exclud annot not sourc compat JDK,0,0
12312774,FOR-591,  MaxMemory need increas larg document set memori leak XMLFileModule max memori need increas larg document set memori leak XML file modul,0,0
12312914,TSIK-1,  upload origin sourc upload origin sourc,0,0
12312922,STDCXX-9,  document process deal bug document process deal bug,0,0
12312924,AXIS2-115,  critic test case fail shift common transport critic test case fail shift common transport,0,0
12312971,BEEHIVE-872,  remov XMLBeans JSR beehiv distribut remov XML bean JSR beehiv distribut,0,0
12312973,AXISCPP-774,  extens result class no attribut extens result class no attribut,0,0
12313021,AXIS-2164,  class gener wsdl java compil class gener wsdl java compil,0,0
12313080,WSS-12,  WSDoAllReceiver crash due miss method SOAPHeaderElement WS receiv crash due miss method SOAP header element,0,0
12313164,AXIS-2170,  WSDL JAVA not creat proper code referenc element WSDL JAVA not creat proper code referenc element,0,0
12313218,TAPESTRY-539,  abstract properti without element not clear valu abstract properti without element not clear valu,0,0
12313220,XERCESJ-1094,  xerc infinit loop valid wrongli encod XML document xerc infinit loop valid wrongli encod XML document,0,0
12313230,XALANC-539,  XalanMap need compact bucket prevent long search time ever increas memori usag xalan map need compact bucket prevent long search time ever increas memori usag,0,0
12313237,AXIS2-134,  small problem org apach axi saaj SOAPDocumentImpl small problem org apach axi saaj SOAP document impl,0,0
12313268,MYFACES-406,  styleClass attribut dataList no effect use express style class attribut data list no effect use express,0,0
12313281,TAPESTRY-543,  DateField jwc DTD use type attribut date field jwc DTD use type attribut,0,0
12313308,AXISCPP-796,  AXIS not abl call webservic simpl array paramet BEA weblog server version AXIS not abl call webservic simpl array paramet BEA weblog server version,0,0
12313320,DIRSERVER-321,  modifi oper attempt admin uid remov uid attribut modifi oper attempt admin uid remov uid attribut,0,0
12313336,AXIS2-139,  enabl address via servic xml enabl address via servic xml,0,0
12313342,AXIS2-141,  imag transfer MTOM sampl broken imag transfer MTOM sampl broken,0,0
12313361,TAPESTRY-552,  improperli configur SerializableAdaptor DataSqueezer prevent serial object de serial improperli configur serializ adaptor data squeezer prevent serial object de serial,0,0
12313365,DIRSERVER-334,  Pb case sensit attribut Pb case sensit attribut,0,0
12313400,WSS-16,  subject key identifi SKI comput not execut SKI_OID not found subject key identifi SKI comput not execut SKI OID not found,0,0
12313456,BEEHIVE-887,  releas fixup version number variou doc refer work URLs releas fixup version number variou doc refer work UR Ls,0,0
12313541,AXIS-2180,  attach implement overrid properti not pick client wsdd attach implement overrid properti not pick client wsdd,0,0
12313592,WSRP4J-70,  servic bind miss call WSRPEngine servic bind miss call WSRP engin,0,0
12313703,MYFACES-439,  HtmlSwapImageTag extend org apach myfac taglib html ext HtmlGraphicImageTag html swap imag tag extend org apach myfac taglib html ext html graphic imag tag,0,0
12313726,WSS-18,  WSSecurityEngine deal sign cert WS secur engin deal sign cert,0,0
12313807,MYFACES-445,  inputCalendar popup calendar display incorrectli year field left blank input calendar popup calendar display incorrectli year field left blank,0,0
12313872,AXIS2-183,  class org apach axi tool ant AntCodegenTask not exist class org apach axi tool ant ant codegen task not exist,0,0
12314004,AXIS2-192,  OM serial drop attribut namespac OM serial drop attribut namespac,0,0
12314035,DIRSERVER-363,  anonym user may gain access admin user anonym user may gain access admin user,0,0
12314052,AXIS-2202,  axi propertli support JavaBeans array type properti axi propertli support java bean array type properti,0,0
12314085,DIRMINA-85,  SSLFilter race condit SSL filter race condit,0,0
12314095,BEEHIVE-904,  chang netui runtim use JavaBean layer config instead XMLBeans chang netui runtim use java bean layer config instead XML bean,0,0
12314126,DERBY-555,  unabl restart disk full unabl restart disk full,0,0
12314517,LUCENE-367,  not subscrib not subscrib,0,0
12314587,JAMES-419,  NPE bit convers non mime messag NPE bit convers non mime messag,0,0
12314661,AXISCPP-824,  axishandl crash releas memori axishandl crash releas memori,0,0
12314818,XALANC-558,  latest sourc code not build intel compil window latest sourc code not build intel compil window,0,0
12314824,PB-7,  messag not display valid error ignor messag not display valid error ignor,0,0
12314825,BEEHIVE-921,  rework netui blank webapp ship tomcat web src style rework netui blank webapp ship tomcat web src style,0,0
12314840,MYFACES-553,  NullPointerException WebXml getFacesServletMappings null pointer except web xml get face servlet map,0,0
12314845,TAPESTRY-641,  path use write local cooki mean local get lost navig around applic path use write local cooki mean local get lost navig around applic,0,0
12315214,VELOCITY-344,  file wrong line end SVN repositori file wrong line end SVN repositori,0,0
12315241,VELOCITY-371,  compat log alpha compat log alpha,0,0
12315253,VELOCITY-383,  non thread safe templat object caus NPE heavi concurr load non thread safe templat object caus NPE heavi concurr load,0,0
12315339,XALANJ-2199,  xalan error pars XPath express xalan error pars path express,0,0
12316987,XERCESC-1499,  unabl execut problem compil bit xerc librari HP bit os PA RISC unabl execut problem compil bit xerc librari HP bit os PA RISC,0,0
12317013,BEEHIVE-933,  page flow tutori step ad action share flow caus error page flow tutori step ad action share flow caus error,0,0
12317075,MYFACES-580,  tree tree compon caus duplic id problem tree tree compon caus duplic id problem,0,0
12317115,DIRSERVER-31,  TwixDecoder cannot correctli handl control twix decod cannot correctli handl control,0,0
12317187,FOR-678,  view not work forrest seed forrest site view not work forrest seed forrest site,0,0
12317191,BEEHIVE-949,  netui compil not encod string valid config file netui compil not encod string valid config file,0,0
12317230,XALANJ-2204,  function count variabl modifi number node variabl function count variabl modifi number node variabl,0,0
12317243,JCR-221,  NoSuchItemStateException node checkin invok within transact No item state except node checkin invok within transact,0,0
12317252,AXIS2-240,  problem deploy axi ear BEA problem deploy axi ear BEA,0,0
12317264,BEEHIVE-953,  EJBAssembler creat invalid deploy descriptor ejb local ref ejb ref EJB assembl creat invalid deploy descriptor ejb local ref ejb ref,0,0
12317306,DIRSERVER-230,  SearchRequestGrammar not handl empti base DN correctli search request grammar not handl empti base DN correctli,0,0
12317334,MYFACES-628,  current lifecycl implement violat JSF spec current lifecycl implement violat JSF spec,0,0
12317420,AXISCPP-843,  serialis use namespac without first assign XML serialis use namespac without first assign XML,0,0
12317434,TAPESTRY-681,  specif element not document specif element not document,0,0
12317475,STDCXX-44,  MIPSpro crash due conflict libCio MIP spro crash due conflict lib cio,0,0
12317515,MYFACES-657,  blank page switch RC blank page switch RC,0,0
12317655,MYFACES-672,  RC unsupport major minor version RC unsupport major minor version,0,0
12317721,TAPESTRY-696,  race condit page load caus anomoyl except relat annot race condit page load caus anomoyl except relat annot,0,0
12317852,FOR-707,  document featur forrest document featur forrest,0,0
12317893,TOMAHAWK-337,  incompat chang jscookMenu incompat chang jscook menu,0,0
12317941,STDCXX-46,  VAC duplic definit std div VAC duplic definit std div,0,0
12317989,DIRSERVER-372,  ad group invalid member DN corrupt server ad group invalid member DN corrupt server,0,0
12318055,DIRSERVER-67,  ldap server hang twix throw except ldap server hang twix throw except,0,0
12318108,AXIS2-286,  getOwnerDocument SOAPHeader return null get owner document SOAP header return null,0,0
12318184,FOR-711,  cach result locationmap cach result locationmap,0,0
12324959,COCOON-1650,  PATCH portal histori not work JXPath except PATCH portal histori not work JX path except,0,0
12325035,JS2-389,  doc,0,0
12325042,COCOON-1661,  portal sampl broken SQLException portal sampl broken SQL except,0,0
12325062,DIRSERVER-261,  store user password clear store user password clear,0,0
12325076,JS2-393,  site document gener broken site document gener broken,0,0
12325093,DERBY-657,  releas archiv execut bit set script text file proper line end releas archiv execut bit set script text file proper line end,0,0
12325145,DERBY-662,  crash recoveri drop tabl case insensit file system derbi may delet wrong file crash recoveri drop tabl case insensit file system derbi may delet wrong file,0,0
12325204,DIRSERVER-216,  race condit DNParser race condit DN parser,0,0
12325224,AXIS-2280,  array element deriv XSD extens type not serial correctli array element deriv XSD extens type not serial correctli,0,0
12325363,IBATIS-218,  charact properti name turkish local charact properti name turkish local,0,0
12325449,IBATIS-219,  NoClassDefFoundError oracl toplink session UnitOfWork No class def found error oracl toplink session unit work,0,0
12325539,DERBY-700,  derbi not prevent dual boot databas differ classload linux mac OS derbi not prevent dual boot databas differ classload linux mac OS,0,0
12325569,AXIS-2299,  unabl creat proxi use WSDL JAVA axi unabl creat proxi use WSDL JAVA axi,0,0
12325604,JS2-407,  ajax servic broken due servlet map configur ajax servic broken due servlet map configur,0,0
12325642,DDLUTILS-47,  PK constraint gener even column ident column except hsqldb PK constraint gener even column ident column except hsqldb,0,0
12325805,NUTCH-127,  uncorrect valu use du ls not return item uncorrect valu use du ls not return item,0,0
12325858,TOMAHAWK-287,  tomahawk HtmlSelectOneMenuTag no setter correspond TLD declar attribut escap tomahawk html select one menu tag no setter correspond TLD declar attribut escap,0,0
12325878,TOMAHAWK-319,  tomahawk HtmlCollapsiblePanelTag no setter collaps tomahawk html collaps panel tag no setter collaps,0,0
12325907,STDCXX-70,  std string oper char not thread safe std string oper char not thread safe,0,0
12325970,AXIS-2316,  connect reset call connect reset call,0,0
12325972,DIRSERVER-50,  ControlType not store string control type not store string,0,0
12325988,DERBY-727,  add core languag upgrad infrastructur add core languag upgrad infrastructur,0,0
12326013,DIRSERVER-229,  server not accept DN type like OID RFC server not accept DN type like OID RFC,0,0
12326181,STDCXX-73,  MSVC std type_info declar wrong namespac MSVC std type_info declar wrong namespac,0,0
12326250,STDCXX-80,  gcc build error due miss mapfil gcc gcc build error due miss mapfil gcc,0,0
12326326,AXIS2-321,  null not handl properli null not handl properli,0,0
12326341,DIRSERVER-252,  stack trace overflow tri connect bad DN stack trace overflow tri connect bad DN,0,0
12326371,DIRMINA-138,  deadlock SSLFilter deadlock SSL filter,0,0
12326381,MYFACES-907,  StyleSheetTag no setter method tag media style sheet tag no setter method tag media,0,0
12326432,GERONIMODEVTOOLS-159,  JMX connector shut cleanli JMX connector shut cleanli,0,0
12326445,JS2-437,  method startNewRecord RenderRequest string undefin type SiteDetailsPortlet method start new record render request string undefin type site detail portlet,0,0
12326541,FOR-758,  work issu roadmap work issu roadmap,0,0
12326545,FOR-759,  plugin need export default valu forrest properti xml plugin need export default valu forrest properti xml,0,0
12326564,FOR-760,  resolv plugin default properti forrest properti defin plugin resolv plugin default properti forrest properti defin plugin,0,0
12326632,SCOUT-10,  publish request JUDDI not includ ServiceBinding inform publish request JUDDI not includ servic bind inform,0,0
12326722,TOBAGO-24,  strang behaviour strang behaviour,0,0
12326803,TOBAGO-22,  strang behaviour geronimo tomcat strang behaviour geronimo tomcat,0,0
12326815,AXIS2-341,  servic deploy servic deploy,0,0
12326939,JS2-451,  deploy simplest portlet jetspe fail instal distribut deploy simplest portlet jetspe fail instal distribut,0,0
12326944,GERONIMODEVTOOLS-24,  clean checkout build fail geronimo emf clean checkout build fail geronimo emf,0,0
12326990,JS2-452,  unabl add custom mode portlet unabl add custom mode portlet,0,0
12327072,JS2-456,  PageImporter not import element page secur databas page import not import element page secur databas,0,0
12327081,JS2-458,  secur constraint broken DatabasePageManager secur constraint broken databas page manag,0,0
12328329,XERCESP-45,  core dump problem use bit binari releas xerc core dump problem use bit binari releas xerc,0,0
12342062,DAEMON-65,  daemon run multipl instanc not use PID file logic daemon run multipl instanc not use PID file logic,0,0
12342104,NET-102,  net FTP NoSuchMethodError thrown send command disconnect FTP server net FTP No method error thrown send command disconnect FTP server,0,0
12342121,MODELER-11,  model null pointer except non singleton registri model null pointer except non singleton registri,0,0
12342230,VFS-60,  vf ClassCastException vf class cast except,0,0
12342358,DAEMON-10,  daemon tomcat jsvc crash soon daemon tomcat jsvc crash soon,0,0
12342427,LANG-45,  lang StrBuilderTest testReplaceStringString fail lang str builder test test replac string string fail,0,0
12342431,DAEMON-13,  daemon invalid execv usag daemon invalid execv usag,0,0
12342522,BEANUTILS-6,  MappedPropertyDescriptor contain sun copyright code map properti descriptor contain sun copyright code,0,0
12342595,VALIDATOR-75,  valid valid break multipl valid xml eg strut valid valid break multipl valid xml eg strut,0,0
12342746,JXPATH-10,  JXPath code use custom function fail run onward JX path code use custom function fail run onward,0,0
12342763,RESOURCES-16,  resourc remov TimeZone resourc API resourc remov time zone resourc API,0,0
12342766,RESOURCES-19,  resourc mesag API addit resourc mesag API addit,0,0
12342815,RESOURCES-21,  resourc ResourceBundleResources issu resourc resourc bundl resourc issu,0,0
12350643,OPENEJB-24,  OpenEJB protocol must identifi version header open EJB protocol must identifi version header,0,0
12350658,OPENEJB-39,  tomcat webapp index jsp index html file tomcat webapp index jsp index html file,0,0
12350660,OPENEJB-41,  JSP EJB support broken tomcat integr JSP EJB support broken tomcat integr,0,0
12356710,IVY-102,  allow option part pattern allow option part pattern,0,0
12391071,PDFBOX-37,  text extract weird text extract weird,0,0
12391074,PDFBOX-40,  font problem set form valu font problem set form valu,0,0
12391080,PDFBOX-46,  support XFA form submit support XFA form submit,0,0
12391082,PDFBOX-48,  creat tag PDF creat tag PDF,0,0
12391084,PDFBOX-50,  hierarch PDRadioCollections cannot process hierarch PD radio collect cannot process,0,0
12391085,PDFBOX-51,  PDFToImage fail render correctli PDF imag fail render correctli,0,0
12391086,PDFBOX-52,  DCTFilter not implement yet DCT filter not implement yet,0,0
12391087,PDFBOX-53,  problem get valu PDRadioCollection problem get valu PD radio collect,0,0
12391088,PDFBOX-54,  pleas correct SetField exampl pleas correct set field exampl,0,0
12391089,PDFBOX-55,  invalid charact extract text chines pdf invalid charact extract text chines pdf,0,0
12391092,PDFBOX-58,  problem text extract form polish document problem text extract form polish document,0,0
12391094,PDFBOX-60,  PDAppearance convertToMultiline null pointer exceptio PD appear convert multilin null pointer exceptio,0,0
12391095,PDFBOX-61,  space extract file space extract file,0,0
12391096,PDFBOX-62,  incorrect zero charact width return doc incorrect zero charact width return doc,0,0
12391101,PDFBOX-67,  implement StructTreeRoot StructTree class PDModel implement struct tree root struct tree class PD model,0,0
12391111,PDFBOX-77,  PDF extract split word space PDF extract split word space,0,0
12391114,PDFBOX-80,  not convert space gourp word not convert space gourp word,0,0
12391127,PDFBOX-93,  error FlateFilter error flate filter,0,0
12391128,PDFBOX-94,  unexpect end ZLIB input stream unexpect end ZLIB input stream,0,0
12391132,PDFBOX-98,  print PDF print PDF,0,0
12391144,PDFBOX-110,  bad font data TrueTypeFont bad font data true type font,0,0
12391145,PDFBOX-111,  infinit recurs infinit recurs,0,0
12417557,CLK-6,  confluenc config allow regist user write confluenc config allow regist user write,0,0
12418494,CAY-264,  design remot nest DataContexts like java client WebObjects design remot nest data context like java client web object,0,0
12420202,ROL-716,  search broken search broken,0,0
12420323,ROL-695,  save anyth empti db empti websit save anyth empti db empti websit,0,0
12421014,ROL-670,  blog text corrupt go login screen post blog text corrupt go login screen post,0,0
12448237,STR-2524,  non resourc action messag work first messag messag list non resourc action messag work first messag messag list,0,0
12450631,WW-960,  action tag not includ properli action tag not includ properli,0,0
12450695,WW-754,  infinit loop XSLTResult DOM adapt infinit loop XSLT result DOM adapt,0,0
12450921,WW-974,  set useAltSyntax problem set use alt syntax problem,0,0
12451168,WW-939,  clean releas note clean releas note,0,0
12451175,WW-915,  complet introduct section document complet introduct section document,0,0
12451506,WW-919,  bug DefaultActionMapper could weblog specif bug default action mapper could weblog specif,0,0
12451595,WW-965,  fix WW gener tag fix WW gener tag,0,0
12451886,WW-916,  complet architectur section document complet architectur section document,0,0
12451927,WW-1012,  tabbedpanel close ftl broken due iter refactor tabbedpanel close ftl broken due iter refactor,0,0
12451978,WW-1016,  merg quick start guid get start document merg quick start guid get start document,0,0
12453777,WW-1024,  dist build target broken webapp not longer packag dist build target broken webapp not longer packag,0,0
12453865,WW-975,  snippet macro weird thing text tag snippet macro weird thing text tag,0,0
12453911,WW-957,  TabbedPaneTag openTemplate setter tab pane tag open templat setter,0,0
12454547,XW-829,  JDK complianc JDK complianc,0,0
12454645,XW-786,  new evalu trace not work new evalu trace not work,0,0
12454710,XW-956,  creat ParameterFilterInterceptor creat paramet filter interceptor,0,0
12454720,XW-792,  VisitorFieldValidator class push onto stack even valu field valid null visitor field valid class push onto stack even valu field valid null,0,0
12454843,XW-790,  OgnlUtil not threadsaf ognl util not threadsaf,0,0
12481081,AMQ-221,  miss queue messag miss queue messag,0,0
12481160,AMQ-168,  messag queue lost multipl broker exist not everi broker subscrib queue messag queue lost multipl broker exist not everi broker subscrib queue,0,0
12481345,AMQ-455,  No non ASL ASL compatbil depend code base No non ASL ASL compatbil depend code base,0,0
12481348,AMQ-315,  use reliabl NetworkConnector fail rev use reliabl network connector fail rev,0,0
12481368,AMQ-416,  failov protocol not work networkConnectors failov protocol not work network connector,0,0
12481373,AMQ-460,  bug redeliveri logic JMS client bug redeliveri logic JMS client,0,0
12481573,AMQ-417,  keystor file use unit test option modul expir keystor file use unit test option modul expir,0,0
12488116,SM-225,  use sendSync JMS flow caus whole flow deadlock use send sync JMS flow caus whole flow deadlock,0,0
12488131,SM-82,  problem initi problem initi,0,0
12488158,SM-53,  JBI compon bootrap class issu JBI compon bootrap class issu,0,0
12488188,SM-71,  test servicemix war work tomcat test servicemix war work tomcat,0,0
12488217,SM-229,  SubscriptionFilter give StackOverflowError subscript filter give stack overflow error,0,0
12488335,SM-244,  No non ASL ASL compatbil depend code base No non ASL ASL compatbil depend code base,0,0
12563268,FLEX-2394,  ZMZ blocker frogger flexstor valid not work properli ZMZ blocker frogger flexstor valid not work properli,0,0
12563272,FLEX-2398,  NullPointerException refer non exist compon namespac null pointer except refer non exist compon namespac,0,0
12563282,FLEX-2408,  load extern MXML file SWF loader not work load extern MXML file SWF loader not work,0,0
12563292,FLEX-2416,  player crash alert call chang event TextInput compon access player bug player crash alert call chang event text input compon access player bug,0,0
12563303,FLEX-2428,  font embed flex app persist cach file present increment true reciev java error font embed flex app persist cach file present increment true reciev java error,0,0
12563322,FLEX-2442,  zorn top bottom constraint cross control respect minHeight zorn top bottom constraint cross control respect min height,0,0
12563326,FLEX-2456,  target posit properti AddChild ignor target posit properti add child ignor,0,0
12563328,FLEX-2458,  print not work give RTE select printer click print button print not work give RTE select printer click print button,0,0
12563339,FLEX-2467,  effect AnimateProperty not work effect anim properti not work,0,0
12563347,FLEX-2475,  ZMZ blocker zorn design view not compil ZMZ blocker zorn design view not compil,0,0
12563349,FLEX-2477,  set backgroundSize caus player crash backgroundImage link set background size caus player crash background imag link,0,0
12563351,FLEX-2479,  usePreloader preload applic attribut not work use preload preload applic attribut not work,0,0
12563355,FLEX-2482,  TileList scroll bar not show suppos tile list scroll bar not show suppos,0,0
12563364,FLEX-2491,  crash compil chart app crash compil chart app,0,0
12563408,FLEX-2532,  non fulli maxim app load differ gradient show around content scrollbar non fulli maxim app load differ gradient show around content scrollbar,0,0
12563415,FLEX-2541,  null pointer except compil app model null pointer except compil app model,0,0
12563417,FLEX-2542,  DataGrid not work not specifi DataGridColumns data grid not work not specifi data grid column,0,0
12563418,FLEX-2543,  alert flexstor not render correctli unus alert flexstor not render correctli unus,0,0
