@Relation 8_ambari_Performance_str
@attribute auth {12.0,48.0,41.0,34.0,4.0,15.0,39.0,6.0,52.0,23.0,25.0,17.0,5.0,54.0,43.0,21.0,33.0,2.0,14.0,29.0,13.0,31.0,24.0,35.0,28.0,26.0,50.0,40.0}
@attribute lex0 numeric
@attribute lex2 numeric
@attribute comp0 {0.0,1.0}
@attribute comp1 {0.0,1.0}
@attribute comp2 {0.0,1.0}
@attribute comp3 {0.0,1.0}
@attribute comp4 {0.0,1.0}
@attribute comp5 {0.0,1.0}
@attribute prob0 numeric
@attribute prob1 numeric
@attribute target {0,1}
@data
50.0,0.0,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.93,0.07,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23.0,0.167,0.917,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.99,0
40.0,0.079,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35.0,0.03,0.999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
26.0,0.125,0.982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
54.0,0.111,0.986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21.0,0.125,0.982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
54.0,0.103,0.996,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
54.0,0.12,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.071,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
29.0,0.182,0.98,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
54.0,0.154,0.986,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
40.0,0.032,0.998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
40.0,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.022,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
41.0,0.129,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6.0,0.024,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.04,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.11,0.89,1
33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08,0.92,1
41.0,0.053,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
54.0,0.125,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5.0,0.08,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5.0,0.067,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
13.0,0.014,0.999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
40.0,0.017,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6.0,0.667,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.62,0.38,1
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.115,0.995,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02,0.98,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5.0,0.15,0.991,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2.0,0.031,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.019,0.981,0
13.0,0.038,0.998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5.0,0.042,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.786,0.214,0
54.0,0.1,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.98,0.02,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999,0.001,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.986,0.014,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6.0,0.13,0.994,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14.0,0.0,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.391,0.609,0
33.0,0.062,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0
13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
52.0,0.037,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
54.0,0.026,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.403,0.597,0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.87,0.13,0
17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.866,0.134,0
50.0,0.0,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
43.0,0.026,0.999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.628,0.372,0
41.0,0.135,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0
4.0,0.024,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.709,0.291,0
14.0,0.038,0.998,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14.0,0.045,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.646,0.354,0
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.205,0.795,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.836,0.164,0
41.0,0.033,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.536,0.464,0
14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.696,0.304,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.752,0.248,0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.678,0.322,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.903,0.097,0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
52.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.971,0.029,0
52.0,0.042,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
31.0,0.098,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.005,0.995,1
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.796,0.204,0
33.0,0.082,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41.0,0.056,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999,0.001,0
41.0,0.0,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.037,0.963,0
52.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.844,0.156,0
2.0,0.069,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0
52.0,0.077,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.62,0.38,0
14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.572,0.428,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.674,0.326,0
52.0,0.062,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.003,0.997,0
23.0,0.048,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.694,0.306,0
28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.279,0.721,0
28.0,0.027,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.865,0.135,0
50.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.146,0.854,0
13.0,0.0,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.874,0.126,0
23.0,0.0,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.802,0.198,0
33.0,0.052,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33.0,0.075,0.998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
33.0,0.066,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23.0,0.2,0.952,0.0,1.0,0.0,0.0,0.0,0.0,0.583,0.417,0
40.0,0.014,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.242,0.758,0
35.0,0.0,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.299,0.701,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0
35.0,0.081,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,0
13.0,0.056,0.999,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23.0,0.1,0.991,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40.0,0.067,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.721,0.279,0
28.0,0.059,0.996,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
6.0,0.0,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.212,0.788,0
33.0,0.125,0.991,0.0,1.0,0.0,0.0,0.0,0.0,0.093,0.907,0
39.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.798,0.202,0
50.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.344,0.656,0
13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.381,0.619,0
25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.497,0.503,0
4.0,0.091,0.991,0.0,1.0,0.0,0.0,0.0,0.0,0.58,0.42,0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.803,0.197,0
28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
50.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.206,0.794,0
5.0,0.0,0.968,0.0,1.0,0.0,0.0,0.0,0.0,0.203,0.797,0
13.0,0.086,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.494,0.506,1
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.111,0.889,0
28.0,0.026,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0
25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.035,0.965,0
2.0,0.0,0.991,0.0,1.0,0.0,0.0,0.0,0.0,0.797,0.203,0
35.0,0.074,0.993,0.0,1.0,0.0,0.0,0.0,0.0,0.402,0.598,0
40.0,0.25,0.98,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
50.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.569,0.431,0
52.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
24.0,0.056,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.491,0.509,0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.899,0.101,0
