@Relation 0_ambari_Performance_str
@attribute auth {12.0,48.0,16.0,41.0,4.0,34.0,18.0,6.0,52.0,23.0,25.0,5.0,54.0,43.0,21.0,47.0,33.0,2.0,14.0,29.0,13.0,31.0,0.0,49.0,35.0,7.0,28.0,44.0,38.0,56.0,26.0,50.0,40.0}
@attribute lex0 numeric
@attribute lex2 numeric
@attribute comp0 {0.0,1.0}
@attribute comp1 {0.0,1.0}
@attribute comp2 {0.0,1.0}
@attribute comp3 {0.0,1.0}
@attribute comp4 {0.0,1.0}
@attribute comp5 {0.0,1.0}
@attribute prob0 numeric
@attribute prob1 numeric
@attribute target {0,1}
@data
40.0,0.115,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5.0,0.15,0.991,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.247,0.753,0
16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,0
16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.8,0
16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.117,0.883,0
38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.252,0.748,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47,0.53,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.492,0.508,0
38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.893,0.107,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.534,0.466,0
21.0,0.1,0.989,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
56.0,0.048,0.998,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0
56.0,0.143,0.977,1.0,0.0,0.0,0.0,0.0,0.0,0.599,0.401,0
44.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.582,0.418,0
48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.91,0.09,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
26.0,0.125,0.982,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,1
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
47.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.703,0.297,0
48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.599,0.401,0
47.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.653,0.347,0
38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.399,0.601,0
47.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.917,0.083,0
38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0
7.0,0.059,0.996,0.0,0.0,1.0,0.0,0.0,0.0,0.199,0.801,0
7.0,0.105,0.994,0.0,0.0,1.0,0.0,0.0,0.0,0.721,0.279,0
7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.272,0.728,0
38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0
44.0,0.025,0.999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.706,0.294,0
48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.552,0.448,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.743,0.257,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48,0.52,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.419,0.581,0
54.0,0.0,0.994,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.918,0.082,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.393,0.607,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.816,0.184,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.99,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
26.0,0.083,0.992,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0
38.0,0.05,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.299,0.701,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.396,0.604,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.995,0.005,0
54.0,0.038,0.998,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
47.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.721,0.279,0
54.0,0.143,0.977,1.0,0.0,0.0,0.0,0.0,0.0,0.297,0.703,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.618,0.382,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19,0.81,0
21.0,0.214,0.971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.998,0.002,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.603,0.397,0
54.0,0.167,0.968,1.0,0.0,0.0,0.0,0.0,0.0,0.061,0.939,0
26.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.57,0.43,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004,0.996,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.307,0.693,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.898,0.102,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.083,0.917,0
54.0,0.2,0.952,1.0,0.0,0.0,0.0,0.0,0.0,0.361,0.639,0
38.0,0.022,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.831,0.169,0
48.0,0.1,0.989,0.0,1.0,0.0,0.0,0.0,0.0,0.417,0.583,0
38.0,0.0,0.998,1.0,0.0,0.0,0.0,0.0,0.0,0.799,0.201,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.794,0.206,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.76,0.24,0
56.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.994,0.006,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.685,0.315,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.155,0.845,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.416,0.584,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.457,0.543,0
54.0,0.071,0.995,1.0,0.0,0.0,0.0,0.0,0.0,0.103,0.897,0
54.0,0.036,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.585,0.415,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.706,0.294,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.939,0.061,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.825,0.175,0
54.0,0.2,0.952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
47.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.398,0.602,0
54.0,0.125,0.982,1.0,0.0,0.0,0.0,0.0,0.0,0.601,0.399,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.902,0.098,0
48.0,0.125,0.982,0.0,1.0,0.0,0.0,0.0,0.0,0.481,0.519,0
38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.695,0.305,0
21.0,0.167,0.984,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0
21.0,0.083,0.992,1.0,0.0,0.0,0.0,0.0,0.0,0.724,0.276,0
48.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0
21.0,0.0,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.683,0.317,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.798,0.202,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52,0.48,0
49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.838,0.162,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.713,0.287,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.631,0.369,0
