issue_id,reporter_col,component_col,Security_pos_col,Security_neu_col,Security_neg_col,Performance_pos_col,Performance_neu_col,Performance_neg_col,summary_col,description_col,ST_col,Patch_col,CE_col,TC_col,EN_col,files_col,target_Security,target_Performance
214,james strachan,null,0.0,0.0,13.0,0.0,0.0,13.0, releas didnt seem includ javadoc doc directori manual releas didnt seem includ javadoc doc directori manual, wonder due machin hiram dodgi maven plugin around someth wonder due machin hiram dodgi maven plugin around someth,0,0,0,0,0,,0,0
224,Arjan Moraal,camel-core,0.0,0.0,18.0,0.0,0.0,18.0, header lost XSLT process header lost XSLT process, xslt process messag header lost see attach unit test test fail sinc revis http svn apach org viewvc view rev amp revis xslt process messag header lost see attach unit test test fail sinc revis http svn apach org viewvc view rev amp revis,0,0,1,1,0,camel-core/src/main/java/org/apache/camel/builder/xml/XsltBuilder.java;camel-core/src/main/java/org/apache/camel/builder/xml/XsltBuilder.java;components/camel-juel/src/test/java/org/apache/camel/language/juel/issues/XsltLosesHeaderTest.java;,0,0
232,Hadrian Zbarcea,camel-core,0.0,0.0,3.0,1.0,0.0,2.0, fix perform counter fix perform counter,,0,1,0,0,0,components/camel-osgi/src/main/java/org/apache/camel/osgi/OsgiComponentResolver.java;camel-core/src/main/java/org/apache/camel/Route.java;camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java;camel-core/src/main/java/org/apache/camel/impl/DefaultLifecycleStrategy.java;camel-core/src/main/java/org/apache/camel/impl/RouteContext.java;camel-core/src/main/java/org/apache/camel/management/CamelNamingStrategy.java;camel-core/src/main/java/org/apache/camel/management/InstrumentationLifecycleStrategy.java;camel-core/src/main/java/org/apache/camel/management/ManagedEndpoint.java;camel-core/src/main/java/org/apache/camel/management/ManagedRoute.java;camel-core/src/main/java/org/apache/camel/management/ObjectNameEncoder.java;camel-core/src/main/java/org/apache/camel/model/FromType.java;camel-core/src/main/java/org/apache/camel/model/ResequencerType.java;camel-core/src/main/java/org/apache/camel/model/RouteType.java;camel-core/src/main/java/org/apache/camel/model/RoutesType.java;camel-core/src/main/java/org/apache/camel/spi/LifecycleStrategy.java;camel-core/src/test/java/org/apache/camel/management/JmxInstrumentationUsingDefaultsTest.java;examples/camel-example-spring/src/main/resources/META-INF/spring/camel-context.xml;,0,0
237,Hadrian Zbarcea,camel-core,0.0,0.0,4.0,0.0,0.0,4.0, upgrad geronimo spec version upgrad geronimo spec version,,0,1,0,0,0,pom.xml;,0,0
269,Donatello Santoro,camel-core,0.0,0.0,14.0,1.0,0.0,13.0, add getter method routeCollection properti RouteBuilder class add getter method rout collect properti rout builder class, need stop RouteBuilder solut issu could access routeCollection properti RouteBuilder class need stop rout builder solut issu could access rout collect properti rout builder class,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java;,0,0
275,Freeman Fang,camel-cxf,0.0,0.0,40.0,2.0,1.0,37.0, cxf camel transport support regist cxf bu automat cxf camel transport support regist cxf bu automat, cxf bu init tranport modul classpath regist bu automat cxf machen add spring bean describ transport id transport factori class map per lt bean xmln http www springframework org schema bean xmln xsi http www org XMLSchema instanc xmln foo http cxf apach org configur foo xsi schemaLocation http www springframework org schema bean http www springframework org schema bean spring bean xsd gt lt bean class org apach camel compon cxf transport CamelTransportFactory lazi init true gt lt properti name bu ref cxf gt lt properti name transportIds gt lt list gt lt valu gt http cxf apach org transport camel lt valu gt lt list gt lt properti gt lt bean gt lt bean gt cxf bu init tranport modul classpath regist bu automat cxf machen add spring bean describ transport id transport factori class map per lt bean xmln http www springframework org schema bean xmln xsi http www org XML schema instanc xmln foo http cxf apach org configur foo xsi schema locat http www springframework org schema bean http www springframework org schema bean spring bean xsd gt lt bean class org apach camel compon cxf transport camel transport factori lazi init true gt lt properti name bu ref cxf gt lt properti name transport id gt lt list gt lt valu gt http cxf apach org transport camel lt valu gt lt list gt lt properti gt lt bean gt lt bean gt,0,1,1,0,1,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/transport/CamelTransportFactory.java;components/camel-cxf/src/main/resources/META-INF/cxf/cxf-extension-camel.xml;components/camel-cxf/src/main/resources/META-INF/cxf/cxf.extension;components/camel-cxf/src/main/resources/bus-extensions.xml;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/transport/CamelDestinationTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/transport/CamelTestSupport.java;,0,0
277,Jérôme Delagnes,camel-core,0.0,0.0,24.0,1.0,1.0,22.0, spring integr TheadType miss org apach camel model jaxb index spring integr thead type miss org apach camel model jaxb index, TheadType miss org apach camel model jaxb index gt JAXB know unmarshal thread bug descript found camel user forum http www nabbl com processor thread pool td html thead type miss org apach camel model jaxb index gt JAXB know unmarshal thread bug descript found camel user forum http www nabbl com processor thread pool td html,0,1,0,1,0,camel-core/src/main/resources/org/apache/camel/model/jaxb.index;,0,0
278,Jérôme Delagnes,camel-spring,0.0,0.0,14.0,0.0,0.0,14.0, spring integr bad url META INF spring schema spring integr bad url META INF spring schema, http activemq apach org camel schema spring camel spring xsd becom http activemq apach org camel schema spring camel spring xsdhttp activemq apach org camel schema spring camel spring xsd becom http activemq apach org camel schema spring camel spring xsdThere camel spring xsd camel spring xsd http activemq apach org camel schema spring http activemq apach org camel schema spring camel spring xsd becom http activemq apach org camel schema spring camel spring xsdhttp activemq apach org camel schema spring camel spring xsd becom http activemq apach org camel schema spring camel spring xsd camel spring xsd camel spring xsd http activemq apach org camel schema spring,1,1,0,1,0,components/camel-spring/src/main/resources/META-INF/spring.schemas;,0,0
283,Claus Ibsen,camel-core,1.0,0.0,46.0,3.0,2.0,42.0, DeadLetterChannel log improv exchang handl dead letter dead letter channel log improv exchang handl dead letter, submit patch improv logger deadletterchannel deliveri attempt output exchang id correl line log file also log exchang could deliv handl failur process usual deadletterchannel minor issu exist debug log sleep also output milli line similar log line CamelI output exchang exchang toString deliveri could deliv success sinc could sensit data exchang invoic input messag want log log think log exchang id good improv align posit loglin easier grep find log investig incid submit patch improv logger deadletterchannel deliveri attempt output exchang id correl line log file also log exchang could deliv handl failur process usual deadletterchannel minor issu exist debug log sleep also output milli line similar log line camel output exchang exchang string deliveri could deliv success sinc could sensit data exchang invoic input messag want log log think log exchang id good improv align posit loglin easier grep find log investig incid,0,1,0,0,1,camel-core/src/main/java/org/apache/camel/processor/DeadLetterChannel.java;,0,0
286,Wilson Freitas,camel-cxf,3.0,1.0,107.0,6.0,2.0,103.0, NullPointerException CXF rout endpoint router servic CXF endpoint null pointer except CXF rout endpoint router servic CXF endpoint, endpoint ad cxf router cxf servic endpoint messag exchang interrupt NullPointerException exampl code JAVA BEGIN code worksfrom StringUtils join cxfRouterURI StringUtils join cxfServiceURI code crash problem seda log endpoint string anyEndpoint activemq someQueue JAVA END StringUtils join cxfRouterURI anyEndpoint StringUtils join cxfServiceURI EXCEPTION BEGIN org apach cxf phase PhaseInterceptorChain doInterceptINFO interceptor thrown except unwind noworg apach cxf interceptor fault org apach camel compon cxf interceptor RawMessageContentRedirectInterceptor handleMessage RawMessageContentRedirectInterceptor java org apach cxf phase PhaseInterceptorChain doIntercept PhaseInterceptorChain java org apach camel compon cxf invok CxfClient invokeWithMessageStream CxfClient java org apach camel compon cxf invok CxfClient dispatch CxfClient java org apach camel compon cxf CxfProducer process CxfProducer java org apach camel compon cxf CxfProducer process CxfProducer java org apach camel impl convert AsyncProcessorTypeConverter ProcessorToAsynProcessorBridge process AsyncProcessorTypeConverter java org apach camel processor SendProcessor process SendProcessor java org apach camel processor DeadLetterChannel process DeadLetterChannel java org apach camel processor DeadLetterChannel process DeadLetterChannel java org apach camel processor pipelin process pipelin java org apach camel processor pipelin process pipelin java org apach camel processor UnitOfWorkProcessor process UnitOfWorkProcessor java org apach camel util AsyncProcessorHelper process AsyncProcessorHelper java org apach camel processor DelegateAsyncProcessor process DelegateAsyncProcessor java org apach camel compon cxf CamelInvoker invok CamelInvoker java org apach camel compon cxf interceptor AbstractInvokerInterceptor handleMessage AbstractInvokerInterceptor java org apach cxf phase PhaseInterceptorChain doIntercept PhaseInterceptorChain java org apach camel compon cxf CxfMessageObserver onMessage CxfMessageObserver java org apach cxf transport http_jetty JettyHTTPDestination serviceRequest JettyHTTPDestination java org apach cxf transport http_jetty JettyHTTPDestination doService JettyHTTPDestination java org apach cxf transport http_jetty JettyHTTPHandler handl JettyHTTPHandler java org mortbay jetti handler ContextHandler handl ContextHandler java org mortbay jetti handler ContextHandlerCollection handl ContextHandlerCollection java org mortbay jetti handler HandlerWrapper handl HandlerWrapper java org mortbay jetti server handl server java org mortbay jetti HttpConnection handleRequest HttpConnection java org mortbay jetti HttpConnection RequestHandler content HttpConnection java org mortbay jetti HttpParser parseNext HttpParser java org mortbay jetti HttpParser parseAvailable HttpParser java org mortbay jetti HttpConnection handl HttpConnection java org mortbay io nio SelectChannelEndPoint run SelectChannelEndPoint java org mortbay thread BoundedThreadPool PoolThread run BoundedThreadPool java caus java lang NullPointerException org apach common io IOUtils copyLarge IOUtils java org apach common io IOUtils copi IOUtils java org apach camel compon cxf interceptor RawMessageContentRedirectInterceptor handleMessage RawMessageContentRedirectInterceptor java EXCEPTION END known workaround chang code like JAVA BEGIN string anyEndpoint activemq someQueue StringUtils join cxfRouterURI process new processor public void process exchang exchang throw except exchang setOut exchang getIn anyEndpoint StringUtils join cxfServiceURI JAVA END endpoint ad cxf router cxf servic endpoint messag exchang interrupt null pointer except exampl code JAVA BEGIN code worksfrom string util join cxf router URI string util join cxf servic URI code crash problem seda log endpoint string endpoint activemq queue JAVA END string util join cxf router URI endpoint string util join cxf servic URI EXCEPTION BEGIN org apach cxf phase phase interceptor chain intercept INFO interceptor thrown except unwind noworg apach cxf interceptor fault org apach camel compon cxf interceptor raw messag content redirect interceptor handl messag raw messag content redirect interceptor java org apach cxf phase phase interceptor chain intercept phase interceptor chain java org apach camel compon cxf invok cxf client invok messag stream cxf client java org apach camel compon cxf invok cxf client dispatch cxf client java org apach camel compon cxf cxf produc process cxf produc java org apach camel compon cxf cxf produc process cxf produc java org apach camel impl convert async processor type convert processor asyn processor bridg process async processor type convert java org apach camel processor send processor process send processor java org apach camel processor dead letter channel process dead letter channel java org apach camel processor dead letter channel process dead letter channel java org apach camel processor pipelin process pipelin java org apach camel processor pipelin process pipelin java org apach camel processor unit work processor process unit work processor java org apach camel util async processor helper process async processor helper java org apach camel processor deleg async processor process deleg async processor java org apach camel compon cxf camel invok invok camel invok java org apach camel compon cxf interceptor abstract invok interceptor handl messag abstract invok interceptor java org apach cxf phase phase interceptor chain intercept phase interceptor chain java org apach camel compon cxf cxf messag observ messag cxf messag observ java org apach cxf transport http_jetty jetti HTTP destin servic request jetti HTTP destin java org apach cxf transport http_jetty jetti HTTP destin servic jetti HTTP destin java org apach cxf transport http_jetty jetti HTTP handler handl jetti HTTP handler java org mortbay jetti handler context handler handl context handler java org mortbay jetti handler context handler collect handl context handler collect java org mortbay jetti handler handler wrapper handl handler wrapper java org mortbay jetti server handl server java org mortbay jetti http connect handl request http connect java org mortbay jetti http connect request handler content http connect java org mortbay jetti http parser pars next http parser java org mortbay jetti http parser pars avail http parser java org mortbay jetti http connect handl http connect java org mortbay io nio select channel end point run select channel end point java org mortbay thread bound thread pool pool thread run bound thread pool java caus java lang null pointer except org apach common io IO util copi larg IO util java org apach common io IO util copi IO util java org apach camel compon cxf interceptor raw messag content redirect interceptor handl messag raw messag content redirect interceptor java EXCEPTION END known workaround chang code like JAVA BEGIN string endpoint activemq queue string util join cxf router URI process new processor public void process exchang exchang throw except exchang set exchang get endpoint string util join cxf servic URI JAVA END,1,0,0,0,0,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfExchange.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfMessage.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfPayLoadMessageRouterTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfRawMessageRouterTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfRouterTest.java;,0,0
288,Willem Jiang,camel-core,1.0,0.0,30.0,3.0,0.0,28.0, support set aggreg stragey multicastProcessor support set aggreg stragey multicast processor, use case router configur could like direct multicast direct direct direct direct process new AppendingProcessor direct aggregat direct process new AppendingProcessor direct aggregat direct process new AppendingProcessor direct aggregat direct aggregat aggreg header chees new BodyAggregatingStrategy completedPredicate header aggreg isEqualTo mock result send messag endpoint direct want get final result processor requir much like CAMEL use case router configur could like direct multicast direct direct direct direct process new append processor direct aggregat direct process new append processor direct aggregat direct process new append processor direct aggregat direct aggregat aggreg header chees new bodi aggreg strategi complet predic header aggreg equal mock result send messag endpoint direct want get final result processor requir much like CAMEL,0,0,0,1,0,camel-core/src/main/java/org/apache/camel/model/MulticastType.java;camel-core/src/main/java/org/apache/camel/model/ProcessorType.java;camel-core/src/main/java/org/apache/camel/model/SplitterType.java;camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;camel-core/src/main/java/org/apache/camel/processor/Splitter.java;camel-core/src/test/java/org/apache/camel/processor/MultiCastAggregatorTest.java;camel-core/src/test/java/org/apache/camel/processor/SplitterTest.java;,0,0
291,Przemyslaw Budzik,camel-core,0.0,0.0,29.0,1.0,2.0,26.0, MulticastRecipientList recipi list use multicast processor multicast recipi list recipi list use multicast processor, probabl would use recipientList InOut mode work pipelin face problem howev InOnly ok seem InOut remind RoutingSlip option could use MulticastProcessor process recipi think make sens attach patch enhanc camel core featur probabl would use recipi list mode work pipelin face problem howev ok seem remind rout slip option could use multicast processor process recipi think make sens attach patch enhanc camel core featur,0,1,0,0,0,,0,0
298,Christian Schneider,camel-core,0.0,0.0,23.0,4.0,0.0,19.0, remov tangl impl impl convert remov tangl impl impl convert, current impl impl convert refer possibl cycl avoid look found impl convert refer singl class CachingInjector class camel core seem use class suggest move CachingInjector impl convert cycl remov far see caus ther issu current impl impl convert refer possibl cycl avoid look found impl convert refer singl class cach injector class camel core seem use class suggest move cach injector impl convert cycl remov far see caus ther issu,0,0,0,0,0,camel-core/src/main/java/org/apache/camel/impl/CachingInjector.java;camel-core/src/main/java/org/apache/camel/impl/converter/AnnotationTypeConverterLoader.java;camel-core/src/main/java/org/apache/camel/impl/converter/CachingInjector.java;camel-core/src/main/java/org/apache/camel/impl/converter/InstanceMethodTypeConverter.java;,0,0
304,Roman Kalukiewicz,camel-http,2.0,0.0,9.0,0.0,0.0,11.0, multithread HTTP invoc work multithread HTTP invoc work, descript bug http www nabbl com multithread http endpoint html descript bug http www nabbl com multithread http endpoint html,0,0,0,1,0,components/camel-http/src/main/java/org/apache/camel/component/http/HttpComponent.java;components/camel-http/src/main/java/org/apache/camel/component/http/HttpEndpoint.java;components/camel-http/src/test/java/org/apache/camel/component/http/MultiThreadedHttpGetTest.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpComponent.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpEndpoint.java;,0,0
320,Aaron Crickenberger,camel-core,0.0,0.0,20.0,0.0,1.0,19.0, DefaultParameterMappingStrategy load default default paramet map strategi load default, prevent BeanProcessor use bean method messag paramet bean method name process exchang paramet exampl map messag tri use ParameterExpression bodyAs messag class instead inmessageExpression prevent bean processor use bean method messag paramet bean method name process exchang paramet exampl map messag tri use paramet express bodi messag class instead inmessag express,0,1,0,0,0,,0,0
323,Claus Ibsen,null,0.0,0.0,24.0,0.0,0.0,24.0, spring jar twice camel distro spring jar twice camel distro, download latest snapshot apach camel zip fromhttp peopl apach org repo snapshot repositori org apach camel apach camel SNAPSHOT zip file contain spring jar twice camel lib camel lib optionalIs spring mandatori option btw includ old version common log jar common log download latest snapshot apach camel zip fromhttp peopl apach org repo snapshot repositori org apach camel apach camel SNAPSHOT zip file contain spring jar twice camel lib camel lib option spring mandatori option btw includ old version common log jar common log,0,1,0,0,0,,0,0
324,Alex Cichowski,camel-http,1.0,0.0,29.0,0.0,0.0,30.0, bad content length header valu http respons bad content length header valu http respons, default HttpBinding class copi request header attribut request respons includ content length consequ respons declar size request lead seriou truncat problem workaround simpli add line removeHeader content length writeResponse method httpbind class allow jetti set right valu default http bind class copi request header attribut request respons includ content length consequ respons declar size request lead seriou truncat problem workaround simpli add line remov header content length write respons method httpbind class allow jetti set right valu,0,1,0,1,0,,0,0
