issue_id,reporter_col,team_col,component_col,grep_sec,grep_perf,Security_pos_col,Security_neu_col,Security_neg_col,Performance_pos_col,Performance_neu_col,Performance_neg_col,ST_col,Patch_col,CE_col,TC_col,EN_col,files_col,target_Security,target_Performance
100,Mamta A. Satoor,1,JDBC,0,0,0.0,0.0,24.0,2.0,0.0,22.0,0,0,0,0,0,java/client/org/apache/derby/client/am/ResultSet.java;java/client/org/apache/derby/client/am/ResultSet.java;java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java;java/engine/org/apache/derby/loc/messages_en.properties;java/engine/org/apache/derby/loc/messages_pt_BR.properties;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk14/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk14/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/updatableResultSet.java;,0,0
117,Felipe Leme,0,Network Server,0,0,0.0,0.0,46.0,1.0,0.0,45.0,0,0,0,0,1,java/drda/org/apache/derby/drda/NetServlet.java;java/drda/org/apache/derby/loc/drda/servlet_en.properties;java/drda/org/apache/derby/loc/drda/servlet_pt_BR.properties;java/drda/org/apache/derby/loc/drda/servlet_de_DE.properties;java/drda/org/apache/derby/loc/drda/servlet_es.properties;java/drda/org/apache/derby/loc/drda/servlet_fr.properties;java/drda/org/apache/derby/loc/drda/servlet_it.properties;,0,0
122,Daniel John Debrunner,1,Test,0,0,0.0,0.0,11.0,0.0,0.0,11.0,0,0,0,0,0,,0,0
123,Geoff Soutter,0,SQL,0,0,2.0,0.0,53.0,3.0,3.0,49.0,0,0,0,0,0,java/engine/org/apache/derby/iapi/types/SQLDecimal.java;java/engine/org/apache/derby/iapi/types/SQLDouble.java;java/engine/org/apache/derby/iapi/types/SQLReal.java;java/engine/org/apache/derby/iapi/types/UserType.java;java/testing/org/apache/derbyTesting/functionTests/master/dml099.out;java/testing/org/apache/derbyTesting/functionTests/master/ejbql.out;java/testing/org/apache/derbyTesting/functionTests/master/floattypes.out;java/testing/org/apache/derbyTesting/functionTests/master/outparams.out;java/testing/org/apache/derbyTesting/functionTests/master/parameterMapping.out;,0,0
127,Thomas Browne,0,SQL,0,0,1.0,1.0,48.0,3.0,1.0,46.0,0,0,0,0,0,java/engine/org/apache/derby/impl/sql/compile/OrderByColumn.java;java/engine/org/apache/derby/impl/sql/compile/ResultColumnList.java;java/engine/org/apache/derby/impl/sql/compile/TableName.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/master/orderby.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/orderby.sql;,0,0
128,Kathey Marsden,1,Network Server,1,0,5.0,0.0,90.0,1.0,1.0,93.0,1,0,0,0,0,java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;,0,0
129,Mamta A. Satoor,1,JDBC,0,1,0.0,0.0,55.0,1.0,0.0,54.0,0,0,1,0,0,java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;java/engine/org/apache/derby/iapi/services/io/CounterOutputStream.java;java/engine/org/apache/derby/iapi/sql/ResultSet.java;java/engine/org/apache/derby/iapi/types/SQLBinary.java;java/engine/org/apache/derby/iapi/types/SQLBit.java;java/engine/org/apache/derby/iapi/types/SQLBlob.java;java/engine/org/apache/derby/iapi/types/SQLChar.java;java/engine/org/apache/derby/iapi/types/SQLVarbit.java;java/engine/org/apache/derby/impl/sql/execute/BasicNoPutResultSetImpl.java;java/engine/org/apache/derby/impl/sql/execute/NoRowsResultSetImpl.java;java/engine/org/apache/derby/impl/sql/execute/TemporaryRowHolderResultSet.java;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/master/LOB.out;java/testing/org/apache/derbyTesting/functionTests/master/Rllmodule1.out;java/testing/org/apache/derbyTesting/functionTests/master/Rllmodule2.out;java/testing/org/apache/derbyTesting/functionTests/master/Rllmodule3.out;java/testing/org/apache/derbyTesting/functionTests/master/Rllmodule4.out;java/testing/org/apache/derbyTesting/functionTests/master/RowLockIso.out;java/testing/org/apache/derbyTesting/functionTests/master/aggbuiltin.out;java/testing/org/apache/derbyTesting/functionTests/master/cast.out;java/testing/org/apache/derbyTesting/functionTests/master/dml083.out;java/testing/org/apache/derbyTesting/functionTests/master/dml149.out;java/testing/org/apache/derbyTesting/functionTests/master/heapscan.out;java/testing/org/apache/derbyTesting/functionTests/master/lockTable.out;java/testing/org/apache/derbyTesting/functionTests/master/readlocks.out;java/testing/org/apache/derbyTesting/functionTests/master/rlliso2multi.out;java/testing/org/apache/derbyTesting/functionTests/master/rlliso3multi.out;java/testing/org/apache/derbyTesting/functionTests/master/rollForwardRecovery.out;java/testing/org/apache/derbyTesting/functionTests/master/subqueryFlattening.out;java/testing/org/apache/derbyTesting/functionTests/master/triggerGeneral.out;java/testing/org/apache/derbyTesting/functionTests/master/update.out;java/testing/org/apache/derbyTesting/functionTests/master/updatelocksJDBC30.out;java/testing/org/apache/derbyTesting/functionTests/master/xaAnotherTest.out;java/testing/org/apache/derbyTesting/functionTests/master/xaOffline1.out;java/testing/org/apache/derbyTesting/functionTests/master/xaSimpleNegative.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/CastingTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/LockTableQuery.subsql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/cast.sql;java/testing/org/apache/derbyTesting/functionTests/tests/store/LockTableQuery.subsql;,0,0
132,Mike Matrigali,1,Store,0,1,3.0,0.0,109.0,6.0,1.0,105.0,0,0,0,0,0,java/engine/org/apache/derby/iapi/db/OnlineCompress.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2I.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking1.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking3.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLockingRR.java;java/engine/org/apache/derby/impl/store/access/heap/Heap.java;java/engine/org/apache/derby/impl/store/raw/data/StoredPage.java;java/engine/org/apache/derby/impl/store/raw/log/CheckpointOperation.java;java/testing/org/apache/derbyTesting/functionTests/master/OnlineCompressTest.out;java/testing/org/apache/derbyTesting/functionTests/tests/store/BaseTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest_derby.properties;java/engine/org/apache/derby/catalog/SystemProcedures.java;java/engine/org/apache/derby/iapi/db/OnlineCompress.java;java/engine/org/apache/derby/iapi/store/access/GroupFetchScanController.java;java/engine/org/apache/derby/iapi/store/access/TransactionController.java;java/engine/org/apache/derby/iapi/store/access/conglomerate/Conglomerate.java;java/engine/org/apache/derby/iapi/store/raw/ContainerHandle.java;java/engine/org/apache/derby/iapi/store/raw/Page.java;java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java;java/engine/org/apache/derby/impl/store/access/RAMTransaction.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeController.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeScan.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2I.java;java/engine/org/apache/derby/impl/store/access/conglomerate/GenericScanController.java;java/engine/org/apache/derby/impl/store/access/conglomerate/OpenConglomerate.java;java/engine/org/apache/derby/impl/store/access/conglomerate/RowPosition.java;java/engine/org/apache/derby/impl/store/access/heap/Heap.java;java/engine/org/apache/derby/impl/store/access/heap/HeapCompressScan.java;java/engine/org/apache/derby/impl/store/access/heap/HeapController.java;java/engine/org/apache/derby/impl/store/access/heap/HeapScan.java;java/engine/org/apache/derby/impl/store/access/sort/Scan.java;java/engine/org/apache/derby/impl/store/raw/data/AllocExtent.java;java/engine/org/apache/derby/impl/store/raw/data/AllocPage.java;java/engine/org/apache/derby/impl/store/raw/data/BaseContainer.java;java/engine/org/apache/derby/impl/store/raw/data/BaseContainerHandle.java;java/engine/org/apache/derby/impl/store/raw/data/BasePage.java;java/engine/org/apache/derby/impl/store/raw/data/FileContainer.java;java/engine/org/apache/derby/impl/store/raw/data/InputStreamContainer.java;java/engine/org/apache/derby/impl/store/raw/data/RAFContainer.java;java/engine/org/apache/derby/impl/store/raw/data/StoredPage.java;java/testing/org/apache/derbyTesting/functionTests/master/onlineCompressTable.out;java/testing/org/apache/derbyTesting/functionTests/suites/storetests.runall;java/testing/org/apache/derbyTesting/functionTests/tests/store/BaseTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest_app.properties;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest_derby.properties;java/testing/org/apache/derbyTesting/functionTests/tests/store/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/storetests/BaseTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/storetests/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/storetests/onlineCompressTable.sql;,0,1
153,Jörg von Frantzius,0,Eclipse Plug-in,0,0,0.0,0.0,23.0,0.0,0.0,23.0,0,0,0,0,0,java/build/org/apache/derbyBuild/eclipse/DerbyEclipsePlugin.java;,0,0
167,Christian Rodriguez,0,SQL,0,0,0.0,0.0,33.0,1.0,0.0,32.0,0,0,0,0,0,java/engine/org/apache/derby/catalog/DefaultInfo.java;java/engine/org/apache/derby/catalog/types/DefaultInfoImpl.java;java/engine/org/apache/derby/iapi/sql/dictionary/ColumnDescriptor.java;java/engine/org/apache/derby/impl/sql/compile/ColumnDefinitionNode.java;java/engine/org/apache/derby/impl/sql/compile/ResultColumnList.java;java/engine/org/apache/derby/impl/sql/compile/ResultSetNode.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/master/autoincrement.out;java/testing/org/apache/derbyTesting/functionTests/master/ieptests.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/autoincrement.sql;java/testing/org/apache/derbyTesting/functionTests/tests/tools/ieptests.sql;java/engine/org/apache/derby/iapi/services/compiler/MethodBuilder.java;java/engine/org/apache/derby/impl/services/bytecode/BCMethod.java;,0,0
173,Mamta A. Satoor,1,Network Server,0,1,2.0,0.0,33.0,0.0,0.0,35.0,0,0,0,0,0,java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk14/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/updatableResultSet.java;,0,0
174,Shreyas Kaushik,1,JDBC,0,1,0.0,0.0,20.0,1.0,0.0,19.0,0,0,0,0,0,java/engine/org/apache/derby/iapi/types/SQLBlob.java;java/engine/org/apache/derby/iapi/types/SQLTimestamp.java;java/testing/org/apache/derbyTesting/functionTests/master/prepStmtNull.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/prepStmtNull.java;,0,0
183,Jack Klebanoff,1,SQL,0,0,0.0,0.0,40.0,2.0,0.0,38.0,0,0,0,0,0,java/engine/org/apache/derby/catalog/types/RoutineAliasInfo.java;java/engine/org/apache/derby/impl/sql/compile/CreateAliasNode.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/jdk16/procedure.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/procedure.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk14/procedure.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk16/procedure.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/procedure.out;java/testing/org/apache/derbyTesting/functionTests/master/functions.out;java/testing/org/apache/derbyTesting/functionTests/master/procedure.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/functions.sql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/procedure.java;java/testing/org/apache/derbyTesting/functionTests/util/ProcedureTest.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/master/procedure.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/procedure.java;java/testing/org/apache/derbyTesting/functionTests/util/ProcedureTest.java;,0,0
184,David Van Couvering,1,Documentation,0,0,1.0,0.0,31.0,0.0,0.0,32.0,0,0,0,0,0,BUILDING.txt;frameworks/NetworkServer/bin/ij.bat;frameworks/NetworkServer/bin/ij.ksh;frameworks/NetworkServer/bin/setNetworkClientCP.bat;frameworks/NetworkServer/bin/setNetworkClientCP.ksh;,0,0
186,George Baklarz,0,JDBC,0,1,2.0,0.0,78.0,4.0,0.0,76.0,0,0,1,0,0,java/engine/org/apache/derby/impl/sql/execute/ScrollInsensitiveResultSet.java;java/testing/org/apache/derbyTesting/functionTests/master/testRelative.out;java/testing/org/apache/derbyTesting/functionTests/suites/jdbcapi.runall;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/testRelative.java;,0,0
198,Kathey Marsden,1,Network Server,1,0,4.0,0.0,28.0,0.0,0.0,32.0,0,1,0,0,0,java/drda/org/apache/derby/impl/drda/CodePoint.java;java/drda/org/apache/derby/impl/drda/DB2jServerImpl.java;java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;java/drda/org/apache/derby/impl/drda/Database.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/testSecMec.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/testSecMec.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/testij.out;java/testing/org/apache/derbyTesting/functionTests/master/testij.out;java/testing/org/apache/derbyTesting/functionTests/suites/derbynetmats.runall;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/dataSourcePermissions_net.java;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/protocol.tests;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/testSecMec.java;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/testSecMec_app.properties;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/testclientij.sql;java/testing/org/apache/derbyTesting/functionTests/tests/derbynet/testij.sql;,1,0
203,Oleg Anastasyev,0,JDBC,0,1,0.0,1.0,56.0,3.0,2.0,52.0,1,0,0,0,0,java/engine/org/apache/derby/iapi/types/SQLBinary.java;java/engine/org/apache/derby/iapi/types/SQLDate.java;java/engine/org/apache/derby/iapi/types/SQLTime.java;java/testing/org/apache/derbyTesting/functionTests/master/parameterMapping.out;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/parameterMapping.java;,0,0
212,Kathey Marsden,1,Network Server,0,0,0.0,0.0,42.0,3.0,2.0,37.0,0,1,0,1,0,java/drda/org/apache/derby/impl/drda/ConsistencyToken.java;java/drda/org/apache/derby/impl/drda/DDMReader.java;java/drda/org/apache/derby/impl/drda/DDMWriter.java;java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;java/drda/org/apache/derby/impl/drda/DRDAResultSet.java;java/drda/org/apache/derby/impl/drda/DRDAStatement.java;java/drda/org/apache/derby/impl/drda/DRDAString.java;java/drda/org/apache/derby/impl/drda/Database.java;java/drda/org/apache/derby/impl/drda/Pkgnamcsn.java;,0,1
220,Andrew McIntyre,1,Build tools,0,1,0.0,0.0,25.0,0.0,0.0,25.0,0,0,0,0,0,build.xml;,0,0
229,Daniel John Debrunner,1,JDBC,0,0,1.0,0.0,31.0,1.0,0.0,31.0,0,0,0,0,0,java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java;java/testing/org/apache/derbyTesting/functionTests/master/rsgetXXXcolumnNames.out;java/testing/org/apache/derbyTesting/functionTests/suites/jdbcapi.runall;java/testing/org/apache/derbyTesting/functionTests/tests/jdbcapi/rsgetXXXcolumnNames.java;,0,0
230,Øystein Grøvlen,1,SQL,0,0,0.0,0.0,52.0,3.0,0.0,49.0,1,0,0,0,0,java/engine/org/apache/derby/impl/sql/execute/DDLConstantAction.java;java/testing/org/apache/derbyTesting/functionTests/suites/derbylang.runall;java/testing/org/apache/derbyTesting/functionTests/suites/derbynetmats.runall;java/testing/org/apache/derbyTesting/functionTests/master/ConcurrentImplicitCreateSchema.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/ConcurrentImplicitCreateSchema.java;,0,0
231,Dag H. Wanvik,1,SQL,0,0,0.0,2.0,51.0,3.0,1.0,49.0,0,0,0,0,0,java/engine/org/apache/derby/iapi/sql/conn/LanguageConnectionContext.java;java/engine/org/apache/derby/iapi/sql/conn/LanguageConnectionFactory.java;java/engine/org/apache/derby/iapi/sql/conn/StatementContext.java;java/engine/org/apache/derby/iapi/sql/dictionary/SPSDescriptor.java;java/engine/org/apache/derby/impl/jdbc/EmbedPreparedStatement.java;java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java;java/engine/org/apache/derby/impl/jdbc/EmbedStatement.java;java/engine/org/apache/derby/impl/sql/GenericPreparedStatement.java;java/engine/org/apache/derby/impl/sql/GenericStatement.java;java/engine/org/apache/derby/impl/sql/compile/CursorNode.java;java/engine/org/apache/derby/impl/sql/conn/GenericLanguageConnectionContext.java;java/engine/org/apache/derby/impl/sql/conn/GenericLanguageConnectionFactory.java;java/engine/org/apache/derby/impl/sql/conn/GenericStatementContext.java;java/engine/org/apache/derby/impl/sql/execute/ConstraintConstantAction.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk14/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk14/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/updatableResultSet.java;,0,0
233,Andrew McIntyre,1,Demos/Scripts,0,0,0.0,1.0,10.0,0.0,0.0,11.0,0,0,0,0,0,java/demo/demo.html;java/demo/navbar.html;java/demo/nserverdemo/NetworkServerUtil.java;java/demo/nserverdemo/NsSample.java;java/demo/nserverdemo/NsSampleClientThread.java;java/demo/nserverdemo/SimpleNetworkClientSample.java;java/demo/nserverdemo/SimpleNetworkServerSample.java;java/demo/nserverdemo/nserverdemo.html;java/demo/nserverdemo/readme.html;java/demo/nserverdemo/simpleserversample.html;java/demo/simple/SimpleApp.java;java/demo/simple/example.html;,0,0
238,Sunitha Kambhampati,1,Test,0,0,2.0,1.0,14.0,0.0,1.0,16.0,0,1,0,0,0,java/testing/org/apache/derbyTesting/functionTests/harness/RunList.java;java/testing/org/apache/derbyTesting/functionTests/harness/RunSuite.java;,1,0
239,Suresh Thalamati,1,Store,0,1,0.0,0.0,27.0,0.0,0.0,27.0,0,0,0,0,0,java/engine/org/apache/derby/iapi/store/raw/xact/RawTransaction.java;java/engine/org/apache/derby/impl/store/raw/data/BaseDataFileFactory.java;java/engine/org/apache/derby/impl/store/raw/data/RFResource.java;java/engine/org/apache/derby/impl/store/raw/xact/Xact.java;java/engine/org/apache/derby/impl/store/raw/xact/XactFactory.java;java/testing/org/apache/derbyTesting/functionTests/master/OnlineBackupTest3.out;java/testing/org/apache/derbyTesting/functionTests/suites/storemore.runall;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackupTest3.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackupTest3_app.properties;java/testing/org/apache/derbyTesting/functionTests/tests/store/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/store/obtest_customer.jar;java/engine/org/apache/derby/iapi/store/raw/ContainerHandle.java;java/engine/org/apache/derby/iapi/store/raw/data/DataFactory.java;java/engine/org/apache/derby/iapi/store/raw/log/LogFactory.java;java/engine/org/apache/derby/impl/store/raw/RawStore.java;java/engine/org/apache/derby/impl/store/raw/data/BaseContainer.java;java/engine/org/apache/derby/impl/store/raw/data/BaseContainerHandle.java;java/engine/org/apache/derby/impl/store/raw/data/BaseDataFileFactory.java;java/engine/org/apache/derby/impl/store/raw/data/BasePage.java;java/engine/org/apache/derby/impl/store/raw/data/CachedPage.java;java/engine/org/apache/derby/impl/store/raw/data/FileContainer.java;java/engine/org/apache/derby/impl/store/raw/data/InputStreamContainer.java;java/engine/org/apache/derby/impl/store/raw/data/RAFContainer.java;java/engine/org/apache/derby/impl/store/raw/log/LogToFile.java;java/engine/org/apache/derby/impl/store/raw/log/ReadOnly.java;java/engine/org/apache/derby/catalog/SystemProcedures.java;java/engine/org/apache/derby/iapi/reference/SQLState.java;java/engine/org/apache/derby/iapi/store/access/AccessFactory.java;java/engine/org/apache/derby/iapi/store/raw/RawStoreFactory.java;java/engine/org/apache/derby/iapi/store/raw/xact/RawTransaction.java;java/engine/org/apache/derby/iapi/store/raw/xact/TransactionFactory.java;java/engine/org/apache/derby/impl/db/BasicDatabase.java;java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java;java/engine/org/apache/derby/impl/store/raw/RawStore.java;java/engine/org/apache/derby/impl/store/raw/data/BaseDataFileFactory.java;java/engine/org/apache/derby/impl/store/raw/data/RFResource.java;java/engine/org/apache/derby/impl/store/raw/xact/Xact.java;java/engine/org/apache/derby/impl/store/raw/xact/XactFactory.java;java/engine/org/apache/derby/loc/messages_en.properties;java/testing/org/apache/derbyTesting/functionTests/master/OnlineBackupTest1.out;java/testing/org/apache/derbyTesting/functionTests/master/OnlineBackupTest3.out;java/testing/org/apache/derbyTesting/functionTests/master/onlineBackupTest2.out;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackupTest1.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackupTest3.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/onlineBackupTest2.sql;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackup.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackupTest1.java;java/engine/org/apache/derby/impl/store/raw/data/RAFContainer.java;java/engine/org/apache/derby/iapi/store/raw/xact/RawTransaction.java;java/engine/org/apache/derby/iapi/store/raw/xact/TransactionFactory.java;java/engine/org/apache/derby/impl/store/raw/RawStore.java;java/engine/org/apache/derby/impl/store/raw/data/BaseDataFileFactory.java;java/engine/org/apache/derby/impl/store/raw/xact/Xact.java;java/engine/org/apache/derby/impl/store/raw/xact/XactFactory.java;java/testing/org/apache/derbyTesting/functionTests/master/OnlineBackupTest1.out;java/testing/org/apache/derbyTesting/functionTests/master/st_1.out;java/testing/org/apache/derbyTesting/functionTests/suites/storemore.runall;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackup.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackupTest1.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineBackupTest1_app.properties;java/testing/org/apache/derbyTesting/functionTests/tests/store/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/storetests/st_1.sql;java/engine/org/apache/derby/iapi/store/raw/log/LogFactory.java;java/engine/org/apache/derby/impl/store/raw/RawStore.java;java/engine/org/apache/derby/impl/store/raw/data/BaseContainer.java;java/engine/org/apache/derby/impl/store/raw/data/BaseContainerHandle.java;java/engine/org/apache/derby/impl/store/raw/data/FileContainer.java;java/engine/org/apache/derby/impl/store/raw/data/InputStreamContainer.java;java/engine/org/apache/derby/impl/store/raw/data/RAFContainer.java;java/engine/org/apache/derby/impl/store/raw/log/LogToFile.java;java/engine/org/apache/derby/impl/store/raw/log/ReadOnly.java;java/engine/org/apache/derby/loc/messages_en.properties;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/master/onlineBackupTest4.out;java/testing/org/apache/derbyTesting/functionTests/suites/storemore.runall;java/testing/org/apache/derbyTesting/functionTests/tests/store/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/store/onlineBackupTest4.sql;java/testing/org/apache/derbyTesting/functionTests/tests/store/onlineBackupTest4_app.properties;,0,0
