issue_id,reporter_col,team_col,component_col,grep_sec,grep_perf,Security_pos_col,Security_neu_col,Security_neg_col,Performance_pos_col,Performance_neu_col,Performance_neg_col,ST_col,Patch_col,CE_col,TC_col,EN_col,target_Security,target_Performance
144,Eelco Hillenius,1,wicket,0,1,0.0297029702970297,0.010200989799010202,0.9995887881328444,0.0297029702970297,0.0,0.9996970003029998,0,0,0,0,0,0,0
149,Nathan Hamblen,0,wicket,0,0,0.02857142857142857,0.029387069689336694,0.9982467611161223,0.02857142857142857,0.029387069689336694,0.9982467611161223,0,0,0,0,0,0,0
151,Eelco Hillenius,1,wicket,0,0,0.03225806451612903,0.0,0.9989258861439313,0.0,0.0,1.0,0,0,0,0,0,0,0
154,Tristan Weil,0,wicket,0,0,0.041666666666666664,0.0,0.9981916817359855,0.0,0.0,1.0,0,0,0,0,0,0,0
155,Eelco Hillenius,1,wicket,0,1,0.017543859649122806,0.017851550266207328,0.9993568609864306,0.0,0.0,1.0,0,0,0,0,0,0,0
159,Eelco Hillenius,1,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
165,Todor Todorov,0,wicket,0,1,0.044444444444444446,0.023231801755291687,0.9983912530417971,0.022222222222222223,0.02271580010095911,0.9989560207451135,0,0,0,0,0,0,0
171,Arnout Engelen,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
172,Oscar Bueno,0,wicket,0,0,0.0,0.0,1.0,0.03333333333333333,0.03444316877152698,0.997585255743369,0,0,0,0,0,0,0
178,Craig Lenzen,0,wicket,1,0,0.07446808510638298,0.011484422724496028,0.9990015501330132,0.0425531914893617,0.01110586011342155,0.9993974525901099,0,0,0,0,0,0,0
215,Kadir Sener GUMUS,0,wicket,0,0,0.0,0.05,0.9986859395532195,0.0,0.025,0.9993593850096093,0,0,0,0,0,0,0
218,Erik van Oosten,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
240,Martijn Dashorst,1,wicket,0,1,0.02040816326530612,0.0,0.9995750106247343,0.02040816326530612,0.0,0.9995750106247343,0,0,0,0,0,0,0
245,Edward Yakop,0,wicket,1,0,0.028037383177570093,0.0,0.9997304824364387,0.018691588785046728,0.0,0.9998220165524606,0,0,0,0,0,0,0
254,Timo Rantalaiho,1,wicket,0,1,0.05405405405405406,0.028527370855821126,0.9975770196546931,0.0,0.0,1.0,0,0,0,0,0,0,0
255,Jan Loose,0,wicket-extensions,0,0,0.0,0.05,0.9973753280839894,0.0,0.0,1.0,0,0,0,0,0,0,0
269,Eelco Hillenius,1,wicket,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
277,Andrew Lombardi,0,wicket,0,0,0.0,0.05263157894736842,0.9970845481049562,0.0,0.0,1.0,0,0,0,0,0,0,0
292,Eelco Hillenius,1,wicket,0,0,0.0,0.0,1.0,0.05555555555555555,0.0,0.9967426710097719,0,0,0,0,0,0,1
293,Stephane Bailliez,0,wicket,1,0,0.038461538461538464,0.0,0.9992313604919293,0.019230769230769232,0.0,0.9996230682246514,0,0,0,0,0,0,0
301,Jan Bareš,0,wicket,0,0,0.0,0.0,1.0,0.125,0.0,0.9824561403508771,0,0,0,0,0,0,0
323,Jason Schnitzer,0,wicket-extensions,0,0,0.08333333333333333,0.09022556390977443,0.9829401983124961,0.08333333333333333,0.0,0.9924812030075187,0,0,0,0,0,0,0
327,Frédéric Bertin,0,wicket,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
330,Martin Benda,0,wicket,0,0,0.0,0.0,1.0,0.041666666666666664,0.0,0.9981916817359855,0,0,0,0,0,0,0
336,Jan Vermeulen,0,wicket,0,0,0.0,0.0,1.0,0.047619047619047616,0.0,0.997624703087886,0,0,0,0,0,0,0
344,Xavier Hanin,0,wicket-examples,0,1,0.0,0.03225806451612903,0.9989258861439313,0.0,0.0,1.0,0,0,0,0,0,0,0
345,Eelco Hillenius,1,wicket,0,1,0.021739130434782608,0.0,0.9995171414775471,0.0,0.021739130434782608,0.9995171414775471,0,0,0,0,0,0,0
362,Brian Topping,0,wicket,0,0,0.03225806451612903,0.0,0.9989258861439313,0.03225806451612903,0.033297529538131046,0.9977445607794379,0,0,0,0,0,0,0
371,Istvan Devai,0,wicket-spring,1,1,0.0,0.0,1.0,0.08333333333333333,0.0,0.9962264150943396,0,0,0,0,0,0,0
373,Tomas Drencak,0,wicket-extensions,0,0,0.0,0.0,1.0,0.0,0.03333333333333333,0.9988518943742823,0,0,0,0,0,0,0
382,Alastair Maw,1,wicket,0,0,0.1,0.0,0.989010989010989,0.0,0.2,0.9756097560975611,0,0,0,0,0,0,0
394,Vincent Demay,0,wicket,0,1,0.0,0.0,1.0,0.0,0.125,0.9824561403508771,0,0,0,0,0,0,0
396,Alastair Maw,1,wicket; wicket-extensions,0,1,0.017857142857142856,0.0,0.9996754300551768,0.017857142857142856,0.018175916910094125,0.9993331660796162,0,0,0,0,0,0,0
397,Korbinian Bachl,0,wicket,0,0,0.0,0.05263157894736842,0.9970845481049562,0.0,0.05263157894736842,0.9970845481049562,0,0,0,0,0,0,0
404,Nick Johnson,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
416,Jean-Baptiste Quenot,1,wicket,0,0,0.07142857142857142,0.0,0.994535519125683,0.0,0.0,1.0,0,0,0,0,0,0,0
417,Mats Norﾃｩn,0,wicket-datetime,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
418,Matej Knopp,1,wicket,0,1,0.0,0.0,1.0,0.07692307692307693,0.0,0.9936305732484076,0,0,0,0,0,0,0
429,Jan Jaros,0,wicket,0,0,0.0,0.0,1.0,0.05263157894736842,0.0,0.9970845481049562,0,0,0,0,0,0,0
433,Eelco Hillenius,1,wicket,0,1,0.03571428571428571,0.0,0.9986789960369882,0.03571428571428571,0.0,0.9986789960369882,0,0,0,0,0,0,0
455,Martin Funk,0,wicket-quickstart,0,0,0.125,0.0,0.9824561403508771,0.0,0.0,1.0,0,0,0,0,0,0,0
464,Peter Ertl,1,wicket,0,0,0.045454545454545456,0.04751619870410367,0.9953729717052578,0.0,0.0,1.0,0,0,0,0,0,0,1
467,Carlos Pita,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
499,Eelco Hillenius,1,null,0,0,0.0,0.0,1.0,0.061224489795918366,0.043420469649977846,0.9976273483316299,0,0,0,0,0,0,0
501,Peter Ertl,1,wicket,0,0,0.0,0.0,1.0,0.0,0.125,0.9940828402366864,0,0,0,0,0,0,0
518,Eelco Hillenius,1,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
536,Julian Klappenbach,0,wicket-extensions,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
541,Kare Nuorteva,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
549,Peter Ertl,1,wicket,0,0,0.0,0.0,1.0,0.0,0.014705882352941176,0.999780557384244,0,0,0,0,0,0,0
550,Jean-Baptiste Quenot,1,wicket,0,0,0.0,0.0,1.0,0.125,0.14035087719298245,0.9576478823941197,0,0,0,0,0,0,0
559,Nathan Hamblen,0,wicket,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
566,Wouter de Vaal,0,wicket-extensions,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
574,Gerry Lowe,0,wicket,0,1,0.05128205128205128,0.0,0.9986159169550173,0.0,0.02564102564102564,0.9993256911665542,0,0,0,0,0,0,0
595,Jonathan Locke,1,wicket,0,1,0.0,0.0,1.0,0.15,0.0,0.9912536443148688,0,0,0,0,0,0,0
606,Alastair Maw,1,null,0,1,0.0,0.022727272727272728,0.999471737982039,0.0,0.0,1.0,0,0,0,0,0,0,0
612,Jeremy Thomerson,1,wicket,0,0,0.0,0.021739130434782608,0.9995171414775471,0.021739130434782608,0.02221149203283438,0.9990021189778285,0,0,0,0,0,0,0
613,Rüdiger Schulz,0,wicket-spring,0,1,0.011235955056179775,0.01136218562492021,0.9997403187084283,0.056179775280898875,0.0,0.9993316401550595,0,0,0,0,0,0,0
628,Alastair Maw,1,null,1,1,0.05263157894736842,0.0,0.9970845481049562,0.05263157894736842,0.0553935860058309,0.9936857022413962,0,0,0,0,0,0,0
631,János Cserép,0,wicket,0,0,0.0,0.045454545454545456,0.9978401727861771,0.0,0.0,1.0,0,0,0,0,0,0,1
637,Max Bowsher,0,wicket-examples,0,0,0.06896551724137931,0.0,0.9974522292993631,0.034482758620689655,0.03567035670356703,0.9974084699474957,0,0,0,0,0,0,0
638,Max Bowsher,0,wicket-examples,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
661,Gerolf Seitz,1,wicket-datetime,0,0,0.045454545454545456,0.0,0.9978401727861771,0.0,0.0,1.0,0,0,0,0,0,0,0
663,Igor Vaynberg,1,null,0,0,0.058823529411764705,0.0,0.9963369963369964,0.058823529411764705,0.06227106227106227,0.9919916781851604,0,0,0,0,0,0,1
667,Vincent Demay,0,wicket-extensions,0,0,0.0,0.1,0.989010989010989,0.0,0.0,1.0,0,0,0,0,0,0,0
669,Rüdiger Schulz,0,wicket,0,1,0.015384615384615385,0.0,0.9997596731554914,0.015384615384615385,0.015621244893054553,0.999508085586538,0,0,0,0,0,0,0
672,Andrew Klochkov,0,wicket-extensions,0,0,0.0,0.0,1.0,0.08333333333333333,0.0,0.9962264150943396,0,0,0,0,0,0,1
685,Peter Thomas,0,wicket,0,1,0.024793388429752067,0.008472796022687487,0.9997157544556604,0.03305785123966942,0.0,0.9997175340724525,0,0,0,0,0,0,0
695,Stefan Kanev,0,wicket,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
698,Juha Alatalo,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
703,Andrew Klochkov,0,wicket-extensions,0,1,0.047619047619047616,0.0,0.997624703087886,0.0,0.047619047619047616,0.997624703087886,0,0,0,0,0,0,0
707,paolo di tommaso,0,wicket,0,1,0.018867924528301886,0.0,0.9996372869060574,0.0,0.0,1.0,0,0,0,0,0,0,0
709,Jim Hunziker,0,wicket,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
716,Eelco Hillenius,1,wicket; wicket-datetime; wicket-examples,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
726,Eelco Hillenius,1,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
727,Ingram Chen,0,wicket,1,1,0.03278688524590164,0.05081921688419883,0.9985092595155552,0.03278688524590164,0.016939738961399612,0.9991433788391595,0,0,0,0,0,0,0
728,Ingram Chen,0,null,0,0,0.029850746268656716,0.0,0.9995409685563462,0.029850746268656716,0.0,0.9995409685563462,0,0,0,0,0,0,0
729,Pekka Enberg,0,wicket,1,0,0.015625,0.015869080089263576,0.9994922888678355,0.0,0.0,1.0,0,0,0,0,0,0,0
732,Kent Tong,0,wicket,0,0,0.034482758620689655,0.0,0.998769987699877,0.034482758620689655,0.0,0.998769987699877,0,0,0,0,0,0,0
738,Stéphane Boisson,0,wicket,1,0,0.041666666666666664,0.0,0.9993964996982497,0.027777777777777776,0.0,0.9996033320111068,0,0,0,0,0,0,0
748,Chuck Deal,0,wicket,0,0,0.0,0.0,1.0,0.01818181818181818,0.0,0.9996634129922586,0,0,0,0,0,0,0
754,Gerolf Seitz,1,wicket-datetime,0,0,0.0,0.0,1.0,0.05,0.0,0.9973753280839894,0,0,0,0,0,0,0
761,Igor Vaynberg,1,wicket,0,1,0.0,0.0,1.0,0.06896551724137931,0.03694267515923567,0.9959431331934491,0,0,0,0,0,0,1
765,Igor Vaynberg,1,null,0,0,0.0,0.0,1.0,0.03333333333333333,0.0,0.9988518943742823,0,0,0,0,0,0,0
782,Jan Kriesten,0,wicket-extensions,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
795,Will Benedict,0,wicket,0,0,0.04878048780487805,0.051217988757026864,0.9973046231625836,0.024390243902439025,0.0,0.9993906154783668,0,0,0,0,0,0,0
796,Igor Vaynberg,1,wicket,0,1,0.0,0.015151515151515152,0.9997669540899558,0.0,0.015151515151515152,0.9997669540899558,0,0,0,0,0,0,0
805,Sean Sullivan,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
807,Mike Perham,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
823,Dariusz Wojtas,0,wicket,0,0,0.0,0.0,1.0,0.05714285714285714,0.0,0.9982713915298185,0,0,0,0,0,0,0
824,Roland Foerther,0,wicket,0,1,0.02857142857142857,0.0,0.9991603694374475,0.0,0.0,1.0,0,0,0,0,0,0,0
826,Roland Foerther,0,wicket-examples,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
827,Carlos Pita,0,wicket,0,0,0.0,0.0,1.0,0.0196078431372549,0.0,0.9996079968639748,0,0,0,0,0,0,0
837,Martin Grigorov,1,wicket-quickstart,0,0,0.0,0.029411764705882353,0.9991095280498664,0.0,0.0,1.0,0,0,0,0,0,0,0
838,Carlos Pita,0,wicket,0,0,0.0,0.0,1.0,0.0,0.06521739130434782,0.9984856133266027,0,0,0,0,0,0,0
841,Carlos Pita,0,wicket,0,0,0.0,0.0,1.0,0.028985507246376812,0.0,0.9995675675675676,0,0,0,0,0,0,0
846,Carlos Pita,0,wicket,0,1,0.03571428571428571,0.0,0.9986789960369882,0.03571428571428571,0.0,0.9986789960369882,0,0,0,0,0,0,0
859,Eelco Hillenius,1,wicket-datetime,0,1,0.05555555555555555,0.0,0.9967426710097719,0.0,0.0,1.0,0,0,0,0,0,0,0
861,Rüdiger Schulz,0,wicket,0,0,0.05,0.0,0.9991235758106924,0.0,0.0,1.0,0,0,0,0,0,0,0
864,Roland Foerther,0,wicket,0,1,0.018867924528301886,0.0,0.9996372869060574,0.018867924528301886,0.0,0.9996372869060574,0,0,0,0,0,0,0
871,Martin Funk,0,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
872,Barrett Snyder,0,wicket,0,0,0.0,0.03225806451612903,0.9989258861439313,0.0,0.0,1.0,0,0,0,0,0,0,0
880,Russell Morrisey,0,wicket-datetime,0,1,0.01020408163265306,0.010308193962343537,0.9997863761074705,0.04081632653061224,0.04253472222222222,0.9990747341458499,0,0,0,0,0,0,0
884,Patrick Angeles,0,wicket-extensions,0,0,0.0,0.02857142857142857,0.9991603694374475,0.0,0.02857142857142857,0.9991603694374475,0,0,0,0,0,0,0
886,Carlos Pita,0,wicket,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
887,Carlos Pita,0,wicket,0,0,0.0,0.0,1.0,0.0,0.058823529411764705,0.9963369963369964,0,0,0,0,0,0,0
895,Fabian Hagen,0,wicket-extensions,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
903,Jan Vermeulen,0,wicket,0,1,0.03571428571428571,0.0,0.9986789960369882,0.0,0.0,1.0,0,0,0,0,0,0,0
908,Marat Radchenko,0,wicket,0,0,0.05555555555555555,0.0,0.99836867862969,0.027777777777777776,0.0,0.9992069785884219,0,0,0,0,0,0,0
909,Thomas Mäder,0,wicket-extensions,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
914,Doug Leeper,0,wicket-extensions,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
916,Gerolf Seitz,1,wicket,0,1,0.018518518518518517,0.0,0.9996507160321341,0.018518518518518517,0.018861334264757248,0.9992816730417822,0,0,0,0,0,0,0
917,Dariusz Wojtas,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
925,Stojce Dimski,0,wicket,0,1,0.0392156862745098,0.0,0.9992003198720512,0.0,0.0,1.0,0,0,0,0,0,0,0
932,Simon Comley,0,wicket-extensions,0,1,0.07692307692307693,0.0,0.997867803837953,0.0,0.05128205128205128,0.9986159169550173,0,0,0,0,0,0,0
946,John Ray,0,wicket,0,1,0.0,0.02631578947368421,0.9992892679459844,0.0,0.0,1.0,0,0,0,0,0,0,0
954,Eelco Hillenius,1,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
960,Gabor Szokoli,0,wicket-extensions,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
977,Oleg Taranenko,0,wicket-examples,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
986,Nathan Beach,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
991,Jan Jaros,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1007,David,0,wicket-datetime,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1037,Daniel Stoch,0,wicket,0,0,0.0,0.0,1.0,0.038461538461538464,0.0,0.9984639016897081,0,0,0,0,0,0,0
1040,Huergo Perez,0,wicket-datetime,0,1,0.0,0.05,0.9973753280839894,0.0,0.0,1.0,0,0,0,0,0,0,0
1041,Martin Grigorov,1,wicket,0,0,0.034482758620689655,0.03567035670356703,0.9974084699474957,0.0,0.0,1.0,0,0,0,0,0,0,0
1043,Dmitry Kandalov,0,wicket,0,1,0.0,0.018518518518518517,0.9996507160321341,0.037037037037037035,0.0,0.999288256227758,0,0,0,0,0,0,0
1046,Gerolf Seitz,1,wicket,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1051,David,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1052,Nathan Beach,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1053,Nathan Beach,0,wicket,0,0,0.14285714285714285,0.0,0.9767441860465116,0.0,0.0,1.0,0,0,0,0,0,0,0
1057,John Patterson,0,wicket,0,1,0.0,0.03571428571428571,0.9993390614672836,0.0,0.017857142857142856,0.9996754300551768,0,0,0,0,0,0,0
1067,Francis De Brabandere,0,wicket,0,0,0.0,0.0,1.0,0.07692307692307693,0.0,0.9936305732484076,0,0,0,0,0,0,0
1070,Frank Bille Jensen,1,wicket-extensions,0,0,0.125,0.14035087719298245,0.9576478823941197,0.0,0.0,1.0,0,0,0,0,0,0,0
1086,John Patterson,0,null,0,0,0.01818181818181818,0.018512285425782565,0.9993081374277228,0.0,0.01818181818181818,0.9996634129922586,0,0,0,0,0,0,0
1118,Martin Funk,0,wicket-datetime,0,0,0.0,0.047619047619047616,0.997624703087886,0.047619047619047616,0.0,0.997624703087886,0,0,0,0,0,0,0
1120,Deepak Mahavishnu,0,wicket,1,0,0.0,0.018518518518518517,0.9996507160321341,0.018518518518518517,0.0,0.9996507160321341,0,0,0,0,0,0,0
1131,Jan Kriesten,0,wicket-extensions,0,0,0.058823529411764705,0.0,0.9963369963369964,0.058823529411764705,0.0,0.9963369963369964,0,0,0,0,0,0,0
1135,Michael Laccetti,0,wicket-datetime,0,0,0.0,0.058823529411764705,0.9963369963369964,0.0,0.0,1.0,0,0,0,0,0,0,0
1136,Ryan Gravener,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1148,Doug Leeper,0,wicket,0,0,0.0,0.0,1.0,0.02702702702702703,0.0,0.9992498124531134,0,0,0,0,0,0,0
1166,Nathan Hamblen,0,wicket,0,0,0.04918032786885246,0.0,0.9991527817000847,0.0,0.01639344262295082,0.9997268505872713,0,0,0,0,0,0,0
1171,Nathan Hamblen,0,wicket,0,0,0.03773584905660377,0.0,0.9992606284658041,0.0,0.03773584905660377,0.9992606284658041,0,0,0,0,0,0,0
1175,Jan Kriesten,0,wicket,1,0,0.0,0.0,1.0,0.0,0.0625,0.995850622406639,0,0,0,0,0,1,1
1176,Alastair Maw,1,wicket-extensions,0,0,0.05555555555555555,0.058631921824104226,0.9929138544813414,0.0,0.0,1.0,0,0,0,0,0,0,0
1186,Nick Wiedenbrueck,0,wicket,0,0,0.0,0.0,1.0,0.07407407407407407,0.0,0.9970457902511078,0,0,0,0,0,0,1
1193,Woonsan Ko,0,null,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1198,Martijn Dashorst,1,wicket,0,0,0.02702702702702703,0.0,0.9992498124531134,0.0,0.0,1.0,0,0,0,0,0,0,0
1199,Gerolf Seitz,1,wicket,0,1,0.020833333333333332,0.0,0.9995569339831635,0.020833333333333332,0.0,0.9995569339831635,0,0,0,0,0,0,0
1204,Ryan Gravener,0,wicket,0,0,0.1111111111111111,0.0,0.993103448275862,0.0,0.0,1.0,0,0,0,0,0,0,0
1208,Gerolf Seitz,1,wicket-datetime,0,1,0.0,0.0,1.0,0.05263157894736842,0.0,0.9970845481049562,0,0,0,0,0,0,0
1215,Martijn Dashorst,1,wicket,0,1,0.06451612903225806,0.0,0.9977802441731409,0.03225806451612903,0.0,0.9989258861439313,0,0,0,0,0,0,0
1229,Ashley Abraham,0,wicket,0,0,0.034482758620689655,0.0,0.9993846153846154,0.017241379310344827,0.0,0.9996976111279106,0,0,0,0,0,0,0
1230,Yaroslav Malyshev,0,wicket,0,1,0.04081632653061224,0.02125813449023861,0.998652373742451,0.0,0.04081632653061224,0.9991323210412147,0,1,1,0,0,1,0
1239,Artur Wronski,0,wicket-extensions,0,1,0.037037037037037035,0.0,0.999288256227758,0.0,0.0,1.0,0,0,0,0,0,0,0
1264,Nino Martinez,0,null,0,1,0.045454545454545456,0.0,0.9989189189189189,0.0,0.0,1.0,0,0,0,0,0,0,0
1270,Thomas Jaeckle,0,wicket,0,0,0.0,0.0,1.0,0.03225806451612903,0.033297529538131046,0.9977445607794379,0,0,0,0,0,0,0
1271,Dipu C Seminlal,0,wicket,0,0,0.0,0.0,1.0,0.0,0.03333333333333333,0.9988518943742823,0,0,0,0,0,0,0
1283,Matej Knopp,1,null,0,0,0.0,0.0,1.0,0.125,0.0,0.9824561403508771,0,0,0,0,0,0,0
1284,Matej Knopp,1,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1288,uwe schaefer,0,wicket,0,1,0.03225806451612903,0.0,0.9989258861439313,0.0,0.0,1.0,0,0,0,0,0,0,0
1291,Brandon Fuller,0,wicket,0,0,0.04081632653061224,0.02125813449023861,0.998652373742451,0.02040816326530612,0.020824479388015297,0.9991234786943926,0,0,0,0,0,0,0
1293,Jonas,0,wicket-extensions,0,0,0.05263157894736842,0.0,0.9970845481049562,0.05263157894736842,0.0,0.9970845481049562,0,0,0,0,0,0,0
1299,Gerolf Seitz,1,wicket,0,1,0.0,0.022727272727272728,0.999471737982039,0.0,0.0,1.0,0,0,0,0,0,0,0
1302,Thomas Jaeckle,0,wicket,0,0,0.037037037037037035,0.0,0.9985775248933143,0.0,0.0,1.0,0,0,0,0,0,0,0
1305,Serge P. Nekoval,0,wicket,0,1,0.0,0.0,1.0,0.041666666666666664,0.021719457013574663,0.9985934007820391,0,0,0,0,0,0,1
1314,Ryan Gravener,0,wicket-datetime,0,1,0.0,0.0,1.0,0.0,0.045454545454545456,0.9978401727861771,0,0,0,0,0,0,0
1321,Daniel Kaplan,0,wicket,0,0,0.05,0.05249343832020997,0.9943381590680074,0.05,0.0,0.9973753280839894,0,0,0,0,0,0,0
1323,Benjamin Keil,0,wicket,0,0,0.0,0.0196078431372549,0.9996079968639748,0.0392156862745098,0.0,0.9992003198720512,0,0,0,0,0,0,0
1332,Carlos Pita,0,wicket,0,1,0.0,0.0,1.0,0.0425531914893617,0.06660368445914029,0.9974077639153386,0,0,0,0,0,0,1
1343,demir kiracoglu,0,wicket,0,0,0.0,0.0425531914893617,0.9990552668871044,0.0,0.02127659574468085,0.9995376791493297,0,0,0,0,0,0,0
1344,Andri Saar,0,wicket,0,1,0.0,0.0,1.0,0.0,0.029411764705882353,0.9991095280498664,0,0,0,0,0,0,0
1350,Andy Chu,0,wicket,1,1,0.0,0.03125,0.998992950654582,0.0,0.0,1.0,0,0,0,0,0,0,0
1361,Meetesh Karia,0,wicket,0,0,0.0,0.0,1.0,0.06666666666666667,0.0,0.997624703087886,0,0,0,0,0,0,0
1365,Henrik Lundahl,0,wicket,1,1,0.0,0.01680672268907563,0.9998563734290843,0.03361344537815126,0.017386222514427643,0.9995488791072843,0,0,0,0,0,0,1
1367,Sebastiaan van Erk,0,wicket-auth-roles,1,0,0.05555555555555555,0.0,0.9967426710097719,0.05555555555555555,0.0,0.9967426710097719,0,0,0,0,0,0,0
1370,Igor Vaynberg,1,wicket,0,0,0.0,0.0,1.0,0.06944444444444445,0.029819838475874924,0.9984751857948976,0,0,0,0,0,0,1
1372,Albert Brand,0,wicket-extensions,0,0,0.0,0.0,1.0,0.05405405405405406,0.0,0.9984579799537393,0,0,0,0,0,0,0
1377,SimonLei,0,wicket-datetime,0,0,0.0,0.0,1.0,0.0,0.03225806451612903,0.9989258861439313,0,0,0,0,0,0,0
1383,John Patterson,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
1388,Niels Bo,0,wicket,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
