issue_id,reporter_col,component_col,Security_pos_col,Security_neu_col,Security_neg_col,Performance_pos_col,Performance_neu_col,Performance_neg_col,summary_col,description_col,ST_col,Patch_col,CE_col,TC_col,EN_col,files_col,target_Security,target_Performance
101,Alastair Maw,null,0.0,1.0,20.0,1.0,1.0,19.0, lazi registr fail mount resourc lazi registr fail mount resourc, mount CSS resourc background imag url link lazi resolut code SharedResourceRequestTarget search class alias tri locat imag rather annoy mount CSS resourc background imag url link lazi resolut code share resourc request target search class alias tri locat imag rather annoy,0,0,0,0,0,wicket/src/main/java/wicket/SharedResources.java;wicket/src/main/java/wicket/request/target/resource/SharedResourceRequestTarget.java;wicket/src/main/java/wicket/SharedResources.java;wicket/src/main/java/wicket/request/target/resource/SharedResourceRequestTarget.java;,0,0
105,Martijn Dashorst,wicket,0.0,0.0,16.0,1.0,0.0,15.0, remov RequiredTextField remov requir text field, cut API remov ultra conveni stuff ipropos remov RequiredTextField API required iseasili achiev use setRequired true therefor remov thene special field vote bind remov cut API remov ultra conveni stuff ipropos remov requir text field API required iseasili achiev use set requir true therefor remov thene special field vote bind remov,0,0,0,0,0,wicket/src/main/java/wicket/markup/html/form/RequiredTextField.java;wicket/src/test/java/wicket/util/tester/apps_1/CreateBook.java;,0,0
142,Ingram Chen,wicket,0.0,1.0,63.0,1.0,1.0,62.0, NullPointerException deseri wicket util concurr CopyOnWriteArrayList null pointer except deseri wicket util concurr copi write array list, wicket feedback FeedbackMessages default use wicket util concurr CopyOnWriteArrayList storag howev CopyOnWriteArrayList intern use transient object array without check null lazi initi may caus NullPointerException session replic like stack trace test terracotta session cluster WicketMessage unabl get object model model classnam wicket feedback FeedbackMessagesModel attach true call compon MarkupContainer compon id messag page ngc wicket page MainPage path globalFeedback feedbackul messag FeedbackPanel MessageListView isVisible true isVersioned fals root caus java lang NullPointerExceptionat wicket util concurr CopyOnWriteArrayList size CopyOnWriteArrayList java wicket feedback FeedbackMessages messag FeedbackMessages java wicket feedback FeedbackMessagesModel onGetObject FeedbackMessagesModel java wicket model AbstractDetachableModel getObject AbstractDetachableModel java wicket compon getModelObject compon java wicket markup html panel FeedbackPanel updateFeedback FeedbackPanel java wicket page compon page java wicket MarkupContainer visitChildren MarkupContainer java wicket page renderPage page java wicket feedback feedback messag default use wicket util concurr copi write array list storag howev copi write array list intern use transient object array without check null lazi initi may caus null pointer except session replic like stack trace test terracotta session cluster wicket messag unabl get object model model classnam wicket feedback feedback messag model attach true call compon markup contain compon id messag page ngc wicket page main page path global feedback feedbackul messag feedback panel messag list view visibl true version fals root caus java lang null pointer exceptionat wicket util concurr copi write array list size copi write array list java wicket feedback feedback messag messag feedback messag java wicket feedback feedback messag model get object feedback messag model java wicket model abstract detach model get object abstract detach model java wicket compon get model object compon java wicket markup html panel feedback panel updat feedback feedback panel java wicket page compon page java wicket markup contain visit children markup contain java wicket page render page page java,0,0,0,0,0,wicket/src/main/java/wicket/util/concurrent/CopyOnWriteArrayList.java;wicket/src/main/java/wicket/util/concurrent/CopyOnWriteArrayList.java;,0,0
144,Eelco Hillenius,wicket,3.0,1.0,99.0,3.0,0.0,100.0, wrong handl except resourc respond ComponentResourceRequestTarget respond wrong handl except resourc respond compon resourc request target respond, resourc except handl fragil current fix look like privat final void respond final IResourceStream resourceStream final respons respons tri final OutputStream respons getOutputStream tri stream copi resourceStream getInputStream final resourceStream close flush catch except throwabl throwabl boolean ignoreException fals throwabl null throwabl instanceof SocketException string messag throwabl getMessage ignoreException messag null amp amp messag indexOf connect reset peer messag indexOf softwar caus connect abort els ignoreException throwabl getClass getName indexOf ClientAbortException gt ignoreException log isDebugEnabled log debug socket except ignor send resourc respons client ClientAbort break throwabl throwabl getCause ignoreException throw new WicketRuntimeException unabl render resourc stream resourceStream ComponentResourceRequestTarget threw except result wicket tri render error page one problem code simpli not cover appserv version os se nor someth want support instanc abort request jetti linux OSX result IOException concret EofException besid fact get weird behavior gener handl except like never good idea never tri render error page except resourc request instead set appropri statu code propos statu code INTERNAL_SERVER_ERROR put ComponentResourceRequestTarget alter resourc alway throw except resourc except handl fragil current fix look like privat final void respond final resourc stream resourc stream final respons respons tri final output stream respons get output stream tri stream copi resourc stream get input stream final resourc stream close flush catch except throwabl throwabl boolean ignor except fals throwabl null throwabl instanceof socket except string messag throwabl get messag ignor except messag null amp amp messag index connect reset peer messag index softwar caus connect abort els ignor except throwabl get class get name index client abort except gt ignor except log debug enabl log debug socket except ignor send resourc respons client client abort break throwabl throwabl get caus ignor except throw new wicket runtim except unabl render resourc stream resourc stream compon resourc request target threw except result wicket tri render error page one problem code simpli not cover appserv version os se nor someth want support instanc abort request jetti linux OSX result IO except concret eof except besid fact get weird behavior gener handl except like never good idea never tri render error page except resourc request instead set appropri statu code propos statu code INTERNAL SERVER ERROR put compon resourc request target alter resourc alway throw except,0,0,0,0,0,wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/request/target/resource/ComponentResourceRequestTarget.java;wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/request/target/resource/ComponentResourceRequestTarget.java;wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/request/target/resource/ComponentResourceRequestTarget.java;wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/request/target/resource/ComponentResourceRequestTarget.java;,0,0
149,Nathan Hamblen,wicket,1.0,1.0,34.0,1.0,1.0,34.0, mount URLs fail filterPath blank mount UR Ls fail filter path blank, path RequestParameters need begin not found check mount path slash prefix WicketFilter line check isWicketRequest not prefix later look request target propos fix patch attach perform oper ServletWebRequest getPath not sure ideal spot confirm fix problem path request paramet need begin not found check mount path slash prefix wicket filter line check wicket request not prefix later look request target propos fix patch attach perform oper servlet web request get path not sure ideal spot confirm fix problem,0,0,0,0,0,wicket/src/main/java/wicket/protocol/http/servlet/ServletWebRequest.java;wicket/src/main/java/wicket/protocol/http/servlet/ServletWebRequest.java;,0,0
151,Eelco Hillenius,wicket,1.0,0.0,30.0,0.0,0.0,31.0, set session local construct session object set session local construct session object, current creat session object like WebApplication getSession session null creat session use session factori session getSessionFactory newSession request set client local session session setLocale request getLocale propos chang constructor session WebSession take local paramet well would make possibl custom session class fix local set constructor possibl overrid session getLocale current creat session object like web applic get session session null creat session use session factori session get session factori new session request set client local session session set local request get local propos chang constructor session web session take local paramet well would make possibl custom session class fix local set constructor possibl overrid session get local,0,0,0,0,0,wicket-auth-roles-examples/src/main/java/wicket/authentication/example/MyAuthenticatedWebSession.java;wicket-auth-roles-examples/src/main/java/wicket/authorization/strategies/role/example/RolesApplication.java;wicket-auth-roles-examples/src/main/java/wicket/authorization/strategies/role/example/RolesSession.java;wicket-quickstart/src/main/java/wicket/quickstart/QuickStartApplication.java;wicket-quickstart/src/main/java/wicket/quickstart/QuickStartSession.java;wicket-auth-roles-examples/src/main/java/wicket/authentication/example/MyAuthenticatedWebSession.java;wicket-auth-roles-examples/src/main/java/wicket/authorization/strategies/role/example/RolesApplication.java;wicket-auth-roles-examples/src/main/java/wicket/authorization/strategies/role/example/RolesSession.java;wicket-auth-roles/src/main/java/wicket/authentication/AuthenticatedWebApplication.java;wicket-auth-roles/src/main/java/wicket/authentication/AuthenticatedWebSession.java;wicket-examples/src/main/java/wicket/examples/debug/ApplicationView.html;wicket-examples/src/main/java/wicket/examples/debug/ApplicationView.java;wicket-examples/src/main/java/wicket/examples/hangman/HangmanApplication.java;wicket-examples/src/main/java/wicket/examples/hangman/HangmanSession.java;wicket-examples/src/main/java/wicket/examples/library/LibraryApplication.java;wicket-examples/src/main/java/wicket/examples/library/LibrarySession.java;wicket-examples/src/main/java/wicket/examples/signin/SignInApplication.java;wicket-examples/src/main/java/wicket/examples/signin/SignInSession.java;wicket-examples/src/main/java/wicket/examples/signin2/SignIn2Application.java;wicket-examples/src/main/java/wicket/examples/signin2/SignIn2Session.java;wicket/src/main/java/wicket/Session.java;wicket/src/main/java/wicket/protocol/http/WebApplication.java;wicket/src/main/java/wicket/protocol/http/WebSession.java;wicket/src/main/java/wicket/protocol/http/portlet/PortletApplication.java;wicket/src/main/java/wicket/protocol/http/portlet/WicketPortletSession.java;wicket/src/main/java/wicket/settings/IApplicationSettings.java;wicket/src/main/java/wicket/settings/IResourceSettings.java;wicket/src/main/java/wicket/settings/Settings.java;wicket/src/test/java/wicket/markup/html/form/login/InterceptTest.java;wicket/src/test/java/wicket/markup/html/header/inheritance/InheritanceHeadTest.java;wicket-auth-roles/src/main/java/wicket/authentication/AuthenticatedWebSession.java;wicket-examples/src/main/java/wicket/examples/debug/ApplicationView.html;wicket-examples/src/main/java/wicket/examples/debug/ApplicationView.java;wicket-examples/src/main/java/wicket/examples/guestbook/GuestBookApplication.java;wicket-examples/src/main/java/wicket/examples/guestbook/GuestBookSession.java;wicket-examples/src/main/java/wicket/examples/hangman/HangmanApplication.java;wicket-examples/src/main/java/wicket/examples/hangman/HangmanSession.java;wicket-examples/src/main/java/wicket/examples/library/LibraryApplication.java;wicket-examples/src/main/java/wicket/examples/library/LibrarySession.java;wicket-examples/src/main/java/wicket/examples/signin/SignInApplication.java;wicket-examples/src/main/java/wicket/examples/signin/SignInSession.java;wicket-examples/src/main/java/wicket/examples/signin2/SignIn2Application.java;wicket-examples/src/main/java/wicket/examples/signin2/SignIn2Session.java;wicket/src/main/java/wicket/Session.java;wicket/src/main/java/wicket/protocol/http/WebApplication.java;wicket/src/main/java/wicket/protocol/http/WebSession.java;wicket/src/main/java/wicket/protocol/http/portlet/PortletApplication.java;wicket/src/main/java/wicket/protocol/http/portlet/WicketPortletSession.java;wicket/src/main/java/wicket/settings/IApplicationSettings.java;wicket/src/main/java/wicket/settings/IResourceSettings.java;wicket/src/main/java/wicket/settings/Settings.java;wicket/src/test/java/wicket/markup/html/form/login/InterceptTest.java;wicket/src/test/java/wicket/markup/html/header/inheritance/InheritanceHeadTest.java;,0,0
154,Tristan Weil,wicket,1.0,0.0,24.0,0.0,0.0,25.0, access init paramet getServletContext getInitParameter not work access init paramet get servlet context get init paramet not work, command WebApplication get getServletContext getInitParameter param alway return null init paramet access WicketFilter class getter WebApplication class wicketFilter field could work previou command could replac WebApplication get getWicketFilter getFilterConfig getInitParameter param command web applic get get servlet context get init paramet param alway return null init paramet access wicket filter class getter web applic class wicket filter field could work previou command could replac web applic get get wicket filter get filter config get init paramet param,0,0,0,0,0,wicket/src/main/java/wicket/protocol/http/WebApplication.java;wicket/src/main/java/wicket/protocol/http/WebApplication.java;,0,0
155,Eelco Hillenius,wicket,1.0,1.0,56.0,0.0,0.0,58.0, extend case except ignor due abort request extend case except ignor due abort request, either find specif catch resourc respond come way ensur recogn client abort instanc jetti unix like platform test OpenBSD OSX throw EofExceptions extend IOExceptions thu not mark ignor problem stack trace print ComponentResourceRequestTarget mani product system trigger instal send error messag SMS quit annoy instead look except somehow look request respons figur request abort possibl seem like much robust way solv either find specif catch resourc respond come way ensur recogn client abort instanc jetti unix like platform test open BSD OSX throw eof except extend IO except thu not mark ignor problem stack trace print compon resourc request target mani product system trigger instal send error messag SMS quit annoy instead look except somehow look request respons figur request abort possibl seem like much robust way solv,0,0,0,0,0,wicket/src/main/java/wicket/Resource.java;wicket/src/main/java/wicket/Resource.java;,0,0
159,Eelco Hillenius,null,0.0,0.0,14.0,0.0,0.0,14.0, default code popup alway tri bring pop window top focu default code popup alway tri bring pop window top focu, default implement popup script gener PopupSettings alway tri focu pop window default implement popup script gener popup set alway tri focu pop window,0,0,0,0,0,wicket/src/main/java/wicket/markup/html/link/PopupSettings.java;wicket/src/main/java/wicket/markup/html/link/PopupSettings.java;,0,0
165,Todor Todorov,wicket,2.0,1.0,43.0,1.0,1.0,44.0, test FormTester onSelectionChanged not invok DropDownChoice enabl notif test form tester select chang not invok drop choic enabl notif, method DropDownChoice onSelectionChanged never call test drop call formTester select dropDownChoiceNotified page form add new DropDownChoice dropDownChoiceNotified candidateChoices bookChoiceRenderer privat static final long serialVersionUID protect boolean wantOnSelectionChangedNotifications return true protect void onSelectionChanged object arg super onSelectionChanged arg throw new RuntimeException notif arg unit test formTester select dropDownChoiceNotified drop compon not notifi work fine test contain though method drop choic select chang never call test drop call form tester select drop choic notifi page form add new drop choic drop choic notifi candid choic book choic render privat static final long serial version UID protect boolean want select chang notif return true protect void select chang object arg super select chang arg throw new runtim except notif arg unit test form tester select drop choic notifi drop compon not notifi work fine test contain though,0,0,0,0,0,wicket/src/main/java/wicket/util/tester/FormTester.java;wicket/src/main/java/wicket/util/tester/FormTester.java;wicket/src/test/java/wicket/FormDispatchEventTest.java;wicket/src/test/java/wicket/MockPageWithForm.html;wicket/src/test/java/wicket/MockPageWithForm.java;wicket/src/main/java/wicket/util/tester/FormTester.java;wicket/src/main/java/wicket/util/tester/FormTester.java;wicket/src/test/java/wicket/FormDispatchEventTest.java;wicket/src/test/java/wicket/MockPageWithForm.html;wicket/src/test/java/wicket/MockPageWithForm.java;,0,0
171,Arnout Engelen,wicket,0.0,0.0,16.0,0.0,0.0,16.0, tabl background foo url prefix tabl background foo url prefix, src attribut img tag html url automat prefix wicket would nice happen background properti tabl src attribut img tag html url automat prefix wicket would nice happen background properti tabl,0,0,0,0,0,wicket/src/main/java/wicket/markup/parser/filter/PrependContextPathHandler.java;wicket/src/main/java/wicket/markup/parser/filter/PrependContextPathHandler.java;,0,0
172,Oscar Bueno,wicket,0.0,0.0,31.0,1.0,1.0,29.0, compon reAttach version compon attach version, reAttaching compon someth like MyFooPanel new MyFooPanel panel MyBarPanel new MyBarPanel panel reAttach tri restor initi page version found compon id panel not children compon page investig think compon reAttached order chang ad ChangesList add remov initi version restor undo function done revers mode like add remov problem id remov remov ad oscar attach compon someth like foo panel new foo panel panel bar panel new bar panel panel attach tri restor initi page version found compon id panel not children compon page investig think compon attach order chang ad chang list add remov initi version restor undo function done revers mode like add remov problem id remov remov ad oscar,0,0,0,0,0,wicket/src/main/java/wicket/MarkupContainer.java;wicket/src/main/java/wicket/markup/repeater/RefreshingView.java;wicket/src/main/java/wicket/markup/repeater/data/GridView.java;wicket/src/test/java/wicket/markup/html/form/ButtonTest.java;wicket/src/test/java/wicket/versioning/ReattachTestPage.html;wicket/src/test/java/wicket/versioning/ReattachTestPage.java;wicket/src/test/java/wicket/versioning/ReattachTestPage_result.html;wicket/src/test/java/wicket/versioning/ReattachVersioningTest.java;,0,0
