issue_id,reporter,component,keywords,summary_proc,description_proc,Performance,files
214,james strachan,null,0, releas didnt seem includ javadoc doc directori manual, wonder due machin hiram dodgi maven plugin around someth,0,
224,Arjan Moraal,camel-core,0, header lost xslt process, xslt process messag header lost see attach unit test test fail sinc revis http svn apach org viewvc view rev amp revis,0,camel-core/src/main/java/org/apache/camel/builder/xml/XsltBuilder.java;camel-core/src/main/java/org/apache/camel/builder/xml/XsltBuilder.java;components/camel-juel/src/test/java/org/apache/camel/language/juel/issues/XsltLosesHeaderTest.java;
232,Hadrian Zbarcea,camel-core,0, fix perform counter,,0,components/camel-osgi/src/main/java/org/apache/camel/osgi/OsgiComponentResolver.java;camel-core/src/main/java/org/apache/camel/Route.java;camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java;camel-core/src/main/java/org/apache/camel/impl/DefaultLifecycleStrategy.java;camel-core/src/main/java/org/apache/camel/impl/RouteContext.java;camel-core/src/main/java/org/apache/camel/management/CamelNamingStrategy.java;camel-core/src/main/java/org/apache/camel/management/InstrumentationLifecycleStrategy.java;camel-core/src/main/java/org/apache/camel/management/ManagedEndpoint.java;camel-core/src/main/java/org/apache/camel/management/ManagedRoute.java;camel-core/src/main/java/org/apache/camel/management/ObjectNameEncoder.java;camel-core/src/main/java/org/apache/camel/model/FromType.java;camel-core/src/main/java/org/apache/camel/model/ResequencerType.java;camel-core/src/main/java/org/apache/camel/model/RouteType.java;camel-core/src/main/java/org/apache/camel/model/RoutesType.java;camel-core/src/main/java/org/apache/camel/spi/LifecycleStrategy.java;camel-core/src/test/java/org/apache/camel/management/JmxInstrumentationUsingDefaultsTest.java;examples/camel-example-spring/src/main/resources/META-INF/spring/camel-context.xml;
237,Hadrian Zbarcea,camel-core,0, upgrad geronimo spec version,,0,pom.xml;
269,Donatello Santoro,camel-core,0, add getter method rout collect properti rout builder class, need stop rout builder solut issu could access rout collect properti rout builder class,0,camel-core/src/main/java/org/apache/camel/builder/RouteBuilder.java;
275,Freeman Fang,camel-cxf,0, cxf camel transport support regist cxf bu automat, cxf bu init tranport modul classpath regist bu automat cxf machen add spring bean describ transport id transport factori class map per lt bean xmln http www springframework org schema bean xmln xsi http www org xml schema instanc xmln foo http cxf apach org configur foo xsi schema locat http www springframework org schema bean http www springframework org schema bean spring bean xsd gt lt bean class org apach camel compon cxf transport camel transport factori lazi init true gt lt properti name bu ref cxf gt lt properti name transport id gt lt list gt lt valu gt http cxf apach org transport camel lt valu gt lt list gt lt properti gt lt bean gt lt bean gt,0,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/transport/CamelTransportFactory.java;components/camel-cxf/src/main/resources/META-INF/cxf/cxf-extension-camel.xml;components/camel-cxf/src/main/resources/META-INF/cxf/cxf.extension;components/camel-cxf/src/main/resources/bus-extensions.xml;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/transport/CamelDestinationTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/transport/CamelTestSupport.java;
277,Jérôme Delagnes,camel-core,0, spring integr thead type miss org apach camel model jaxb index, thead type miss org apach camel model jaxb index gt jaxb know unmarshal thread bug descript found camel user forum http www nabbl com processor thread pool td html,0,camel-core/src/main/resources/org/apache/camel/model/jaxb.index;
278,Jérôme Delagnes,camel-spring,0, spring integr bad url meta inf spring schema, http activemq apach org camel schema spring camel spring xsd becom http activemq apach org camel schema spring camel spring xsdhttp activemq apach org camel schema spring camel spring xsd becom http activemq apach org camel schema spring camel spring xsd camel spring xsd camel spring xsd http activemq apach org camel schema spring,0,components/camel-spring/src/main/resources/META-INF/spring.schemas;
283,Claus Ibsen,camel-core,0, dead letter channel log improv exchang handl dead letter, submit patch improv logger deadletterchannel deliveri attempt output exchang id correl line log file also log exchang could deliv handl failur process usual deadletterchannel minor issu exist debug log sleep also output milli line similar log line camel output exchang exchang string deliveri could deliv success sinc could sensit data exchang invoic input messag want log log think log exchang id good improv align posit loglin easier grep find log investig incid,0,camel-core/src/main/java/org/apache/camel/processor/DeadLetterChannel.java;
286,Wilson Freitas,camel-cxf,0, null pointer except cxf rout endpoint router servic cxf endpoint, endpoint ad cxf router cxf servic endpoint messag exchang interrupt null pointer except exampl code java begin code worksfrom string util join cxf router uri string util join cxf servic uri code crash problem seda log endpoint string endpoint activemq queue java end string util join cxf router uri endpoint string util join cxf servic uri except begin org apach cxf phase phase interceptor chain intercept info interceptor thrown except unwind noworg apach cxf interceptor fault org apach camel compon cxf interceptor raw messag content redirect interceptor handl messag raw messag content redirect interceptor java org apach cxf phase phase interceptor chain intercept phase interceptor chain java org apach camel compon cxf invok cxf client invok messag stream cxf client java org apach camel compon cxf invok cxf client dispatch cxf client java org apach camel compon cxf cxf produc process cxf produc java org apach camel compon cxf cxf produc process cxf produc java org apach camel impl convert async processor type convert processor asyn processor bridg process async processor type convert java org apach camel processor send processor process send processor java org apach camel processor dead letter channel process dead letter channel java org apach camel processor dead letter channel process dead letter channel java org apach camel processor pipelin process pipelin java org apach camel processor pipelin process pipelin java org apach camel processor unit work processor process unit work processor java org apach camel util async processor helper process async processor helper java org apach camel processor deleg async processor process deleg async processor java org apach camel compon cxf camel invok invok camel invok java org apach camel compon cxf interceptor abstract invok interceptor handl messag abstract invok interceptor java org apach cxf phase phase interceptor chain intercept phase interceptor chain java org apach camel compon cxf cxf messag observ messag cxf messag observ java org apach cxf transport http jetti jetti http destin servic request jetti http destin java org apach cxf transport http jetti jetti http destin servic jetti http destin java org apach cxf transport http jetti jetti http handler handl jetti http handler java org mortbay jetti handler context handler handl context handler java org mortbay jetti handler context handler collect handl context handler collect java org mortbay jetti handler handler wrapper handl handler wrapper java org mortbay jetti server handl server java org mortbay jetti http connect handl request http connect java org mortbay jetti http connect request handler content http connect java org mortbay jetti http parser pars next http parser java org mortbay jetti http parser pars avail http parser java org mortbay jetti http connect handl http connect java org mortbay io nio select channel end point run select channel end point java org mortbay thread bound thread pool pool thread run bound thread pool java caus java lang null pointer except org apach common io io util copi larg io util java org apach common io io util copi io util java org apach camel compon cxf interceptor raw messag content redirect interceptor handl messag raw messag content redirect interceptor java except end known workaround chang code like java begin string endpoint activemq queue string util join cxf router uri process new processor public void process exchang exchang throw except exchang set exchang get endpoint string util join cxf servic uri java end,0,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfExchange.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CxfMessage.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfPayLoadMessageRouterTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfRawMessageRouterTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfRouterTest.java;
288,Willem Jiang,camel-core,0, support set aggreg stragey multicast processor, use case router configur could like direct multicast direct direct direct direct process new append processor direct aggregat direct process new append processor direct aggregat direct process new append processor direct aggregat direct aggregat aggreg header chees new bodi aggreg strategi complet predic header aggreg equal mock result send messag endpoint direct want get final result processor requir much like camel,0,camel-core/src/main/java/org/apache/camel/model/MulticastType.java;camel-core/src/main/java/org/apache/camel/model/ProcessorType.java;camel-core/src/main/java/org/apache/camel/model/SplitterType.java;camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;camel-core/src/main/java/org/apache/camel/processor/Splitter.java;camel-core/src/test/java/org/apache/camel/processor/MultiCastAggregatorTest.java;camel-core/src/test/java/org/apache/camel/processor/SplitterTest.java;
291,Przemyslaw Budzik,camel-core,0, multicast recipi list recipi list use multicast processor, probabl would use recipi list mode work pipelin face problem howev ok seem remind rout slip option could use multicast processor process recipi think make sens attach patch enhanc camel core featur,0,
298,Christian Schneider,camel-core,0, remov tangl impl impl convert, current impl impl convert refer possibl cycl avoid look found impl convert refer singl class cach injector class camel core seem use class suggest move cach injector impl convert cycl remov far see caus ther issu,0,camel-core/src/main/java/org/apache/camel/impl/CachingInjector.java;camel-core/src/main/java/org/apache/camel/impl/converter/AnnotationTypeConverterLoader.java;camel-core/src/main/java/org/apache/camel/impl/converter/CachingInjector.java;camel-core/src/main/java/org/apache/camel/impl/converter/InstanceMethodTypeConverter.java;
304,Roman Kalukiewicz,camel-http,0, multithread http invoc work, descript bug http www nabbl com multithread http endpoint html,0,components/camel-http/src/main/java/org/apache/camel/component/http/HttpComponent.java;components/camel-http/src/main/java/org/apache/camel/component/http/HttpEndpoint.java;components/camel-http/src/test/java/org/apache/camel/component/http/MultiThreadedHttpGetTest.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpComponent.java;components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpEndpoint.java;
320,Aaron Crickenberger,camel-core,0, default paramet map strategi load default, prevent bean processor use bean method messag paramet bean method name process exchang paramet exampl map messag tri use paramet express bodi messag class instead inmessag express,0,
323,Claus Ibsen,null,0, spring jar twice camel distro, download latest snapshot apach camel zip fromhttp peopl apach org repo snapshot repositori org apach camel apach camel snapshot zip file contain spring jar twice camel lib camel lib option spring mandatori option btw includ old version common log jar common log,0,
324,Alex Cichowski,camel-http,0, bad content length header valu http respons, default http bind class copi request header attribut request respons includ content length consequ respons declar size request lead seriou truncat problem workaround simpli add line remov header content length write respons method httpbind class allow jetti set right valu,0,
335,Lars Heinemann,camel-mail,0, mail compon miss configur possibl, possibl configur behaviour mail compon see thread http www nabbl com problem camel mail compon rout td html,0,components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailEndpoint.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailUtils.java;components/camel-mail/src/main/resources/META-INF/services/org/apache/camel/component/imaps;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailComponentTest.java;components/camel-mail/pom.xml;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConsumer.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailUtils.java;components/camel-mail/pom.xml;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailComponentTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailMessageTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailRouteTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MimeMessageConsumeTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MultipleDestinationConsumeTest.java;components/camel-mail/src/test/resources/log4j.properties;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailSubjectTest.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConsumer.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/JavaMailConnection.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConsumer.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailEndpoint.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailMessage.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailProducer.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailUtils.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MessageHeaderAccessException.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MessageHeaderNamesAccessException.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/RuntimeMailException.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/InvalidConfigurationTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailProcessOnlyUnseenMessagesTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailRouteTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailSubjectTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MimeMessageConsumeTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MultipleDestinationConsumeTest.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConsumer.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailComponentTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailFetchSizeTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailFetchSizeZeroTest.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConverters.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailProcessOnlyUnseenMessagesTest.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConsumer.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailMessage.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailUtils.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConsumer.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailProcessOnlyUnseenMessagesTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MimeMessageConsumeTest.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailMessage.java;components/camel-mail/src/test/data/logo.jpeg;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailAttachmentTest.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailBinding.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailEndpoint.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailProducer.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailComponentTest.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailSubjectTest.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/JavaMailConnection.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MessageHeaderAccessException.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MessageHeaderNamesAccessException.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/RuntimeMailException.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/InvalidConfigurationTest.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConfiguration.java;components/camel-mail/src/main/java/org/apache/camel/component/mail/MailConsumer.java;components/camel-mail/src/test/java/org/apache/camel/component/mail/MailComponentTest.java;
340,Claus Ibsen,camel-mina,0, mina tcp support pattern, see thread http www nabbl com camel mina tcp exchang td html builder support client send textlin localhost client never receiv respons url mina tcp localhost textlin true uri process new processor public void process exchang string get get bodi string class append newlin end denot end data textlin codec get set bodi hello attach patch fix introduc new paramet url fluent builder sync true ie better name use url instead patch camel send respons back client mina tcp localhost textlin true amp sync true,0,components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaComponent.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaConsumer.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaTcpWithInOutUsingPlainSocketTest.java;
356,Claus Ibsen,camel-mina,0, synchron mode handl except thrown mina, camel mina synchron mode exchang pattern handl except thrown mina current mina intercept log except warn level overrid proper method mina handl end user deal also raisen forum propog header properti rais anoth ticket weekend work patch camel fix problem,0,components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaConsumer.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaTcpWithInOutUsingPlainSocketTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaTcpWithInOutUsingPlainSocketTest.java;components/camel-mina/pom.xml;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaComponent.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaConsumer.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaEndpoint.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaProducer.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaConverterTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaMulticastTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaTcpWithInOutUsingPlainSocketTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaUdpTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaUdpUsingTemplateTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaUdpWithInOutUsingPlainSocketTest.java;components/camel-mina/src/test/resources/log4j.properties;
362,Hadrian Zbarcea,camel-mina,0, camel mina allow lazi creation connect, current implement mina compon produc server start camel fail mina session creation start method call camel start simpl solut option allow lazili creat session send exchang produc process method,0,
363,Marc Giger,camel-cxf,0, camel cxf compon deal except messag messag data format, willem jiang camel user activemq apach org subject camel cxf throw fault date wed mar repli camel user activemq apach org hi marc look like camel cxf compon issu deal except messag messag data format could fill jira fix later week usual need throw except processor cxf tri marshal soap fault regard willem marc giger wrote gt hi gt gt tri get follow camel rout work gt dataformat messag gt gt lt uri cxf bean router endpoint data format messag gt gt lt process ref decrypt processor gt gt lt choic gt gt lt gt gt lt method call bean endpoint selector method match gt gt lt uri cxf bean servic endpoint data format messag gt gt lt gt gt lt otherwis gt gt lt uri cxf bean local endpoint data format messag gt gt lt otherwis gt gt lt choic gt gt gt endpoint selector bean return true request redirect gt remot webservic gt otherwis request forward local cxf servic gt local transport gt gt invok router endpoint somewher pipelin gt happen except case decrypt processor get gt follow except fault chain gt gt mar pm org apach cxf phase phase interceptor chain gt intercept info interceptor thrown except unwind gt org apach cxf interceptor fault gt gt org apach camel compon cxf interceptor raw messag content redirect interceptor handl messag raw messag content redirect interceptor java gt gt org apach cxf phase phase interceptor chain intercept phase interceptor chain java gt gt org apach cxf interceptor outgo chain interceptor handl messag outgo chain interceptor java gt gt org apach cxf phase phase interceptor chain intercept phase interceptor chain java gt gt org apach cxf transport chain initi observ messag chain initi observ java gt gt org apach cxf transport servlet servlet destin messag servlet destin java gt gt org apach cxf transport servlet servlet control invok destin servlet control java gt gt org apach cxf transport servlet servlet control invok servlet control java gt gt org apach cxf transport servlet abstract cxf servlet invok abstract cxf servlet java gt gt org apach cxf transport servlet abstract cxf servlet post abstract cxf servlet java gt javax servlet http http servlet servic http servlet java gt javax servlet http http servlet servic http servlet java gt org mortbay jetti servlet servlet holder handl servlet holder java gt gt org mortbay jetti servlet servlet handler handl servlet handler java gt gt org mortbay jetti secur secur handler handl secur handler java gt gt org mortbay jetti servlet session handler handl session handler java gt gt org mortbay jetti handler context handler handl context handler java gt gt org mortbay jetti webapp web app context handl web app context java gt gt org mortbay jetti handler context handler collect handl context handler collect java gt gt org mortbay jetti handler handler collect handl handler collect java gt gt org mortbay jetti handler handler wrapper handl handler wrapper java gt org mortbay jetti server handl server java gt org mortbay jetti http connect handl request http connect java gt gt org mortbay jetti http connect request handler content http connect java gt org mortbay jetti http parser pars next http parser java gt org mortbay jetti http parser pars avail http parser java gt org mortbay jetti http connect handl http connect java gt org mortbay io nio select channel end point run select channel end point java gt gt org mortbay thread bound thread pool pool thread run bound thread pool java gt caus java lang null pointer except gt org apach common io io util copi larg io util java gt org apach common io io util copi io util java gt org apach camel compon cxf interceptor raw messag content redirect interceptor handl messag raw messag content redirect interceptor java gt gt gt input stream null gt raw messag content redirect interceptor gt gt public void handl messag messag messag throw fault gt gt input stream messag get content input stream class gt output stream os messag get content output stream class gt gt tri gt io util copi os gt close gt os flush gt catch except gt throw new fault gt gt gt gt return custom soap fault processor filter gt gt thank gt gt marc gt gt,0,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/feature/MessageDataFormatFeature.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/interceptors/FakeBindingOperationInfo.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/interceptors/FaultOutInterceptor.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/interceptors/RawMessageContentRedirectInterceptor.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfCustmerizedExceptionTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfMessageCustomizedExceptionTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfPayLoadCustomizedExceptionTest.java;
370,Chris Custine,camel-ftp,0, sftp consum connect retriev remot file, sftp consum connect server due patch camel sftp consum also check remot file modif timestamp last poll timestamp incorrectli convert second millisecond use integ math result convers alway neg never retriev file attach fix issu,0,
371,Claus Ibsen,camel-mina,0, mina produc configur timeout, current camel mina produc mina produc default sec timeout current possibl configur eg url paramet etc also document wiki sec default,0,components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaComponent.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaEndpoint.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaProducer.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaComponentTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaExchangeTimeOutTest.java;
374,David White,camel-http; camel-jetty,0, http bind write respons set respons statu code alway, write http respons http bind check exist header http produc http respons code set respons allow request made via http compon output correct statu code info also allow processor flow control statu code set header,0,components/camel-http/src/main/java/org/apache/camel/component/http/HttpBinding.java;
375,Claus Ibsen,camel-mina,0, camel mina improv, ticket hold refer variou camel mina improv bugfix late,0,components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaComponent.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaConsumer.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaEndpoint.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaExchange.java;components/camel-mina/src/main/java/org/apache/camel/component/mina/MinaProducer.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaExchangeTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaTcpWithIoOutProcessorExceptionTest.java;components/camel-mina/src/test/java/org/apache/camel/component/mina/MinaUdpWithInOutUsingPlainSocketTest.java;
384,Marc Giger,camel-cxf,0, support full custom soap fault incl fault code detail, wrap fault fault,0,components/camel-cxf/src/main/java/org/apache/camel/component/cxf/CamelInvoker.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/interceptors/PayloadContentRedirectInterceptor.java;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/interceptors/RawMessageContentRedirectInterceptor.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfCustmerizedExceptionTest.java;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfPayLoadCustomizedExceptionTest.java;
389,Willem Jiang,camel-core,0, parallel process rout, ad support user stori cxf consum gt rout gt parallelli send messag reciev respons gt aggreg respons gt process gt return inform stori http www nabbl com parallel process rout td html,1,camel-core/src/main/java/org/apache/camel/model/MulticastType.java;camel-core/src/main/java/org/apache/camel/model/ProcessorType.java;camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;camel-core/src/main/java/org/apache/camel/processor/ThreadProcessor.java;camel-core/src/test/java/org/apache/camel/processor/MultiCastAggregatorTest.java;
