issue_id,reporter_col,team_col,component_col,grep_sec,grep_perf,Security_pos_col,Security_neu_col,Security_neg_col,Performance_pos_col,Performance_neu_col,Performance_neg_col,ST_col,Patch_col,CE_col,TC_col,EN_col,files_col,target_Security,target_Performance
493,Hitesh Shah,1,null,0,0,0.0,0.0,6.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
494,Mahadev konar,1,null,0,0,1.0,0.0,5.0,0.0,0.0,6.0,0,1,0,0,0,,1,0
501,Yusaku Sako,1,null,0,1,0.0,0.0,5.0,1.0,0.0,4.0,0,1,0,0,0,,0,0
508,Varun Kapoor,1,null,0,0,0.0,0.0,9.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
510,Yusaku Sako,1,null,0,0,0.0,0.0,8.0,1.0,0.0,7.0,0,1,0,0,0,,0,0
512,Mahadev konar,1,null,0,0,1.0,0.0,6.0,0.0,0.0,7.0,0,1,0,0,0,,0,0
519,Vikram Dixit K,1,ambari-server,0,0,0.0,0.0,8.0,1.0,0.0,7.0,0,1,0,0,0,,0,0
528,Ramya Sunil,1,null,0,0,2.0,0.0,9.0,0.0,0.0,11.0,0,1,0,0,0,,0,0
529,Hitesh Shah,1,null,0,0,0.0,0.0,12.0,2.0,0.0,10.0,0,1,0,0,0,,0,0
539,Hitesh Shah,1,null,0,0,0.0,0.0,12.0,1.0,0.0,11.0,0,1,0,0,0,,0,0
543,Vikram Dixit K,1,infra,0,0,0.0,0.0,4.0,0.0,0.0,4.0,0,1,0,0,0,,0,0
544,Ramya Sunil,1,null,0,0,2.0,0.0,19.0,0.0,0.0,21.0,0,1,1,0,0,,0,0
546,Hitesh Shah,1,null,0,0,4.0,1.0,32.0,0.0,1.0,36.0,0,1,0,0,0,,0,0
547,Hitesh Shah,1,null,0,0,2.0,0.0,14.0,0.0,0.0,16.0,0,1,0,0,0,,0,0
548,Hitesh Shah,1,null,0,0,2.0,0.0,14.0,0.0,0.0,16.0,0,1,0,0,0,,0,0
550,Yusaku Sako,1,null,0,0,1.0,0.0,5.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
552,Vinod Kumar Vavilapalli,1,null,0,0,1.0,0.0,8.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
565,Yusaku Sako,1,null,0,0,1.0,0.0,18.0,0.0,0.0,19.0,0,1,0,0,0,,0,0
566,Yusaku Sako,1,null,0,0,0.0,0.0,15.0,0.0,0.0,15.0,0,1,0,0,0,,0,0
569,Hitesh Shah,1,null,0,0,3.0,0.0,10.0,0.0,0.0,13.0,0,1,0,0,0,,0,0
570,Yusaku Sako,1,null,0,0,0.0,0.0,9.0,1.0,0.0,8.0,0,1,0,0,0,,0,1
573,Hitesh Shah,1,null,0,0,2.0,1.0,13.0,0.0,1.0,15.0,0,1,0,0,0,,0,0
576,Jaimin D Jetly,1,null,0,0,1.0,0.0,7.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
578,Yusaku Sako,1,null,1,0,1.0,0.0,19.0,0.0,1.0,19.0,0,1,0,0,0,,1,0
581,Jaimin D Jetly,1,null,0,0,0.0,0.0,10.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
587,Vikram Dixit K,1,ambari-agent; ambari-server; ambari-web; documentation; infra; site; test,0,0,1.0,0.0,9.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
588,Yusaku Sako,1,null,0,0,3.0,1.0,37.0,1.0,1.0,39.0,0,1,0,0,0,,0,0
591,Yusaku Sako,1,null,0,1,0.0,1.0,18.0,0.0,0.0,19.0,0,1,0,0,0,,0,0
592,Vinod Kumar Vavilapalli,1,null,0,0,0.0,0.0,12.0,0.0,0.0,12.0,0,1,0,0,0,,0,0
597,Mahadev konar,1,null,0,0,0.0,0.0,5.0,0.0,0.0,5.0,0,1,0,0,0,,0,0
600,Hitesh Shah,1,null,0,0,1.0,0.0,5.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
607,Hitesh Shah,1,null,0,1,1.0,0.0,7.0,1.0,0.0,7.0,0,1,0,0,0,,0,1
614,Yusaku Sako,1,null,0,0,1.0,0.0,8.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
615,Yusaku Sako,1,null,1,0,1.0,0.0,28.0,3.0,0.0,26.0,0,1,0,0,0,,0,0
628,Ashish Singh,1,null,0,0,4.0,1.0,13.0,0.0,0.0,18.0,0,1,0,0,0,,1,0
633,Yusaku Sako,1,null,0,0,0.0,2.0,4.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
635,Yusaku Sako,1,null,0,0,0.0,0.0,13.0,0.0,0.0,13.0,0,1,0,0,0,,0,0
636,Yusaku Sako,1,null,0,0,1.0,0.0,4.0,0.0,0.0,5.0,0,1,0,0,0,,0,0
638,Yusaku Sako,1,null,0,0,3.0,0.0,31.0,0.0,1.0,33.0,0,1,0,0,1,,0,0
668,Hitesh Shah,1,null,0,1,1.0,0.0,26.0,0.0,0.0,27.0,0,1,0,0,0,,0,0
675,Hitesh Shah,1,null,0,0,1.0,0.0,5.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
689,Mahadev konar,1,null,0,0,2.0,0.0,4.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
701,Hitesh Shah,1,null,0,0,4.0,1.0,13.0,1.0,0.0,17.0,0,1,0,0,0,,0,0
1072,Srimanth Gunturi,1,ambari-web,0,0,0.0,0.0,8.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1081,Srimanth Gunturi,1,ambari-web,0,1,1.0,1.0,8.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1085,Yusaku Sako,1,ambari-web,0,0,1.0,0.0,7.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1092,Srimanth Gunturi,1,ambari-web,0,0,0.0,1.0,7.0,0.0,1.0,7.0,0,1,0,0,0,,0,0
1096,Srimanth Gunturi,1,ambari-web,0,0,0.0,0.0,11.0,0.0,0.0,11.0,0,1,0,0,0,,0,0
1098,Srimanth Gunturi,1,ambari-web,0,0,0.0,0.0,16.0,0.0,0.0,16.0,0,1,0,0,0,,0,0
1102,ARUN KUMAR KANDREGULA,1,ambari-web,0,1,1.0,1.0,56.0,0.0,2.0,56.0,0,1,0,0,0,,0,0
1103,ARUN KUMAR KANDREGULA,1,ambari-web,0,0,2.0,0.0,16.0,0.0,1.0,17.0,0,1,0,0,0,,0,0
1106,Jaimin D Jetly,1,ambari-web,0,0,0.0,0.0,10.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1113,ARUN KUMAR KANDREGULA,1,ambari-web,0,0,3.0,0.0,15.0,0.0,0.0,18.0,0,1,0,0,0,,0,0
1115,Srimanth Gunturi,1,ambari-web,0,0,0.0,0.0,8.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1123,Srimanth Gunturi,1,ambari-web,0,1,1.0,0.0,13.0,0.0,0.0,14.0,0,1,0,0,0,,0,0
1125,Srimanth Gunturi,1,ambari-web,0,1,1.0,0.0,25.0,3.0,1.0,22.0,0,1,0,0,0,,0,0
1142,ARUN KUMAR KANDREGULA,1,ambari-web,0,0,2.0,2.0,20.0,0.0,0.0,24.0,0,1,0,0,1,,0,0
1143,ARUN KUMAR KANDREGULA,1,ambari-web,0,0,1.0,1.0,19.0,0.0,0.0,21.0,0,1,0,0,0,,0,0
1150,Yusaku Sako,1,ambari-web,0,0,2.0,0.0,5.0,0.0,0.0,7.0,0,1,0,0,0,,0,0
1151,Yusaku Sako,1,ambari-web,0,1,1.0,0.0,8.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
1153,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,5.0,0.0,0.0,5.0,0,1,0,0,0,,0,0
1154,Yusaku Sako,1,ambari-web,0,0,1.0,0.0,9.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1159,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,9.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
1164,Mahadev konar,1,null,0,1,0.0,0.0,8.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1181,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,8.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1182,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,8.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1184,Yusaku Sako,1,ambari-web,0,0,0.0,1.0,5.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
1190,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,5.0,0.0,0.0,5.0,0,1,0,0,0,,0,0
1196,Yusaku Sako,1,ambari-web,0,0,2.0,0.0,25.0,0.0,0.0,27.0,0,1,0,0,0,,0,0
1207,Mahadev konar,1,null,0,0,2.0,0.0,6.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1210,Mahadev konar,1,null,0,0,1.0,0.0,8.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
1214,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,13.0,1.0,0.0,12.0,0,1,0,0,0,,0,0
1216,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,3.0,0.0,0.0,3.0,0,1,0,0,0,,0,0
1218,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,5.0,0.0,0.0,5.0,0,1,0,0,0,,0,0
1223,Yusaku Sako,1,ambari-web,0,0,1.0,0.0,10.0,0.0,0.0,11.0,0,1,0,0,0,,0,0
1224,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,7.0,0.0,0.0,7.0,0,1,0,0,0,,0,0
1229,Yusaku Sako,1,ambari-web,0,1,0.0,1.0,9.0,0.0,1.0,9.0,0,1,0,0,0,,0,0
1231,Mahadev konar,1,null,0,0,2.0,0.0,8.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1233,Mahadev konar,1,null,0,0,2.0,0.0,6.0,0.0,0.0,8.0,0,1,0,0,0,,1,0
1235,Yusaku Sako,1,ambari-web,0,0,2.0,0.0,4.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
1244,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,8.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1253,Yusaku Sako,1,ambari-web,0,0,1.0,1.0,16.0,0.0,0.0,18.0,0,1,0,0,0,,0,0
1259,Mahadev konar,1,null,0,0,1.0,0.0,9.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1260,Siddharth Wagle,1,ambari-server,0,0,2.0,0.0,21.0,0.0,0.0,23.0,0,1,1,0,0,,0,0
1264,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,11.0,0.0,0.0,11.0,0,1,0,0,0,,0,0
1265,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,20.0,1.0,0.0,19.0,0,1,1,0,0,,0,0
1266,Mahadev konar,1,null,0,0,1.0,0.0,7.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1267,Mahadev konar,1,null,0,0,2.0,0.0,7.0,1.0,0.0,8.0,0,1,0,0,0,,0,0
1271,Yusaku Sako,1,ambari-web,0,0,1.0,0.0,9.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1273,Srimanth Gunturi,1,ambari-web,1,0,1.0,0.0,8.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
1274,Srimanth Gunturi,1,ambari-web,0,0,0.0,0.0,3.0,0.0,0.0,3.0,0,1,0,0,0,,0,0
1275,Srimanth Gunturi,1,ambari-web,0,0,3.0,0.0,28.0,0.0,1.0,30.0,0,1,0,0,1,,0,0
1277,Mahadev konar,1,null,0,0,0.0,0.0,13.0,0.0,0.0,13.0,0,1,0,0,0,,0,0
1279,Srimanth Gunturi,1,ambari-web,0,0,1.0,0.0,38.0,1.0,1.0,37.0,0,1,0,0,0,,0,0
1299,Yusaku Sako,1,ambari-agent,0,1,2.0,0.0,15.0,0.0,0.0,17.0,0,1,0,0,0,,0,0
1300,Srimanth Gunturi,1,ambari-web,0,1,0.0,0.0,25.0,2.0,0.0,23.0,0,1,0,0,0,,0,0
1305,ARUN KUMAR KANDREGULA,1,ambari-web,0,0,1.0,0.0,39.0,1.0,1.0,38.0,0,1,0,0,0,,0,0
1308,ARUN KUMAR KANDREGULA,1,ambari-web,0,0,0.0,0.0,9.0,0.0,1.0,8.0,0,1,0,0,0,,0,0
1309,ARUN KUMAR KANDREGULA,1,ambari-web,0,0,0.0,0.0,8.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
1311,ARUN KUMAR KANDREGULA,1,ambari-web,0,0,2.0,0.0,5.0,0.0,0.0,7.0,0,1,0,0,0,,0,0
1321,Srimanth Gunturi,1,ambari-web,0,0,0.0,0.0,12.0,0.0,0.0,12.0,0,1,0,0,0,,0,0
1330,Mahadev konar,1,null,0,0,0.0,0.0,11.0,1.0,0.0,10.0,0,1,0,0,0,,0,0
1333,Yusaku Sako,1,ambari-web,0,0,2.0,0.0,4.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
1335,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,10.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1337,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,4.0,0.0,0.0,4.0,0,1,0,0,0,,0,0
1340,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,29.0,2.0,0.0,27.0,0,1,0,0,0,,0,0
1343,Siddharth Wagle,1,ambari-agent,0,1,6.0,0.0,32.0,0.0,0.0,38.0,1,1,0,0,0,,0,0
1348,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,5.0,0.0,0.0,5.0,0,1,0,0,0,,0,0
1351,Jaimin D Jetly,1,ambari-web,0,0,0.0,0.0,4.0,0.0,0.0,4.0,0,1,0,0,0,,0,0
1354,Jaimin D Jetly,1,ambari-web,0,0,0.0,0.0,5.0,0.0,0.0,5.0,0,1,0,0,0,,0,0
1359,Jaimin D Jetly,1,ambari-web,0,0,0.0,0.0,6.0,1.0,1.0,4.0,0,1,0,0,0,,0,0
1360,Jaimin D Jetly,1,ambari-web,0,0,0.0,0.0,18.0,0.0,0.0,18.0,0,1,0,0,0,,0,0
1373,Jaimin D Jetly,1,ambari-web,0,0,2.0,0.0,7.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
1376,Jaimin D Jetly,1,ambari-web,0,0,0.0,0.0,14.0,0.0,0.0,14.0,0,1,0,0,0,,0,0
1432,Mahadev konar,1,null,0,0,4.0,0.0,7.0,0.0,0.0,11.0,0,1,0,0,0,,0,0
1441,Yusaku Sako,1,ambari-web,0,0,1.0,0.0,5.0,0.0,0.0,6.0,0,1,0,0,0,,1,0
1449,Jaimin D Jetly,1,ambari-web,0,0,1.0,0.0,8.0,0.0,0.0,9.0,0,1,0,0,0,CHANGES.txt;ambari-web/app/controllers/main/service/info/configs.js;ambari-web/app/messages.js;,0,0
1450,Yusaku Sako,1,ambari-web,0,0,0.0,0.0,5.0,0.0,0.0,5.0,0,1,0,0,0,,0,0
1456,Yusaku Sako,1,ambari-web,0,1,0.0,0.0,10.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1460,Yusaku Sako,1,ambari-web,0,1,2.0,0.0,27.0,3.0,0.0,26.0,0,1,0,0,0,,0,1
1461,Yusaku Sako,1,ambari-web,0,1,1.0,0.0,24.0,3.0,0.0,22.0,0,0,0,0,0,,0,1
1465,Siddharth Wagle,1,ambari-server,0,1,2.0,0.0,26.0,2.0,0.0,26.0,0,0,0,0,0,,0,1
1466,Mahadev konar,1,null,0,1,0.0,0.0,11.0,2.0,0.0,9.0,0,0,0,0,0,,0,1
1473,Yusaku Sako,1,ambari-web,0,0,1.0,0.0,8.0,2.0,0.0,7.0,0,1,0,0,0,,0,0
1486,Mahadev konar,1,null,0,0,0.0,0.0,7.0,0.0,0.0,7.0,0,1,0,0,0,,0,0
1487,Mahadev konar,1,null,0,0,0.0,0.0,10.0,0.0,0.0,10.0,0,1,0,0,0,,0,0
1488,Mahadev konar,1,null,0,0,1.0,1.0,4.0,0.0,0.0,6.0,0,1,0,0,0,,0,0
1489,Mahadev konar,1,null,0,0,0.0,0.0,7.0,0.0,0.0,7.0,0,0,0,0,0,,0,0
1496,Jaimin D Jetly,1,ambari-web,0,0,1.0,0.0,3.0,0.0,0.0,4.0,0,1,0,0,0,,0,0
1497,Mahadev konar,1,null,0,0,1.0,0.0,6.0,0.0,0.0,7.0,0,1,0,0,0,,0,0
1499,Yusaku Sako,1,ambari-web,0,0,1.0,0.0,12.0,2.0,0.0,11.0,0,0,0,0,0,,0,1
1505,Xi Wang,1,ambari-web,0,0,0.0,0.0,9.0,0.0,0.0,9.0,0,1,0,0,0,,0,0
1519,Yusaku Sako,1,ambari-web,0,0,1.0,0.0,25.0,0.0,0.0,26.0,0,0,0,0,0,,0,1
1520,Srimanth Gunturi,1,ambari-web,0,0,0.0,1.0,6.0,0.0,0.0,7.0,0,0,0,0,0,,0,1
1536,Xi Wang,1,ambari-web,0,1,2.0,0.0,32.0,0.0,0.0,34.0,0,1,0,0,1,CHANGES.txt;ambari-web/app/styles/application.less;,0,0
1537,Xi Wang,1,ambari-web,0,0,3.0,0.0,25.0,1.0,0.0,27.0,0,1,0,0,0,,0,0
1559,Steve Ratay,0,ambari-server,0,0,0.0,0.0,20.0,0.0,0.0,20.0,0,1,0,0,0,,0,0
1580,Yusaku Sako,1,ambari-web,0,0,2.0,0.0,6.0,0.0,0.0,8.0,0,1,0,0,0,,0,0
