term,idf
explainEipJson,8.407434127423498
languageName,7.395833215745018
document,4.652064932040728
dynam,4.823915188967388
ManagedCamelContextMBean,9.100581307983443
isUseBreadcrumb,8.184290576109289
languageParameterJsonSchema,9.100581307983443
getGlobalOption,8.407434127423498
getTotalRoutes,9.100581307983443
findComponents,7.714286946863552
eipName,8.407434127423498
timeUnit,6.056058870260021
requestStringBody,9.100581307983443
includeProcessors,7.847818339488075
text,4.166107374852752
isLogMask,8.001969019315334
setTimeUnit,7.021139766303607
listEips,9.100581307983443
factori,1.937021695447548
includeRoutes,8.69511619987528
listComponents,8.184290576109289
histori,5.666594103498297
applic,2.636772123927752
getComponentDocumentation,8.407434127423498
getTimeUnit,6.849289509376948
findComponentNames,7.395833215745018
shutdownNowOnTimeout,8.184290576109289
getManagementName,8.407434127423498
endpointParameters,9.100581307983443
milli,5.437019661853797
mask,6.238380427053975
path,2.9184964012668115
canSendToEndpoint,9.100581307983443
isMessageHistory,8.001969019315334
isUseDataType,8.184290576109289
origin,4.881073602807337
sendStringBody,9.100581307983443
scan,5.149337589402016
dumpRoutesStatsAsXml,9.100581307983443
getTracing,8.407434127423498
dumpRoutesCoverageAsXml,9.100581307983443
getInflightExchanges,8.001969019315334
getProperty,6.104849034429452
startAllRoutes,8.407434127423498
url,3.3136839266167355
setTracing,7.714286946863552
findEipNames,9.100581307983443
invok,4.418450080859223
healthi,7.15467115892813
ManagedCamelHealthMBean,9.793728488543389
Ds,7.021139766303607
getIsHealthy,9.100581307983443
getHealthChecksIDs,9.100581307983443
choiceStatistics,9.100581307983443
ManagedChoiceMBean,9.793728488543389
circuit,6.7026860351850726
breaker,7.15467115892813
ManagedCircuitBreakerLoadBalancerMBean,9.793728488543389
threshold,6.297220927076908
balanc,4.852086065934085
getHalfOpenAfter,7.847818339488075
half,7.228779131081851
getExceptions,7.15467115892813
getCircuitBreakerState,9.100581307983443
exceptionStatistics,8.407434127423498
getThreshold,8.184290576109289
dumpState,8.407434127423498
namespac,4.284340151915411
view,5.750677220708838
stopView,8.407434127423498
leader,6.238380427053975
ManagedClusterServiceMBean,9.793728488543389
cluster,4.7438724812938515
getNamespaces,7.308821838755389
startView,8.407434127423498
isLeader,7.491143395549343
verifi,4.284340151915411
scope,4.910926565957018
inform,5.517062369527333
informationJson,7.714286946863552
ManagedComponentMBean,9.793728488543389
getComponentName,7.308821838755389
allOptions,7.395833215745018
isVerifySupported,9.100581307983443
purg,6.3279925857436625
getMisses,7.847818339488075
hit,6.426432658556915
getHits,7.714286946863552
sourc,4.01917694299898
getEvicted,7.847818339488075
getSource,6.749206050819966
evict,6.210209550087279
miss,5.239851596942848
getMaximumCacheSize,6.535631950521907
ManagedConsumerCacheMBean,9.793728488543389
maximum,4.803295901764653
getEndpointUri,6.426432658556915
ManagedConsumerMBean,9.793728488543389
charset,4.9734469229383516
getCharset,7.228779131081851
getType,5.1397681383858655
ManagedConvertBodyMBean,9.793728488543389
getResetTimestamp,8.184290576109289
ManagedCounterMBean,9.793728488543389
getStartTimestamp,8.407434127423498
getExchangesTotal,8.69511619987528
getLoadBalancerClassName,9.100581307983443
getRef,6.4978916225390595
custom,2.946785348958009
ManagedCustomLoadBalancerMBean,9.793728488543389
ref,3.874834634270242
getName,3.9855859985629447
ManagedDataFormatMBean,9.793728488543389
delay,4.355649179620193
reject,5.619341218647752
run,4.373193489271102
constant,3.9976707377780167
ManagedDelayerMBean,9.793728488543389
count,3.858834292923801
isCallerRunsWhenRejected,7.714286946863552
isAsyncDelayed,8.001969019315334
caller,6.849289509376948
getDelay,6.426432658556915
constantDelay,9.100581307983443
getDelayedCount,8.69511619987528
getExpression,5.574220783367282
delimit,5.111597261419169
getCacheSize,6.426432658556915
extendedInformation,6.9605151444871725
ManagedDynamicRouterMBean,9.793728488543389
isIgnoreInvalidEndpoints,7.847818339488075
router,5.158999500313753
getUriDelimiter,7.5965039112071695
getExpressionLanguage,6.461523978368185
extend,5.634845405183717
singleton,4.031677105763212
isSingleton,4.180600382155318
ManagedEndpointMBean,9.793728488543389
ManagedEndpointRegistryMBean,9.793728488543389
getStaticSize,8.001969019315334
getDynamicSize,8.001969019315334
registri,2.9184964012668115
listEndpoints,9.100581307983443
ManagedEnricherMBean,9.793728488543389
work,4.796516214779274
isAggregateOnException,8.001969019315334
enrich,5.54523324649403
share,4.663829773620315
isIgnoreInvalidEndpoint,7.308821838755389
isShareUnitOfWork,7.5965039112071695
redeliveri,4.957446581591911
exhaust,6.104849034429452
avoid,6.130166842413742
doubl,5.250433706273385
collis,7.5965039112071695
retri,5.411701853869507
percent,7.085678287441179
dead,5.040138297437024
factor,7.228779131081851
long,4.162516706722023
multipli,6.849289509376948
letter,4.8958886885924775
stack,5.8424847699619615
back,5.94358088683333
handl,4.076700787137167
new,3.632521166848312
channel,4.089946013887188
continu,5.699383926321288
attempt,5.327820369888805
backoff,7.085678287441179
exponenti,7.491143395549343
getCollisionAvoidanceFactor,8.184290576109289
setLogExhaustedMessageBody,7.395833215745018
getLogExhausted,8.407434127423498
setCollisionAvoidanceFactor,8.184290576109289
getDeadLetterChannelEndpointUri,9.100581307983443
setRetriesExhaustedLogLevel,8.184290576109289
getRetriesExhaustedLogLevel,8.184290576109289
isSupportRedelivery,9.100581307983443
getBackOffMultiplier,8.184290576109289
getLogHandled,8.407434127423498
setLogRetryStackTrace,8.184290576109289
getUseExponentialBackOff,8.407434127423498
getRedeliveryDelay,8.184290576109289
getMaximumRedeliveryDelay,8.184290576109289
getUseCollisionAvoidance,8.407434127423498
setLogExhaustedMessageHistory,8.184290576109289
getLogStackTrace,8.001969019315334
setLogHandled,8.184290576109289
setDelayPattern,8.184290576109289
setRedeliveryDelay,8.184290576109289
pend,6.461523978368185
isSupportTransactions,9.100581307983443
setLogNewException,8.407434127423498
error,3.3868485024740744
getMaximumRedeliveries,7.085678287441179
ManagedErrorHandlerMBean,9.793728488543389
getDelayPattern,8.184290576109289
isDeadLetterChannel,7.714286946863552
setUseExponentialBackOff,8.184290576109289
setLogStackTrace,7.714286946863552
setRetryAttemptedLogLevel,8.184290576109289
setMaximumRedeliveryDelay,8.184290576109289
getPendingRedeliveryCount,8.69511619987528
isDeadLetterUseOriginalMessage,9.100581307983443
getLogContinued,8.407434127423498
setCollisionAvoidancePercent,8.69511619987528
getLogExhaustedMessageHistory,8.184290576109289
getRetryAttemptedLogLevel,8.184290576109289
setAllowRedeliveryWhileStopping,8.184290576109289
getLogRetryStackTrace,8.407434127423498
isDeadLetterHandleNewException,8.407434127423498
getLogNewException,8.69511619987528
setUseCollisionAvoidance,8.184290576109289
getCollisionAvoidancePercent,8.69511619987528
transact,4.391051106671109
getAllowRedeliveryWhileStopping,8.407434127423498
getLogExhaustedMessageBody,7.5965039112071695
setLogExhausted,8.184290576109289
setLogContinued,8.184290576109289
setMaximumRedeliveries,7.085678287441179
setBackOffMultiplier,8.184290576109289
handler,3.3045235572180713
ManagedExtendedInformation,9.793728488543389
failov,6.009538854625127
round,5.7863953033109174
getMaximumFailoverAttempts,8.407434127423498
last,4.490423580484313
good,6.9605151444871725
ManagedFailoverLoadBalancerMBean,9.793728488543389
robin,6.238380427053975
getLastGoodProcessorId,9.100581307983443
isSticky,8.69511619987528
sticki,7.021139766303607
isRoundRobin,8.184290576109289
getPredicate,7.395833215745018
getPredicateLanguage,8.407434127423498
ManagedFilterMBean,9.793728488543389
getFilteredCount,8.69511619987528
duplic,5.503269047394998
getDuplicateMessageCount,8.69511619987528
resetDuplicateMessageCount,8.69511619987528
isEager,8.69511619987528
isCompletionEager,8.69511619987528
failur,4.4756084946991725
isSkipDuplicate,8.69511619987528
ManagedIdempotentConsumerMBean,9.793728488543389
skip,4.8737475627152635
idempot,4.997937942946647
isRemoveOnFailure,8.69511619987528
limit,5.362911689700075
sort,5.387009241279135
longest,7.395833215745018
sortByLongestDuration,7.5965039112071695
ManagedInflightRepositoryMBean,9.793728488543389
routeId,5.351077232053072
fromRouteId,8.001969019315334
ManagedLogMBean,9.793728488543389
getMarker,8.184290576109289
getLogName,7.491143395549343
getMessage,6.056058870260021
marker,6.182810575899164
ManagedLoopMBean,9.793728488543389
loop,5.8424847699619615
isCopy,8.001969019315334
copi,4.221574456365624
ManagedMarshalMBean,9.793728488543389
getDataFormatName,5.7863953033109174
marshal,3.8456934993627425
isParallelAggregate,8.001969019315334
isStreaming,7.847818339488075
multicast,5.149337589402016
ManagedMulticastMBean,9.793728488543389
isStopOnException,7.847818339488075
first,4.531038299638503
getLastExchangeCompletedExchangeId,8.001969019315334
getRedeliveries,8.001969019315334
getLastExchangeFailureExchangeId,8.001969019315334
getFirstExchangeCompletedExchangeId,8.001969019315334
getFailuresHandled,8.001969019315334
getDeltaProcessingTime,8.001969019315334
getFirstExchangeFailureTimestamp,8.001969019315334
getMeanProcessingTime,8.001969019315334
getExchangesFailed,8.184290576109289
getLastExchangeFailureTimestamp,8.001969019315334
perform,5.0230438640777235
getExternalRedeliveries,8.69511619987528
getTotalProcessingTime,7.714286946863552
getExchangesCompleted,8.184290576109289
getMaxProcessingTime,8.001969019315334
ManagedPerformanceCounterMBean,9.793728488543389
getExchangesInflight,8.184290576109289
delta,7.847818339488075
extern,5.922527477635498
getFirstExchangeFailureExchangeId,8.001969019315334
dumpStatsAsXml,9.100581307983443
getLastProcessingTime,8.001969019315334
getFirstExchangeCompletedTimestamp,8.001969019315334
getLastExchangeCompletedTimestamp,8.001969019315334
getMinProcessingTime,8.001969019315334
fail,3.9589177514807834
poll,3.9444037085965293
ManagedPollEnricherMBean,9.793728488543389
ManagedProcessMBean,9.793728488543389
getProcessorClassName,9.100581307983443
getProcessorId,9.100581307983443
getIndex,7.021139766303607
getSupportExtendedInformation,7.308821838755389
dumpProcessorAsXml,9.100581307983443
ManagedProcessorMBean,9.793728488543389
notifi,4.926194038087806
ManagedProducerCacheMBean,9.793728488543389
produc,2.100246847708213
isEventNotifierEnabled,7.847818339488075
ManagedProducerMBean,9.793728488543389
ManagedRandomLoadBalancerMBean,9.793728488543389
chosen,7.085678287441179
getLastChosenProcessorId,7.714286946863552
random,5.293918818213124
ManagedRecipientListMBean,9.793728488543389
recipi,4.675734676126633
ManagedRemoveHeaderMBean,9.793728488543389
getHeaderName,6.4978916225390595
getPattern,6.297220927076908
getExcludePattern,7.5965039112071695
exclud,5.006236745761343
ManagedRemoveHeadersMBean,9.793728488543389
ManagedRemovePropertiesMBean,9.793728488543389
ManagedRemovePropertyMBean,9.793728488543389
getPropertyName,7.228779131081851
revers,6.032528372849826
resequenc,6.392531106881234
getBatchSize,8.184290576109289
old,5.120899654081483
isReverse,8.69511619987528
getCapacity,7.491143395549343
capac,5.750677220708838
isIgnoreInvalidExchanges,8.407434127423498
isRejectOld,8.69511619987528
ManagedResequencerMBean,9.793728488543389
isAllowDuplicates,8.69511619987528
content,3.9444037085965293
clearContentCache,7.847818339488075
isContentCache,8.407434127423498
ManagedResourceEndpointMBean,9.793728488543389
setContentCache,8.184290576109289
contentCache,8.184290576109289
api,4.089946013887188
apiDocAsJson,8.407434127423498
doc,5.178607971702129
ManagedRestRegistryMBean,9.793728488543389
listRestServices,9.100581307983443
number,4.089946013887188
getNumberOfRestServices,9.100581307983443
rollback,5.0230438640777235
mark,6.297220927076908
isMarkRollbackOnly,8.69511619987528
ManagedRollbackMBean,9.793728488543389
isMarkRollbackOnlyLast,8.69511619987528
ManagedRoundRobinLoadBalancerMBean,9.793728488543389
control,4.623244493505237
getControlledRoutes,8.001969019315334
ManagedRouteControllerMBean,9.793728488543389
oldest,7.395833215745018
dumpRouteAsXml,9.100581307983443
getMessageHistory,7.714286946863552
updateRouteFromXml,9.100581307983443
polici,4.106753132203569
abortAfterTimeout,7.308821838755389
ManagedRouteMBean,8.407434127423498
descript,4.099996349740689
getDescription,5.634845405183717
getLastError,8.184290576109289
getOldestInflightDuration,8.69511619987528
getHasRouteController,8.69511619987528
getRoutePolicyList,8.407434127423498
abort,6.210209550087279
dumpRouteStatsAsXml,9.100581307983443
getOldestInflightExchangeId,8.69511619987528
slip,5.634845405183717
ManagedRoutingSlipMBean,9.793728488543389
son,5.198608638408799
languageJSonSchema,7.847818339488075
componentJSonSchema,7.847818339488075
catalog,5.4762403750070785
dataFormatJSonSchema,7.847818339488075
modelJSonSchema,7.847818339488075
ManagedRuntimeCamelCatalogMBean,9.793728488543389
model,4.19901710894155
input,3.5911929713554662
includeInputs,8.184290576109289
getLimit,7.491143395549343
getEndpointsPerRoute,8.407434127423498
getAllEndpoints,8.407434127423498
endpointStatistics,9.100581307983443
ManagedRuntimeEndpointRegistryMBean,9.793728488543389
per,4.578792730934403
sampl,5.666594103498297
ManagedSamplingThrottlerMBean,9.793728488543389
period,6.009538854625127
getMessageFrequency,8.407434127423498
throttler,6.749206050819966
frequenc,7.714286946863552
getSamplePeriod,8.407434127423498
schedul,4.52587032948006
initi,4.382082436688349
fix,4.9734469229383516
startScheduler,7.5965039112071695
initialDelay,6.056058870260021
useFixedDelay,8.184290576109289
getBackoffCounter,8.69511619987528
getInitialDelay,7.085678287441179
setInitialDelay,7.085678287441179
getSchedulerClassName,9.100581307983443
isUseFixedDelay,8.184290576109289
setUseFixedDelay,8.184290576109289
setDelay,6.4978916225390595
isSchedulerStarted,7.847818339488075
getBackoffIdleThreshold,8.407434127423498
idl,5.7863953033109174
ManagedSchedulePollConsumerMBean,9.793728488543389
getBackoffErrorThreshold,8.407434127423498
getBackoffMultiplier,8.407434127423498
ManagedScriptMBean,9.793728488543389
script,5.517062369527333
getMessageExchangePattern,8.407434127423498
getUri,5.316391674065183
ManagedSendDynamicProcessorMBean,9.793728488543389
destin,4.7123241235589255
getDestination,6.615674658195443
setDestination,7.5965039112071695
ManagedSendProcessorMBean,9.793728488543389
getServiceType,8.184290576109289
isStaticService,9.100581307983443
isSupportSuspension,9.100581307983443
suspens,8.001969019315334
ManagedServiceMBean,9.793728488543389
isSuspended,8.001969019315334
ManagedSetBodyMBean,9.793728488543389
ManagedSetExchangePatternMBean,9.793728488543389
ManagedSetHeaderMBean,9.793728488543389
ManagedSetPropertyMBean,9.793728488543389
splitter,5.048796360180138
ManagedSplitterMBean,9.793728488543389
ManagedStickyLoadBalancerMBean,9.793728488543389
ManagedStopMBean,9.793728488543389
spool,7.847818339488075
memori,5.574220783367282
heap,8.001969019315334
directori,4.8737475627152635
buffer,4.763290567150953
rule,5.149337589402016
averag,7.395833215745018
percentag,7.491143395549343
getSpoolChiper,8.184290576109289
SpoolUsedHeapMemoryLimit,8.407434127423498
getSpoolThreshold,8.184290576109289
getBufferSize,6.797996214989397
bufferSize,6.749206050819966
setSpoolUsedHeapMemoryLimit,8.184290576109289
StreamCachingStrategy,7.847818339488075
isAnySpoolRules,8.407434127423498
getCacheSpoolSize,9.100581307983443
setSpoolUsedHeapMemoryThreshold,8.184290576109289
getCacheMemorySize,9.100581307983443
