@Relation 9_ambari_Security_str
@attribute auth {54.0,52.0,18.0,8.0,38.0,29.0,14.0,33.0,12.0,5.0,41.0,20.0,55.0,4.0,9.0,21.0,2.0,13.0,35.0,7.0,1.0,43.0,28.0,50.0,27.0,3.0,40.0,6.0,23.0}
@attribute lex0 numeric
@attribute lex2 numeric
@attribute comp0 {0.0,1.0}
@attribute comp1 {0.0,1.0}
@attribute comp2 {0.0,1.0}
@attribute comp3 {0.0,1.0}
@attribute comp4 {0.0,1.0}
@attribute comp5 {0.0,1.0}
@attribute des0 {0.0,1.0}
@attribute des2 {0.0,1.0}
@attribute des3 {0.0,1.0}
@attribute des4 {0.0,1.0}
@attribute prob0 numeric
@attribute prob1 numeric
@attribute target {0,1}
@data
41.0,0.102,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.903,0.097,0
4.0,0.167,0.992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.2,0
35.0,0.0,0.999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.301,0.699,0
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563,0.437,0
35.0,0.194,0.993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.1,0
2.0,0.312,0.972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892,0.108,0
52.0,0.2,0.983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.808,0.192,0
4.0,0.111,0.997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7,0.3,0
55.0,0.128,0.994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.979,0.021,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.899,0.101,0
52.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0
52.0,0.167,0.993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.507,0.493,0
23.0,0.0,0.991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685,0.315,0
35.0,0.192,0.991,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.788,0.212,0
35.0,0.125,0.982,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6.0,0.048,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0
1.0,0.08,0.999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9,0.1,0
40.0,0.077,0.998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.407,0.593,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907,0.093,0
41.0,0.095,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0
14.0,0.167,0.968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.706,0
41.0,0.029,0.998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.603,0.397,0
1.0,0.077,0.994,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.791,0.209,0
23.0,0.208,0.989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
41.0,0.045,0.999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,0.4,0
23.0,0.067,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.873,0.127,0
5.0,0.115,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.394,0.606,0
4.0,0.118,0.987,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559,0.441,0
50.0,0.074,0.999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0
28.0,0.017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0
50.0,0.333,0.857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766,0.234,0
6.0,0.095,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.806,0.194,0
54.0,0.188,0.986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.849,0.151,0
2.0,0.25,0.957,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.797,0.203,0
2.0,0.154,0.976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.996,0.004,0
4.0,0.033,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0
2.0,0.179,0.992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.493,0.507,0
28.0,0.077,0.994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647,0.353,0
52.0,0.154,0.986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.372,0.628,0
2.0,0.16,0.992,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.7,0
4.0,0.4,0.882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,0.812,0
23.0,0.103,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,0.3,0
52.0,0.067,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0
2.0,0.179,0.988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2.0,0.1,0.989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.317,0
