@Relation 4_ambari_Performance_str
@attribute auth {12.0,48.0,51.0,55.0,41.0,4.0,34.0,8.0,15.0,6.0,52.0,36.0,23.0,25.0,5.0,54.0,43.0,21.0,33.0,2.0,13.0,29.0,31.0,14.0,10.0,35.0,28.0,38.0,56.0,26.0,50.0,40.0,3.0}
@attribute lex0 numeric
@attribute lex2 numeric
@attribute comp0 {0.0,1.0}
@attribute comp1 {0.0,1.0}
@attribute comp2 {0.0,1.0}
@attribute comp3 {0.0,1.0}
@attribute comp4 {0.0,1.0}
@attribute comp5 {0.0,1.0}
@attribute prob0 numeric
@attribute prob1 numeric
@attribute target {0,1}
@data
33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.97,1
28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
13.0,0.086,0.997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6.0,0.667,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.96,0.04,1
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.115,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5.0,0.15,0.991,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.867,0.133,0
2.0,0.036,0.997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.827,0.173,0
6.0,0.0,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.797,0.203,0
36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.995,0.005,0
52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.63,0.37,0
43.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
41.0,0.129,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.018,0.982,1
52.0,0.0,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
23.0,0.029,0.999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.991,0.009,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.813,0.187,0
34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.047,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,0
25.0,0.167,0.968,0.0,1.0,0.0,0.0,0.0,0.0,0.671,0.329,0
15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.63,0.37,0
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.974,0.026,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.686,0.314,0
6.0,0.024,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.212,0.788,1
43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.745,0.255,0
8.0,0.0,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.793,0.207,0
52.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.899,0.101,0
2.0,0.038,0.998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
2.0,0.0,0.994,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14.0,0.0,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.912,0.088,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.796,0.204,0
23.0,0.167,0.968,0.0,1.0,0.0,0.0,0.0,0.0,0.779,0.221,0
8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.892,0.108,0
35.0,0.1,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.318,0.682,0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.81,0.19,0
35.0,0.027,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.688,0.312,0
43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.259,0.741,0
6.0,0.023,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.594,0.406,0
4.0,0.118,0.987,0.0,1.0,0.0,0.0,0.0,0.0,0.578,0.422,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.392,0.608,0
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.392,0.608,0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.583,0.417,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.573,0.427,0
35.0,0.056,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.391,0.609,0
3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.745,0.255,0
35.0,0.0,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.356,0.644,0
15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.8,0
35.0,0.083,0.996,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.708,0.292,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.997,0.003,0
3.0,0.037,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.913,0.087,0
43.0,0.031,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0
5.0,0.043,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
14.0,0.091,0.991,0.0,1.0,0.0,0.0,0.0,0.0,0.401,0.599,0
40.0,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
43.0,0.016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.4,0
36.0,0.032,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0
36.0,0.016,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23,0.77,0
40.0,0.012,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.135,0.865,0
40.0,0.04,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.099,0.901,1
43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.107,0.893,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.992,0.008,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0
54.0,0.021,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.661,0.339,0
41.0,0.061,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0
5.0,0.056,0.997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.997,0.003,0
43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.238,0.762,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.881,0.119,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
51.0,0.052,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0
29.0,0.5,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.771,0.229,0
4.0,0.051,0.998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.991,0.009,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.3,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0
40.0,0.077,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.3,0
43.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.298,0.702,0
5.0,0.077,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.3,0
8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.963,0.037,0
55.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.3,0
40.0,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.639,0.361,0
10.0,0.083,0.983,1.0,0.0,0.0,0.0,0.0,0.0,0.705,0.295,0
5.0,0.176,0.988,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
5.0,0.034,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.2,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.306,0.694,0
52.0,0.0,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.202,0.798,0
41.0,0.069,0.996,0.0,1.0,0.0,0.0,0.0,0.0,0.713,0.287,0
40.0,0.019,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.9,0
35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
