@Relation 1_ambari_Performance_str
@attribute auth {48.0,30.0,41.0,34.0,4.0,15.0,6.0,52.0,36.0,23.0,5.0,54.0,43.0,21.0,33.0,9.0,31.0,14.0,13.0,29.0,2.0,0.0,49.0,35.0,28.0,38.0,26.0,50.0,40.0}
@attribute lex0 numeric
@attribute lex2 numeric
@attribute comp0 {0.0,1.0}
@attribute comp1 {0.0,1.0}
@attribute comp2 {0.0,1.0}
@attribute comp3 {0.0,1.0}
@attribute comp4 {0.0,1.0}
@attribute comp5 {0.0,1.0}
@attribute prob0 numeric
@attribute prob1 numeric
@attribute target {0,1}
@data
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
40.0,0.032,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.01,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
48.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.022,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
41.0,0.129,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6.0,0.024,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.04,0.998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
41.0,0.053,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
54.0,0.125,0.996,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06,0.94,1
5.0,0.08,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5.0,0.067,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
13.0,0.014,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.017,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
31.0,0.098,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
33.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
13.0,0.086,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6.0,0.667,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,1
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
40.0,0.115,0.995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
5.0,0.15,0.991,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.99,1
6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.99,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0
54.0,0.111,0.986,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,1
21.0,0.0,0.996,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0
23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.507,0.493,0
54.0,0.0,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.765,0.235,0
23.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.197,0.803,0
48.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.8,0
54.0,0.024,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0
49.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.593,0.407,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.425,0.575,0
21.0,0.125,0.982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.666,0.334,0
54.0,0.103,0.996,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0
9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.655,0.345,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.787,0.213,0
54.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.129,0.871,0
54.0,0.0,0.999,1.0,0.0,0.0,0.0,0.0,0.0,0.398,0.602,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.813,0.187,0
21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.513,0.487,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.544,0.456,0
21.0,0.056,0.997,1.0,0.0,0.0,0.0,0.0,0.0,0.699,0.301,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.183,0.817,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.823,0.177,0
41.0,0.0,0.982,0.0,1.0,0.0,0.0,0.0,0.0,0.332,0.668,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.767,0.233,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.592,0.408,0
0.0,0.0,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
0.0,0.0,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.115,0.885,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.901,0.099,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.201,0.799,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.64,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.881,0.119,0
41.0,0.115,0.993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.499,0.501,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.248,0.752,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.578,0.422,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.332,0.668,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.701,0.299,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.904,0.096,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.197,0.803,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.999,0.001,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.989,0.011,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.82,0.18,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.831,0.169,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.993,0.007,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.501,0.499,0
54.0,0.077,0.994,0.0,1.0,0.0,0.0,0.0,0.0,0.381,0.619,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.97,0.03,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.127,0.873,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.711,0.289,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.996,0.004,0
54.0,0.0,0.989,0.0,1.0,0.0,0.0,0.0,0.0,0.524,0.476,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.43,0.57,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,0.714,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.648,0.352,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.55,0.45,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
54.0,0.05,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.332,0.668,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.422,0.578,0
29.0,0.111,0.986,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.555,0.445,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.902,0.098,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
41.0,0.0,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.802,0.198,0
41.0,0.026,0.999,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41.0,0.08,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.294,0.706,0
0.0,0.025,0.999,0.0,1.0,0.0,0.0,0.0,0.0,0.902,0.098,0
0.0,0.0,0.986,0.0,1.0,0.0,0.0,0.0,0.0,0.864,0.136,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.858,0.142,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.245,0.755,0
41.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.662,0.338,0
29.0,0.091,0.991,1.0,0.0,0.0,0.0,0.0,0.0,0.711,0.289,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.698,0.302,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.788,0.212,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.117,0.883,0
54.0,0.069,0.997,0.0,1.0,0.0,0.0,0.0,0.0,0.289,0.711,0
40.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.201,0.799,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.149,0.851,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.574,0.426,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.905,0.095,0
23.0,0.167,0.917,0.0,1.0,0.0,0.0,0.0,0.0,0.504,0.496,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9,0.1,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.621,0.379,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.441,0.559,0
29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.589,0.411,0
23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.594,0.406,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.979,0.021,0
54.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.099,0.901,0
