issue_id,reporter,component,keywords,pre_sum,summary,pre_des,description,des-1,des-2,des-3,des-4,des-5,files,Surprising
256,Ramya Sunil,null,0,Update hive config to enable authorization, updat hive config enabl author,In /etc/hive/conf/hive-site.xml&lt;property&gt; &lt;name&gt;hive.security.authorization.enabled&lt;/name&gt; &lt;value&gt;true&lt;/value&gt; &lt;description&gt;enable or disable the hive client authorization&lt;/description&gt;&lt;/property&gt;&lt;property&gt; &lt;name&gt;hive.security.authorization.manager&lt;/name&gt; &lt;value&gt;org.apache.hcatalog.security.HdfsAuthorizationProvider&lt;/value&gt; &lt;description&gt;the hive client authorization manager class name. The user defined authorization class should implement interface org.apache.hadoop.hive.ql.security.authorization.HiveAuthorizationProvider. &lt;/description&gt;&lt;/property&gt;In /etc/hive/conf/hive-env.sh  add -export HIVE_AUX_JARS_PATH=/usr/lib/hcatalog/share/hcatalog/hcatalog-0.4.0.jar, etc hive conf hive site xml lt properti gt etc hive conf hive site xml lt properti gt lt name gt hive secur author enabl lt name gt lt name gt hive secur author enabl lt name gt lt valu gt true lt valu gt lt valu gt true lt valu gt lt descript gt enabl lt descript gt enabl disabl hive client author lt descript gt lt properti gt lt properti gt author lt descript gt lt properti gt lt properti gt lt name gt hive secur author manag lt name gt lt name gt hive secur author manag lt name gt lt valu gt org apach hcatalog secur HdfsAuthorizationProvider lt valu gt lt valu gt org apach hcatalog secur hdf author provid lt valu gt lt descript gt lt descript gt hive client author manag class name name user defin author class implement interfac org apach hadoop hive ql secur author HiveAuthorizationProvider org apach hadoop hive ql secur author hive author provid lt descript gt lt properti gt lt descript gt lt properti gt etc hive conf hive env sh etc hive conf hive env sh add export HIVE_AUX_JARS_PATH usr lib hcatalog share hcatalog hcatalog jar HIVE AUX JARS PATH usr lib hcatalog share hcatalog hcatalog jar,0,0,0,0,0,0,0 
257,Arpit Gupta,site,0,Manage services section will have any empty section when no client only components installed, manag servic section empti section no client compon instal,On the manage services page we have a section for client only services that have no long running processes.If the user has no such component there is a heading but no content. Maybe we can hide the heading when no such service is present., manag servic page section client servic no long run process process user no compon head no content content mayb hide head no servic present present,0,0,0,0,0,0,0 
262,Arpit Gupta,site,0,Init Wizard: Advanced Config validation errors can be bypassed, init wizard wizard advanc config valid error bypass,Make the Naigos password (and re-type password) different so as you cause a validation error.This will let the user move on to the next screen by ignoring all other validation errors on this page., make naigo password type type password password differ caus valid error error let user move next screen ignor valid error page page,0,0,0,0,0,0,0 
264,Arpit Gupta,site,0,Nagios Admin Contact should be checked to ensure it is always an email address, nagio admin contact check ensur alway email address,,,0,0,0,0,0,0,0 
274,Ramya Sunil,null,0,Templeton data on hdfs needs to be readable by all users, templeton data hdf need readabl user,Content of /user/templeton dir-bash-3.2$ hadoop dfs -ls /user/templetonFound 4 items-rw-r--r-- 3 templeton hdfs 107373 2012-05-14 19:53 /user/templeton/hadoop-streaming.jar-rw------- 3 templeton hdfs 35352096 2012-05-14 19:53 /user/templeton/hive.tar.gz-rw------- 3 templeton hdfs 47909478 2012-05-14 19:53 /user/templeton/pig.tar.gz-rw------- 3 templeton hdfs 127652 2012-05-14 19:53 /user/templeton/ugi.jarOnly templeton user can use the jars, content user templeton user templeton dir bash dir bash hadoop df ls user templetonFound user templeton found item rw item rw templeton hdf user templeton hadoop stream jar rw user templeton hadoop stream jar rw templeton hdf user templeton hive tar gz rw user templeton hive tar gz rw templeton hdf user templeton pig tar gz rw user templeton pig tar gz rw templeton hdf user templeton ugi jarOnly user templeton ugi jar templeton user use jar,0,0,0,0,0,0,0 
276,Suresh Srinivas,site,0,Update HDFS parameter configuration description, updat HDFS paramet configur descript,Updating the short description and tooltip long description as follows:Changing the text that affects WebUI as follows: filesystem -&gt; file system HDFS Append Enabled -&gt; Append enabled HDFS WebHDFS Enabled -&gt; WebHDFS enabled Hadoop maximum Java heap size -&gt; Hadoop maximum Java heap size (MB)  Java Heap Size for slave daemons -&gt; Maximum Java heap size for daemons such as Balancer in MB (-Xmx)   NameNode maximum Java heap size -&gt; NameNode initial Java heap size (MB)  Java Heap Size for NameNode -&gt; Initial and minimum Java heap size for NameNode in MB (-Xms)   Hadoop Young Generation heap size -&gt; NameNode new generation size (MB)  Maximum size for New Generation for java heap size -&gt; Default size of Java new generation in MB for NameNode (-XX:NewSize)   DataNode Java heap size -&gt; DataNode maximum Java heap size (MB)  Java Heap Size for DataNode -&gt; Maximum Java heap size for DataNode in MB (-Xmx), updat short descript tooltip long descript follow chang follow chang text affect WebUI web UI follow follow filesystem gt gt file system HDFS append enabl gt gt append enabl HDFS WebHDFS web HDFS enabl gt gt WebHDFS web HDFS enabl hadoop maximum java heap size gt gt hadoop maximum java heap size MB MB java heap size slave daemon gt gt maximum java heap size daemon balanc MB xmx xmx NameNode name node maximum java heap size gt gt NameNode name node initi java heap size MB MB java heap size NameNode name node gt gt initi minimum java heap size NameNode name node MB xm xm hadoop young gener heap size gt gt NameNode name node new gener size MB MB maximum size new gener java heap size gt gt default size java new gener MB NameNode name node XX NewSize XX new size DataNode data node java heap size gt gt DataNode data node maximum java heap size MB MB java heap size DataNode data node gt gt maximum java heap size DataNode data node MB xmx xmx,0,0,0,0,0,0,0 
280,Vikram Dixit K,null,0,Cleanup of utilities, cleanup util,We need an api for the UI to figure out the status of the cluster., need api UI figur statu cluster cluster,0,0,0,0,0,0,0 
283,Vikram Dixit K,null,0,Fixup review and deploy rendering, fixup review deploy render,Currently render of the review and deploy page is messy., current render review deploy page messi messi,0,0,0,0,0,0,0 
287,Vikram Dixit K,ambari-server; ambari-web,0,Add link to uninstall on index page, add link uninstal index page,Uninstall link is now hooked into the index page., uninstal link hook index page page,0,0,0,0,0,0,0 
290,Jitendra Nath Pandey,ambari-server,0,Comment in addNodesWizardInit.js., comment addNodesWizardInit js add node wizard init js,Comment in addNodesWizardInit.js., comment addNodesWizardInit js add node wizard init js,0,0,0,0,0,0,0 
292,Jitendra Nath Pandey,ambari-web,0,HTML being spewed in the Review+Deploy page., HTML spew review deploy review deploy page page,HTML being spewed in the Review+Deploy page., HTML spew review deploy review deploy page page,0,0,0,0,0,0,0 
300,Yusaku Sako,null,0,Change the status message (success/error) location so that it shows below the page summary box  rather than above  more better visibility, chang statu messag success error success error locat show page summari box rather better visibl,,,0,0,0,0,0,0,0 
302,Ramya Sunil,null,0,regionservers config in the hbase only has localhost in it, regionserv config hbase localhost,/etc/hbase/conf/regionserver should correctly populate the slaves list, etc hbase conf regionserv etc hbase conf regionserv correctli popul slave list,0,0,0,0,0,0,0 
304,Vinod Kumar Vavilapalli,null,0,Upgrade to yui-3.5.1, upgrad yui yui,,,0,0,0,0,0,0,0 
310,Yusaku Sako,null,0,Externalize message resources for the welcome page.  Update styles on various pages., extern messag resourc welcom page page updat style variou page page,,,0,0,0,0,0,0,0 
312,Hitesh Shah,null,0,Uninstall's wipe flag should be correctly passed to puppet, uninstal uninstal wipe flag correctli pass puppet,,,0,0,0,0,0,0,0 
316,Vinod Kumar Vavilapalli,null,0,Grid mount points page doesn't let one pass with only a custom mount point, grid mount point page let one pass custom mount point,,,0,0,0,0,0,0,0 
319,Jitendra Nath Pandey,ambari-server,0,Scale puppet master to large number of nodes., scale puppet master larg number node node,Scale puppet master to large number of nodes., scale puppet master larg number node node,0,0,0,0,0,0,0 
323,Vikram Dixit K,ambari-server,0,During any process in the cluster initialization wizard  if the user goes back to the '1 Create Cluster' tab  the user is stuck., process cluster initi wizard user goe back creat cluster cluster tab user stuck stuck,,,0,0,0,0,0,0,0 
326,Jitendra Nath Pandey,ambari-server,0,Dependencies should be added only during install phase, depend ad instal phase,Host level dependencies are being set in running stage as well  which is redundant. It can be assumed that dependencies were installed at install stage., host level depend set run stage well redund redund assum depend instal instal stage stage,0,0,0,0,0,0,0 
330,Vinod Kumar Vavilapalli,null,0,Provide a way to resume if browser crashes/is closed during the deploy-in-progress, provid way resum browser crash crash close deploy progress deploy progress,Currently when the browser is closed one cannot view the install in progress. They will have to look at the logs on the hmc machine to figure out whats going on. It would be nice if we can provide a way to get back to the install progress., current browser close one cannot view instal progress progress look log hmc machin figur what go would nice provid way get back instal progress progress,0,0,0,0,0,0,0 
335,Ramya Sunil,null,0,Redundant downloads even though the artifacts are already installed, redund download even though artifact alreadi instal,Artifacts (such as mysql-connector.zip  hive.tar.gz  pig.tar.gz  ext.zip) are being downloaded even though they are previously installed leading to additional execution time., artifact mysql connector zip mysql connector zip hive tar gz hive tar gz pig tar gz pig tar gz ext zip ext zip download even though previous instal lead addit execut time time,0,0,0,0,0,0,0 
338,Vikram Dixit K,ambari-server,0,Cluster status update needs to happen for all stages of installation wizard., cluster statu updat need happen stage instal wizard wizard,Cluster status should be updated in db for each stage of the installation wizard. This is used to enable restart of browser and also showing status of the cluster on the index page., cluster statu updat db stage instal wizard wizard use enabl restart browser also show statu cluster index page page,0,0,0,0,0,0,0 
339,Vikram Dixit K,ambari-web,0,Making transitionToNextStage more robust, make transitionToNextStage transit next stage robust,If the currentStage is null  we should not proceed with a transition., currentStage current stage null not proceed transit transit,0,0,0,0,0,0,0 
349,Vikram Dixit K,ambari-server; ambari-web,0,Logging in case of error during uninstall needs to be fixed., log case error uninstal need fix fix,Logs disappear post uninstall because the transaction is also cleaned from the db., log disappear post uninstal transact also clean db db,0,0,0,0,0,0,0 
352,Yusaku Sako,null,0,Add flow control - force redirects to appropriate pages based on cluster configuration status for better usability, add flow control forc redirect appropri page base cluster configur statu better usabl,If no cluster has been set up yet  redirect to the welcome page.If a cluster is being configured (but has not gone thru deployment)  redirect to Step 1 of the cluster init wizard.If a cluster is being deployed  redirect to the deployment progress page.If a cluster has gone thru deployment but failed  redirect to the re-install page.If a cluster has gone thru deployment and succeed  do not perform any forced redirect., no cluster set yet redirect welcom page page cluster configur not gone thru deploy deploy redirect step cluster init wizard wizard cluster deploy redirect deploy progress page page cluster gone thru deploy fail redirect instal instal page page cluster gone thru deploy succeed not perform forc redirect redirect,0,0,0,0,0,0,0 
357,Yusaku Sako,null,0,Redesign master service assignment page so that it takes up less vertical space, redesign master servic assign page take less vertic space,,,0,0,0,0,0,0,0 
362,Vikram Dixit K,ambari-server,0,Create lock file as part of rpm install, creat lock file part rpm instal,Lock file is being created as part of create cluster. This is brittle and needs to be done as part of the rpm install., lock file creat part creat cluster cluster brittl need done part rpm instal instal,0,0,0,0,0,0,0 
366,Varun Kapoor,null,0,Package up the fonts/ subdirectory in the HMC RPM, packag font font subdirectori HMC RPM,The new fonts/ subdirectory used for the buttons on the ManageServices page isn't packaged up., new font font subdirectori use button ManageServices manag servic page packag,0,0,0,0,0,0,0 
369,Yusaku Sako,null,0,Improve Service Management page and general popup styling, improv servic manag page gener popup style,,,0,0,0,0,0,0,0 
371,Jitendra Nath Pandey,ambari-server,0,Mysql packages not being sent during install and uninstall, mysql packag not sent instal uninstal,Mysql packages not being sent during install and uninstall., mysql packag not sent instal uninstal uninstal,0,0,0,0,0,0,0 
377,Jitendra Nath Pandey,ambari-server,0,Uninstall does not handle component dependencies., uninstal not handl compon depend depend,Uninstall does not handle component dependencies., uninstal not handl compon depend depend,0,0,0,0,0,0,0 
386,Hitesh Shah,null,0,On Single Node install when install all the components the recommended num for Map/Reduce Tasks is too high, singl node instal instal compon recommend num map reduc map reduc task high,Use lower count of maps/reduce slots for a single node install., use lower count map reduc map reduc slot singl node instal instal,0,0,0,0,0,0,0 
393,Mahadev konar,null,0,ZooKeeper myid files not existent on ZK install., ZooKeeper zoo keeper myid file not exist ZK instal instal,ZooKeeper myid files not existent on ZK install., ZooKeeper zoo keeper myid file not exist ZK instal instal,0,0,0,0,0,0,0 
394,Vikram Dixit K,ambari-server,0,Add nodes fails to find node in db, add node fail find node db,Host not found in db error on assign nodes page, host not found db error assign node page,0,0,0,0,0,0,0 
399,Yusaku Sako,null,0,Cannot uninstall - the page hangs with the spinning icon, cannot uninstal page hang spin icon,,,0,0,0,0,0,0,0 
401,Jitendra Nath Pandey,ambari-server,0,Manual config changes for nn get reset on stop/start from hmc, manual config chang nn get reset stop start stop start hmc,Manual config changes for nn get reset on stop/start from hmc, manual config chang nn get reset stop start stop start hmc,0,0,0,0,0,0,0 
402,Vikram Dixit K,ambari-server,0,Completing successful add node takes one to initialize cluster page starting from scratch, complet success add node take one initi cluster page start scratch,,,0,0,0,0,0,0,0 
404,Yusaku Sako,null,0,Unify the top nav for both Monitoring and Cluster Management, unifi top nav monitor cluster manag,,,0,0,0,0,0,0,0 
414,Mahadev konar,null,0,Add rpm spec for hmc agent., add rpm spec hmc agent agent,Add rpm spec for hmc agent., add rpm spec hmc agent agent,0,0,0,0,0,0,0 
415,Hitesh Shah,null,0,Reset service back to original state after reconfiguration, reset servic back origin state reconfigur,,,0,0,0,0,0,0,0 
420,Yusaku Sako,null,0,Improve style on error log popups, improv style error log popup,,,0,0,0,0,0,0,0 
426,Ramya Sunil,null,0,Reinstall of cluster after failure to install results in failure, reinstal cluster failur instal result failur,According to Bikas:I tried to install a single node cluster. That failed for some random issue.I was presented an option to reinstall.I clicked on that option and it asked me to uninstall.I chose uninstall and wipe data option.Uninstall failed.This happened because the install did not complete in the first place.Thu May 24 17:45:28 -0400 2012 /Stage17/Hdp-oozie::Service/Hdp-oozie::Service::Createsymlinks/usr/lib/oozie/oozie-server/lib/mapred-site.xml/File/usr/lib/oozie/oozie-server/lib/mapred-site.xml/ensure (err): change from absent to present failed: Could not set 'present on ensure: No such file or directory - /usr/lib/oozie/oozie-server/lib/mapred-site.xml at /etc/puppet/agent/modules/hdp-oozie/manifests/service.pp:61, accord bika bika tri instal singl node cluster cluster fail random issu issu present option reinstal reinstal click option ask uninstal uninstal chose uninstal wipe data option uninstal option uninstal fail fail happen instal not complet first place thu place thu may stage hdp oozi servic hdp oozi servic createsymlink usr lib oozi oozi server lib mapr site xml file usr lib oozi oozi server lib mapr site xml ensur stage hdp oozi servic hdp oozi servic createsymlink usr lib oozi oozi server lib mapr site xml file usr lib oozi oozi server lib mapr site xml ensur err err chang absent present fail fail could not set present ensur ensur No file directori usr lib oozi oozi server lib mapr site xml usr lib oozi oozi server lib mapr site xml etc puppet agent modul hdp oozi manifest servic pp etc puppet agent modul hdp oozi manifest servic pp,0,0,0,0,0,0,0 
429,Mahadev konar,null,0,Fix bug with jmx parsing on HBase., fix bug jmx pars HBase base,Fix bug with jmx parsing on HBase., fix bug jmx pars HBase base,0,0,0,0,0,0,0 
433,Vikram Dixit K,ambari-server,0,Using service stop instead of killall for uninstall, use servic stop instead killal uninstal,,,0,0,0,0,0,0,0 
435,Vikram Dixit K,ambari-server,0,Uninstall needs to update status for failure., uninstal need updat statu failur failur,This is to enable the routing layer to redirect appropriately., enabl rout layer redirect appropri appropri,0,0,0,0,0,0,0 
442,Ramya Sunil,null,0,Duplicate definition: Class[Hdp-hbase::Regionserver::Enable-ganglia], duplic definit definit class hdp hbase regionserv enabl ganglia class hdp hbase regionserv enabl ganglia,Duplicate definition: Class&#91;Hdp-hbase::Regionserver::Enable-ganglia&#93; is already defined; cannot redefine at /etc/puppet/agent/modules/hdp-ganglia/manifests/monitor.pp:37 on node ip-10-64-19-248.ec2.internal, duplic definit definit class hdp hbase regionserv enabl ganglia class hdp hbase regionserv enabl ganglia alreadi defin defin cannot redefin etc puppet agent modul hdp ganglia manifest monitor pp etc puppet agent modul hdp ganglia manifest monitor pp node ip ec intern ip ec intern,0,0,0,0,0,0,0 
449,Yusaku Sako,null,0,Post cluster install/deploy the URL hmc/html/initializeCluster.php should be disabled, post cluster instal deploy instal deploy URL hmc html initializeCluster php hmc html initi cluster php disabl,Install a cluster. Then go to http://&lt;host&gt;/hmc/html/initializeCluster.php URL. You get a page enter cluster name. If you enter a cluster name  existing install is wiped out. We need to disable this URL on an installed cluster.Only way to enable this should be uninstall., instal cluster cluster go URL URL get page enter cluster name name enter cluster name exist instal wipe need disabl URL instal cluster cluster way enabl uninstal uninstal,0,0,0,0,0,0,0 
455,vitthal (Suhas) Gogate,null,0,nagios shows service status critical if hbase is not installed, nagio show servic statu critic hbase not instal,,,0,0,0,0,0,0,0 
466,Vikram Dixit K,ambari-server; ambari-web,0,Add nodes page alerts removed in case of adding duplicate nodes, add node page alert remov case ad duplic node,Alerts that are being shown needs to be changed to be compatible with current implementation of showing errors. A link now appears to 'Show the duplicate nodes' which shows the duplicate nodes., alert shown need chang compat current implement show error error link appear show show duplic node node show duplic node node,0,0,0,0,0,0,0 
467,Mahadev konar,null,0,Fix hive stop to escape $., fix hive stop escap,,,0,0,0,0,0,0,0 
468,Yusaku Sako,null,0,Post-Install Add Nodes - update progress title and success/error messages to reflect what it's actually doing/has done, post instal post instal add node updat progress titl success error success error messag reflect actual done,,,0,0,0,0,0,0,0 
475,Yusaku Sako,null,0,Add missing JS file for making post cluster install Add Nodes work, add miss JS file make post cluster instal add node work,,,0,0,0,0,0,0,0 
482,Yusaku Sako,null,0,Show the same welcome page to the user if the user starts configuring a cluster but has not started deploy yet, show welcom page user user start configur cluster not start deploy yet,,,0,0,0,0,0,0,0 
486,Yusaku Sako,null,0,Add Node installs MySQL Server for Hive, add node instal MySQL SQL server hive,Adding slave nodes post cluster install will install MySQL Server if Hive was selected as a service at the time of cluster installation., ad slave node post cluster instal instal MySQL SQL server hive select servic time cluster instal instal,0,0,0,0,0,0,0 
488,Yusaku Sako,null,0,Manage service needs a way to recover from terminated browser sessions, manag servic need way recov termin browser session,We need to block users from being able to start/stop services when we have a batch of start/stop activities are already in progress.Do something similar to deployment progress display and bring the user back to that modal status display which will end when we detect success/failure., need block user abl start stop start stop servic batch start stop start stop activ alreadi progress progress someth similar deploy progress display bring user back modal statu display end detect success failur success failur,0,0,0,0,0,0,0 
491,Yusaku Sako,null,0,Service Reconfiguration screens should respect the 'reconfigurable' attributes set in ConfigProperties table, servic reconfigur screen respect reconfigur reconfigur attribut set ConfigProperties config properti tabl,Some service config parameters are editable (can be customized on initial install)  but cannot be reconfigured post cluster install.This info is stored in ConfigProperties table  but the Service Reconfiguration screens are allowing these non-reconfigurable parameters to be changed., servic config paramet edit custom initi instal instal cannot reconfigur post cluster instal instal info store ConfigProperties config properti tabl servic reconfigur screen allow non reconfigur non reconfigur paramet chang chang,0,0,0,0,0,0,0 
492,Hitesh Shah,null,0,make support for os check a bit more robust, make support os check bit robust,,,0,0,0,0,0,0,0 
493,Hitesh Shah,null,0,Add rack_info as column in Hosts table, add rack_info column host tabl,,,0,0,0,0,0,0,0 
494,Mahadev konar,null,0,Fix node assignments not not allow slaves on master., fix node assign not not allow slave master master,,,0,0,0,0,0,0,0 
508,Varun Kapoor,null,0,Support Resume For Add Nodes, support resum add node,Just like for Manage Services + Deploy + Uninstall., like manag servic deploy uninstal uninstal,0,0,0,0,0,0,0 
510,Yusaku Sako,null,0,Modify the router to force redirection to 'Add Nodes Progress' popup, modifi router forc redirect add add node progress progress popup,,,0,0,0,0,0,0,0 
512,Mahadev konar,null,0,Fix puppet manifests for tarball downloads via rpms., fix puppet manifest tarbal download via rpm rpm,,,0,0,0,0,0,0,0 
519,Vikram Dixit K,ambari-server,0,update to fix the ganglia monitor_and_server anchor problem, updat fix ganglia monitor_and_server anchor problem,update to fix the ganglia monitor_and_server anchor problem, updat fix ganglia monitor_and_server anchor problem,0,0,0,0,0,0,0 
528,Ramya Sunil,null,0,Fix oozie smoke test failure, fix oozi smoke test failur,Oozie smoke test failing with 'Error: E0301 : E0301: Invalid resource &#91;usr/lib/oozie/conf&#93;', oozi smoke test fail error error invalid resourc usr lib oozi conf usr lib oozi conf,0,0,0,0,0,0,0 
529,Hitesh Shah,null,0,Fix Advanced Config: HDFS reserved space is in bytes. Too many bytes to count., fix advanc config config HDFS reserv space byte byte mani byte count count,Simplify user input., simplifi user input input,0,0,0,0,0,0,0 
539,Hitesh Shah,null,0,Create a spec file with less dependencies for HMC, creat spec file less depend HMC,Simplify process for users that want to use different dependencies for PHP and Ruby.e.g PHP-5.3  ruby-1.8.7, simplifi process user want use differ depend PHP rubi rubi PHP PHP rubi rubi,0,0,0,0,0,0,0 
543,Vikram Dixit K,infra,0,Rpm naming needs to be corrected., rpm name need correct correct,Rpm naming needs to be corrected., rpm name need correct correct,0,0,0,0,0,0,0 
544,Ramya Sunil,null,0,Templeton configs for pig archive not correct in HMC, templeton config pig archiv not correct HMC,From Arpit:The configs for pig in templeton are wrong.The deployed configs are&lt;property&gt; &lt;name&gt;templeton.pig.archive&lt;/name&gt; &lt;value&gt;hdfs:///apps/templeton/&lt;/value&gt; &lt;description&gt;The path to the Pig archive.&lt;/description&gt; &lt;/property&gt; &lt;property&gt; &lt;name&gt;templeton.pig.path&lt;/name&gt; &lt;value&gt;/pig-0.9.2/bin/pig&lt;/value&gt; &lt;description&gt;The path to the Pig executable.&lt;/description&gt; &lt;/property&gt;They are missing the pig tar ball. For example they should be&lt;property&gt; &lt;name&gt;templeton.pig.archive&lt;/name&gt; &lt;value&gt;hdfs:///apps/templeton/pig.tar.gz&lt;/value&gt; &lt;description&gt;The path to the Pig archive.&lt;/description&gt; &lt;/property&gt; &lt;property&gt; &lt;name&gt;templeton.pig.path&lt;/name&gt; &lt;value&gt;pig.tar.gz/pig-0.9.2/bin/pig&lt;/value&gt; &lt;description&gt;The path to the Pig executable.&lt;/description&gt; &lt;/property&gt;So both the properties are missing 'pig-0.9.2.tar.gz', arpit arpit config pig templeton wrong wrong deploy config lt properti gt lt properti gt lt name gt templeton pig archiv lt name gt lt name gt templeton pig archiv lt name gt lt valu gt hdf app templeton lt valu gt lt valu gt hdf app templeton lt valu gt lt descript gt lt descript gt path pig archiv lt descript gt archiv lt descript gt lt properti gt lt properti gt lt properti gt lt properti gt lt name gt templeton pig path lt name gt lt name gt templeton pig path lt name gt lt valu gt pig bin pig lt valu gt lt valu gt pig bin pig lt valu gt lt descript gt lt descript gt path pig execut lt descript gt execut lt descript gt lt properti gt lt properti gt miss pig tar ball ball exampl lt properti gt lt properti gt lt name gt templeton pig archiv lt name gt lt name gt templeton pig archiv lt name gt lt valu gt hdf app templeton pig tar gz lt valu gt lt valu gt hdf app templeton pig tar gz lt valu gt lt descript gt lt descript gt path pig archiv lt descript gt archiv lt descript gt lt properti gt lt properti gt lt properti gt lt properti gt lt name gt templeton pig path lt name gt lt name gt templeton pig path lt name gt lt valu gt pig tar gz pig bin pig lt valu gt lt valu gt pig tar gz pig bin pig lt valu gt lt descript gt lt descript gt path pig execut lt descript gt execut lt descript gt lt properti gt lt properti gt properti miss pig tar gz pig tar gz,0,0,0,0,0,0,0 
